𠻺	aː⁶
復活節	fʊk⁹wuːt⁹tsiːt⁸
復生	fʊk⁹sɐŋ¹
復甦	fʊk⁹sou¹
復發	fʊk⁹faːt⁸
復習	fʊk⁹tsaːp⁹
復興	fʊk⁷hɪŋ¹
復讎	fʊk⁹sɐu⁴
復辟	fʊk⁹pʰɪk⁷
循	tsʰɵn⁴
循例	tsʰɵn⁴lɐi⁶
循俗	tsʰɵn⁴tsʊk⁹
循序	tsʰɵn⁴tsɵy⁶
循序漸進	tsʰɵn⁴tsɵy⁶tsiːm⁶tsɵn³
循法	tsʰɵn⁴faːt⁸
循理	tsʰɵn⁴lei⁵
循環	tsʰɵn⁴waːn⁴
循線追蹤	tsʰɵn⁴siːn³tsɵy¹tsʊŋ¹
循規蹈矩	tsʰɵn⁴kʰwɐi¹tou⁶kɵy²
徬	pʰɔːŋ⁴
徭	jiːu⁴
徭役	jiːu⁴jɪk⁹
微	mei⁴
微不足道	mei⁴pɐt⁷tsʊk⁷tou⁶
微乎其微	mei⁴fuː⁴kʰei⁴mei⁴
微妙	mei⁴miːu⁶
微小	mei⁴siːu²
微暈	mei⁴wɐn⁶
微波爐	mei⁴pɔː¹lou⁴
微生物	mei⁴sɐŋ¹mɐt⁹
微積分	mei⁴tsɪk⁷fɐn¹
微笑	mei⁴siːu³
微菌	mei⁴kʰwɐn²
微風	mei⁴fʊŋ¹
徯	hɐi⁴
徵	tsiː²
徵	tsɪŋ¹
徵兆	tsɪŋ¹siːu⁶
徵募	tsɪŋ¹mou⁶
徵糧	tsɪŋ¹lœːŋ⁴
徶	pʰiːt⁸
德	tɐk⁷
德才兼備	tɐk⁷tsʰɔːi⁴kiːm¹pei⁶
德裔	tɐk⁷jɵy⁶
徹	tsʰiːt⁸
徹底	tsʰiːt⁸tɐi²
徼	jiːu¹
徼	kiːu²
徼	kiːu³
徽	fɐi¹
徽章	fɐi¹tsœːŋ¹
徿	lʊŋ⁶
忀	sœːŋ¹
心	sɐm¹
心不在焉	sɐm¹pɐt⁷tsɔːi⁶jiːn⁴
心中	sɐm¹tsʊŋ¹
心中有數	sɐm¹tsʊŋ¹jɐu⁵sou³
心中有鬼	sɐm¹tsʊŋ¹jɐu⁵kwɐi²
心亂	sɐm¹lyːn⁶
心亂如麻	sɐm¹lyːn⁶jyː⁴maː⁴
心事	sɐm¹siː⁶
心事重重	sɐm¹siː⁶tsʰʊŋ⁴tsʰʊŋ⁴
心仪	sɐm¹jiː⁴
心儀	sɐm¹jiː⁴
心內	sɐm¹lɔːi⁶
心內	sɐm¹nɔːi⁶
心切	sɐm¹tsʰiːt⁸
心力交瘁	sɐm¹lɪk⁹kaːu¹sɵy⁶
心動	sɐm¹tʊŋ⁶
心口	sɐm¹hɐu²
心口如一	sɐm¹hɐu²jyː⁴jɐt⁷
心口痛	sɐm¹hɐu²tʰʊŋ³
心口針	sɐm¹hɐu²tsɐm¹
心喐喐	sɐm¹jʊk⁷jʊk⁷
心噏	sɐm¹ɐp⁷
心噏	sɐm¹ŋɐp⁷
心回意轉	sɐm¹wuːi⁴jiː³tsyːn²
心地	sɐm¹tei⁶
心地善良	sɐm¹tei⁶siːn⁶lœːŋ⁴
心地好	sɐm¹tei⁶hou²
心地純潔	sɐm¹tei⁶sɵn⁴kiːt⁸
心坎	sɐm¹hɐm²
心境	sɐm¹kɪŋ²
心多多	sɐm¹tɔː¹tɔː¹
心大心細	sɐm¹taːi⁶sɐm¹sɐi³
心好翳	sɐm¹hou²ŋɐi³
心如刀割	sɐm¹jyː⁴tou¹kɔːt⁸
心如止水	sɐm¹jyː⁴tsiː²sɵy²
心如死灰	sɐm¹jyː⁴sei²fuːi¹
心安理得	sɐm¹ŋɔːn¹lei⁵tɐk⁷
心安理得	sɐm¹ɔːn¹lei⁵tɐk⁷
心安神定	sɐm¹ŋɔːn¹sɐn⁴tɪŋ⁶
心安神定	sɐm¹ɔːn¹sɐn⁴tɪŋ⁶
心室	sɐm¹sɐt⁷
心寒	sɐm¹hɔːn⁴
心平氣和	sɐm¹pʰɪŋ⁴hei³wɔː⁴
心弦	sɐm¹jiːn⁴
心得	sɐm¹tɐk⁷
心心相印	sɐm¹sɐm¹sœːŋ¹jɐn³
心念	sɐm¹liːm⁶
心念	sɐm¹niːm⁶
心思	sɐm¹siː¹
心急	sɐm¹kɐp⁷
心急如焚	sɐm¹kɐp⁷jyː⁴fɐn⁴
心悸	sɐm¹kwɐi³
心情	sɐm¹tsʰɪŋ⁴
心情壞	sɐm¹tsʰɪŋ⁴waːi⁶
心情好	sɐm¹tsʰɪŋ⁴hou²
心想	sɐm¹sœːŋ²
心想事成	sɐm¹sœːŋ²siː⁶sɪŋ⁴
心意	sɐm¹jiː³
心愛	sɐm¹ŋɔːi³
心愛	sɐm¹ɔːi³
心態	sɐm¹tʰaːi³
心慌意亂	sɐm¹fɔːŋ¹jiː³lyːn⁶
心懷不滿	sɐm¹waːi⁴pɐt⁷muːn⁵
心懷鬼胎	sɐm¹waːi⁴kwɐi²tʰɔːi¹
心房	sɐm¹fɔːŋ⁴
心扉	sɐm¹fei¹
心抱	sɐm¹pʰou⁵
心抱仔	sɐm¹pʰou⁵tsɐi²
心智	sɐm¹tsiː³
心曠神怡	sɐm¹kʰwɔːŋ³sɐn⁴jiː⁴
心有靈犀一點通	sɐm¹jɐu⁵lɪŋ⁴sɐi¹jɐt⁷tiːm²tʰʊŋ¹
心有餘悸	sɐm¹jɐu⁵jyː⁴kwɐi³
心有餘而力不足	sɐm¹jɐu⁵jyː⁴jiː⁴lɪk⁹pɐt⁷tsʊk⁷
心服口服	sɐm¹fʊk⁹hɐu²fʊk⁹
心機	sɐm¹kei¹
心死	sɐm¹sei²
心水	sɐm¹sɵy²
心水清	sɐm¹sɵy²tsʰɪŋ¹
心浮氣躁	sɐm¹fɐu⁴hei³tsʰou³
心淡	sɐm¹tʰaːm⁵
心滿意足	sɐm¹muːn⁵jiː³tsʊk⁷
心潮	sɐm¹tsʰiːu⁴
心火	sɐm¹fɔː²
心灰	sɐm¹fuːi¹
心灰意冷	sɐm¹fuːi¹jiː³laːŋ⁵
心無二用	sɐm¹mou⁴jiː⁶jʊŋ⁶
心無雜念	sɐm¹mou⁴tsaːp⁹liːm⁶
心無雜念	sɐm¹mou⁴tsaːp⁹niːm⁶
心照	sɐm¹tsiːu³
心照不宣	sɐm¹tsiːu³pɐt⁷syːn¹
心煩	sɐm¹faːn⁴
心煩意亂	sɐm¹faːn⁴jiː³lyːn⁶
心狠	sɐm¹hɐn²
心狠手辣	sɐm¹hɐn²sɐu²laːt⁹
心猿意馬	sɐm¹jyːn⁴jiː³maː⁵
心理	sɐm¹lei⁵
心理作用	sɐm¹lei⁵tsɔːk⁸jʊŋ⁶
心理因素	sɐm¹lei⁵jɐn¹sou³
心理學	sɐm¹lei⁵hɔːk⁹
心理學家	sɐm¹lei⁵hɔːk⁹kaː¹
心理學系	sɐm¹lei⁵hɔːk⁹hɐi⁶
心理戰	sɐm¹lei⁵tsiːn³
心理治療	sɐm¹lei⁵tsiː⁶liːu⁴
心理現象	sɐm¹lei⁵jiːn⁶tsœːŋ⁶
心理系	sɐm¹lei⁵hɐi⁶
心理醫生	sɐm¹lei⁵jiː¹sɐŋ¹
心甘情願	sɐm¹kɔːn¹tsʰɪŋ⁴jyːn⁶
心甜	sɐm¹tʰiːm⁴
心疼	sɐm¹tʰɐŋ⁴
心病	sɐm¹pɛːŋ⁶
心痛	sɐm¹tʰʊŋ³
心癢	sɐm¹jœːŋ⁵
心目	sɐm¹mʊk⁹
心目中	sɐm¹mʊk⁹tsʊŋ¹
心直口快	sɐm¹tsɪk⁹hɐu²faːi³
心眼	sɐm¹aːn⁵
心眼	sɐm¹ŋaːn⁵
心眼小	sɐm¹aːn⁵siːu²
心眼小	sɐm¹ŋaːn⁵siːu²
心知肚明	sɐm¹tsiː¹tʰou⁵mɪŋ⁴
心碎	sɐm¹sɵy³
心神	sɐm¹sɐn⁴
心神不定	sɐm¹sɐn⁴pɐt⁷tɪŋ⁶
心窗	sɐm¹tsʰœːŋ¹
心窩	sɐm¹wɔː¹
心竅	sɐm¹hiːu³
心肝椗	sɐm¹kɔːn¹tɪŋ³
心腸	sɐm¹tsʰœːŋ⁴
心臟	sɐm¹tsɔːŋ⁶
心臟病	sɐm¹tsɔːŋ⁶pɛːŋ⁶
心血來潮	sɐm¹hyːt⁸lɔːi⁴tsʰiːu⁴
心裡	sɐm¹lɵy⁵
心諗	sɐm¹lɐm²
心諗	sɐm¹nɐm²
心跳	sɐm¹tʰiːu³
心靈	sɐm¹lɪŋ⁴
心頭高	sɐm¹tʰɐu⁴kou¹
必	piːt⁷
必要	piːt⁷jiːu³
必需	piːt⁷sɵy¹
必需品	piːt⁷sɵy¹pɐn²
必須	piːt⁷sɵy¹
忉	tʰou¹
忉	tou¹
忌	kei⁶
忌廉	kei⁶liːm¹
忌廉威化餅	kei⁶liːm¹wɐi¹faː³pɛːŋ²
忌廉梳打	kei⁶liːm¹sɔː¹taː²
忌廉餅乾	kei⁶liːm¹pɛːŋ²kɔːn¹
忌諱	kei⁶wɐi⁵
忍	jɐn²
忍受	jɐn²sɐu⁶
忍唔住	jɐn²m̩⁴tsyː⁶
忍唔到	jɐn²m̩⁴tou²
忍心	jɐn²sɐm¹
忍耐	jɐn²lɔːi⁶
忍耐	jɐn²nɔːi⁶
忍讓	jɐn²jœːŋ⁶
忐	tʰaːn²
忐忑	tʰaːn²tʰɪk⁷
忐忑不安	tʰaːn²tʰɪk⁷pɐt⁷ŋɔːn¹
忐忑不安	tʰaːn²tʰɪk⁷pɐt⁷ɔːn¹
忑	tʰɪk⁷
忒	tʰɪk⁷
忔	hɐt⁷
忔	ŋɐt⁹
忕	tʰaːi³
忖	tsʰyːn²
忖度	tsʰyːn²tou⁶
志	tsiː³
志在	tsiː³tsɔːi⁶
志願	tsiː²jyːn⁶
忘	mɔːŋ⁴
忘卻	mɔːŋ⁴kʰœːk⁸
忘記	mɔːŋ⁴kei³
忙	mɔːŋ⁴
忙中有錯	mɔːŋ⁴tsʊŋ¹jɐu⁵tsʰɔː³
忙亂	mɔːŋ⁴lyːn⁶
忙到七個一皮	mɔːŋ⁴tou³tsʰɐt⁷kɔː³jɐt⁷pʰei⁴
忙到死	mɔːŋ⁴tou³sei²
忙到踢晒腳	mɔːŋ⁴tou³tʰɛːk⁸saːi³kœːk⁸
忙得不可開交	mɔːŋ⁴tɐk⁷pɐt⁷hɔː²hɔːi¹kaːu¹
忙得暈頭轉向	mɔːŋ⁴tɐk⁷wɐn⁴tʰɐu⁴tsyːn³hœːŋ³
忙忙碌碌	mɔːŋ⁴mɔːŋ⁴lʊk⁷lʊk⁷
忙於	mɔːŋ⁴jyː¹
忙碌	mɔːŋ⁴lʊk⁷
忙裏偷閑	mɔːŋ⁴lɵy⁵tʰɐu¹haːn⁴
忙裏偷閒	mɔːŋ⁴lɵy⁵tʰɐu¹haːn⁴
忙裡偷閑	mɔːŋ⁴lɵy⁵tʰɐu¹haːn⁴
忙裡偷閒	mɔːŋ⁴lɵy⁵tʰɐu¹haːn⁴
忝	tʰiːm²
忞	mɐn⁴
忟	mɐŋ²
忠	tsʊŋ¹
忠信	tsʊŋ¹sɵn³
忠僕	tsʊŋ¹pʊk⁹
忠勇	tsʊŋ¹jʊŋ⁵
忠厚	tsʊŋ¹hɐu⁵
忠告	tsʊŋ¹kou³
忠孝	tsʊŋ¹haːu³
忠孝不能兩全	tsʊŋ¹haːu³pɐt⁷lɐŋ⁴lœːŋ⁵tsʰyːn⁴
忠孝不能兩全	tsʊŋ¹haːu³pɐt⁷nɐŋ⁴lœːŋ⁵tsʰyːn⁴
忠實	tsʊŋ¹sɐt⁹
忠心	tsʊŋ¹sɐm¹
忠心耿耿	tsʊŋ¹sɐm¹kɐŋ²kɐŋ²
忠於	tsʊŋ¹jyː¹
忠烈	tsʊŋ¹liːt⁹
忠烈祠	tsʊŋ¹liːt⁹tsʰiː⁴
忠直	tsʊŋ¹tsɪk⁹
忠義	tsʊŋ¹jiː⁶
忠肝義膽	tsʊŋ¹kɔːn¹jiː⁶taːm²
忠臣	tsʊŋ¹sɐn⁴
忠臣孝子	tsʊŋ¹sɐn⁴haːu³tsiː²
忠言	tsʊŋ¹jiːn⁴
忠言逆耳	tsʊŋ¹jiːn⁴aːk⁹jiː⁵
忠言逆耳	tsʊŋ¹jiːn⁴jɪk⁹jiː⁵
忠誠	tsʊŋ¹sɪŋ⁴
忠貞	tsʊŋ¹tsɪŋ¹
忠貞不二	tsʊŋ¹tsɪŋ¹pɐt⁷jiː⁶
忡	tsʰʊŋ¹
忢	ŋ⁶
忣	kɐp⁷
忤	ŋ⁵
忤逆	ŋ⁵aːk⁹
忤逆	ŋ⁵jɪk⁹
忨	wuːn⁶
忪	sʊŋ¹
忪	tsʊŋ¹
快	faːi³
快佬	faːi³lou²
快勞	faːi³lou²
快啲	faːi³tiːt⁷
快啲啦！	faːi³tiː¹laː¹
快啲好翻	faːi³tiː¹hou²faːn¹
快啲行喇	faːi³tiː¹haːŋ⁴laː³
快快脆脆	faːi³faːi³tsʰɵy³tsʰɵy³
快快趣趣	faːi³faːi³tsʰɵy³tsʰɵy³
快感	faːi³kɐm²
快手	faːi³sɐu²
快手啲	faːi³sɐu²tiː¹
快捷	faːi³tsiːt⁹
快樂	faːi³lɔːk⁹
快脆	faːi³tsʰɵy³
快艇	faːi³tʰɛːŋ⁵
快趣	faːi³tsʰɵy³
快速	faːi³tsʰʊk⁷
快過打針	faːi³kwɔː³taː²tsɐm¹
快遞	faːi³tɐi⁶
忭	piːn⁶
忮	kei⁶
忮	tsiː³
忱	sɐm⁴
忳	tʰɐn⁴
忳	tʰyːn⁴
忳	tsɵn¹
忳嚟忳去	tʰɐn⁴lei⁴tʰɐn⁴hɵy³
忳忳震	tʰɐn⁴tʰɐn⁴tsɐn³
忳晒雞	tʰɐn⁴saːi³kɐi¹
忳晒鷄	tʰɐn⁴saːi³kɐi¹
忳雞	tʰɐn⁴kɐi¹
忳鷄	tʰɐn⁴kɐi¹
念	niːm⁶
念頭	liːm⁶tʰɐu⁴
念頭	niːm⁶tʰɐu⁴
忷	hʊŋ¹
忸	nɐu²
忸	nʊk⁹
忸怩	lɐu²lei⁴
忸怩	lʊk⁹lei⁴
忸怩	nʊk⁹nei⁴
忺	hiːm¹
忻	jɐn¹
忼	hʊŋ²
忽	fɐt⁷
忽然	fɐt⁷jiːn⁴
忽略	fɐt⁷lœːk⁹
忽視	fɐt⁷siː⁶
忿	fɐn⁵
忿	fɐn⁶
忿氣	fɐn⁶hei³
怃	mou⁵
怊	tʰiːu⁴
怊	tsʰiːu¹
怋	mɐn⁴
怍	tsɔːk⁹
怎	tsɐm²
怎麼	tsɐm²mɔː¹
怏	jœːŋ²
怏	jœːŋ³
怐	kʰɐu³
怐	ŋɐu⁶
怒	nou⁶
怒斥	lou⁶tsʰɪk⁷
怒斥	nou⁶tsʰɪk⁷
怒氣	lou⁶hei³
怒氣	nou⁶hei³
怒氣沖沖	lou⁶hei³tsʰʊŋ¹tsʰʊŋ¹
怒氣沖沖	nou⁶hei³tsʰʊŋ¹tsʰʊŋ¹
怒氣衝天	lou⁶hei³tsʰʊŋ¹tʰiːn¹
怒氣衝天	nou⁶hei³tsʰʊŋ¹tʰiːn¹
怒火	lou⁶fɔː²
怒火	nou⁶fɔː²
怒火中燒	lou⁶fɔː²tsʊŋ¹siːu¹
怒火中燒	nou⁶fɔː²tsʊŋ¹siːu¹
怒火萬丈	lou⁶fɔː²maːn⁶tsœːŋ⁶
怒火萬丈	nou⁶fɔː²maːn⁶tsœːŋ⁶
怒目	lou⁶mʊk⁹
怒目	nou⁶mʊk⁹
怒目而視	lou⁶mʊk⁹jiː⁴siː⁶
怒目而視	nou⁶mʊk⁹jiː⁴siː⁶
怒罵	lou⁶maː⁶
怒罵	nou⁶maː⁶
怒髮衝冠	lou⁶faːt⁸tsʰʊŋ¹kuːn¹
怒髮衝冠	nou⁶faːt⁸tsʰʊŋ¹kuːn¹
怓	naːu⁴
怔	tsɪŋ¹
怔住	tsɪŋ¹tsyː⁶
怕	pʰaː³
怕𡁶	pʰaː³tsiːt⁷
怕你呀	pʰaː²lei⁵aː³
怕你呀	pʰaː²nei⁵aː³
怕凍	pʰaː³tʊŋ³
怕擮	pʰaː³tsiːt⁷
怕苦	pʰaː³fuː²
怕醜	pʰaː³tsʰɐu²
怕醜草	pʰaː³tsʰɐu²tsʰou²
怖	pou³
怗	tʰiːp⁸
怙	wuː⁶
怙惡不悛	wuː⁶ŋɔːk⁸pɐt⁷syːn¹
怙惡不悛	wuː⁶ɔːk⁸pɐt⁷syːn¹
怚	tsɵy⁶
怛	taːt⁸
思	siː¹
思	siː³
思	sɔːi¹
思忖	siː¹tsʰyːn²
思思縮縮	siː¹siː¹sʊk⁷sʊk⁷
思想	siː¹sœːŋ²
思慮	siː¹lɵy⁶
思疑	siː¹jiː⁴
思維	siː¹wɐi⁴
思縮	siː¹sʊk⁷
思考	siː¹haːu²
思考方式	siː¹haːu²fɔːŋ¹sɪk⁷
怞	jɐu⁴
怞	tsɐu⁶
怠	tʰɔːi⁵
怠	tɔːi⁶
怠慢	tɔːi⁶maːn⁶
怡	jiː⁴
怢	tɐt⁹
急	kɐp⁷
急到凼凼轉	kɐp⁷tou³tʰɐm⁴tʰɐm²tsyːn³
急到氹氹轉	kɐp⁷tou³tʰɐm⁴tʰɐm²tsyːn³
急口令	kɐp⁷hɐu²lɪŋ⁶
急尿	kɐp⁷liːu⁶
急尿	kɐp⁷niːu⁶
急屎	kɐp⁷siː²
急忙	kɐp⁷mɔːŋ⁴
急急腳	kɐp⁷kɐp⁷kœːk⁸
急急腳去	kɐp⁷kɐp⁷kœːk⁸hɵy³
急救	kɐp⁷kɐu³
急救法	kɐp⁷kɐu³faːt⁸
急救箱	kɐp⁷kɐu³sœːŋ¹
急症室	kɐp⁷tsɪŋ³sɐt⁷
急跌	kɐp⁷tiːt⁸
急速	kɐp⁷tsʰʊk⁷
急需	kɐp⁷sɵy¹
怦	pʰɪŋ¹
怦怦	pʰɪŋ¹pʰɪŋ¹
怦然	pʰɪŋ¹jiːn⁴
性	sɪŋ³
性交	sɪŋ³kaːu¹
性別	sɪŋ³piːt⁹
性别	sɪŋ³piːt⁹
性取向	sɪŋ³tsʰɵy²hœːŋ³
性向	sɪŋ³hœːŋ³
性命	sɪŋ³mɪŋ⁶
性命不保	sɪŋ³mɪŋ⁶pɐt⁷pou²
性器官	sɪŋ³hei³kuːn¹
性急	sɪŋ³kɐp⁷
性情	sɪŋ³tsʰɪŋ⁴
性情平和	sɪŋ³tsʰɪŋ⁴pʰɪŋ⁴wɔː⁴
性愛	sɪŋ³ŋɔːi³
性愛	sɪŋ³ɔːi³
性感	sɪŋ³kɐm²
性感尤物	sɪŋ³kɐm²jɐu⁴mɐt⁹
性慾	sɪŋ³jʊk⁹
性教育	sɪŋ³kaːu³jʊk⁹
性格	sɪŋ³kaːk⁸
性激素	sɪŋ³kɪk⁷sou³
性無能	sɪŋ³mou⁴lɐŋ⁴
性無能	sɪŋ³mou⁴nɐŋ⁴
性理	sɪŋ³lei⁵
性病	sɪŋ³pɪŋ⁶
性知識	sɪŋ³tsiː¹sɪk⁷
性經驗	sɪŋ³kɪŋ¹jiːm⁶
性能	sɪŋ³lɐŋ⁴
性能	sɪŋ³nɐŋ⁴
性行為	sɪŋ³hɐŋ⁴wɐi⁴
性變態	sɪŋ³piːn³tʰaːi³
性質	sɪŋ³tsɐt⁷
性趣	sɪŋ³tsʰɵy³
怨	jyːn³
怨唱	jyːn³tsʰœːŋ³
怨天尤人	jyːn³tʰiːn¹jɐu⁴jɐn⁴
怨恨	jyːn³hɐn⁶
怨聲載道	jyːn³sɪŋ¹tsɔːi³tou⁶
怩	nei⁴
怪	kwaːi³
怪之得	kwaːi³tsiː¹tɐk⁷
怪事	kwaːi³siː⁶
怪人	kwaːi³jɐn⁴
怪叫	kwaːi³kiːu³
怪哉	kwaːi³tsɔːi¹
怪唔之得	kwaːi³m̩⁴tsiː¹tɐk⁷
怪唔得	kwaːi³m̩⁴tɐk⁷
怪怪	kwaːi³kwaːi³
怪模怪樣	kwaːi³mou⁴kwaːi³jœːŋ⁶
怪物	kwaːi³mɐt⁹
怪獸	kwaːi³sɐu³
怪異	kwaːi³jiː⁶
怪病	kwaːi³pɛːŋ⁶
怪癖	kwaːi³pʰɪk⁷
怪石	kwaːi³sɛːk⁹
怪石嶙峋	kwaːi³sɛːk⁹lɵn⁴sɵn¹
怪笑	kwaːi³siːu³
怪罪	kwaːi³tsɵy⁶
怪聲怪氣	kwaːi³sɛːŋ¹kwaːi³hei³
怪胎	kwaːi³tʰɔːi¹
怪裡怪氣	kwaːi³lɵy⁵kwaːi³hei³
怪誕	kwaːi³taːn³
怪誕不經	kwaːi³taːn³pɐt⁷kɪŋ¹
怪談	kwaːi³tʰaːm⁴
怪論	kwaːi³lɵn⁶
怫	fɐi³
怫	fɐt⁹
怭	piːt⁷
怮	jɐu¹
怯	hiːp⁸
怯場	hiːp⁸tsʰœːŋ⁴
怯弱	hiːp⁸jœːk⁹
怯意	hiːp⁸jiː³
怯懦	hiːp⁸lɔː⁶
怯懦	hiːp⁸nɔː⁶
怯生生	hiːp⁸sɐŋ¹sɐŋ¹
怯頭怯腦	hiːp⁸tʰɐu⁴hiːp⁸lou⁵
怯頭怯腦	hiːp⁸tʰɐu⁴hiːp⁸nou⁵
怱	tsʰʊŋ¹
怲	pɪŋ²
怳	fɔːŋ²
怳	fɔːŋ³
怵	tsɵt⁷
怵惕	tsɵt⁷tʰɪk⁷
怵然	tsɵt⁷jiːn⁴
怵目驚心	tsɵt⁷mʊk⁹kɪŋ¹sɐm¹
怶	pʰɛː⁵
怹	tʰaː¹
怼	tɵy⁶
怼	tsɵy⁶
怿	jɪk⁹
恀	tsʰiː²
恁	jɐm⁶
恂	sɵn¹
恃	tsʰiː⁵
恃強凌弱	tsʰiː⁵kʰœːŋ⁴lɪŋ⁴jœːk⁹
恃強欺弱	tsʰiː⁵kʰœːŋ⁴hei¹jœːk⁹
恃才傲物	tsʰiː⁵tsʰɔːi⁴ŋou⁶mɐt⁹
恃才傲物	tsʰiː⁵tsʰɔːi⁴ou⁶mɐt⁹
恃老賣老	tsʰiː⁵lou⁵maːi⁶lou⁵
恅	lou⁵
恆	hɐŋ⁴
恆久	hɐŋ⁴kɐu²
恆壓	hɐŋ⁴aːt⁸
恆壓	hɐŋ⁴ŋaːt⁸
恆定	hɐŋ⁴tɪŋ⁶
恆常	hɐŋ⁴sœːŋ⁴
恆心	hɐŋ⁴sɐm¹
恆星	hɐŋ⁴sɪŋ¹
恆星年	hɐŋ⁴sɪŋ¹liːn⁴
恆星年	hɐŋ⁴sɪŋ¹niːn⁴
恆星日	hɐŋ⁴sɪŋ¹jyːt⁹
恆有	hɐŋ⁴jɐu⁵
恆河沙數	hɐŋ⁴hɔː⁴saː¹sou³
恆溫	hɐŋ⁴wɐn¹
恆溫器	hɐŋ⁴wɐn¹hei³
恆溫層	hɐŋ⁴wɐn¹tsʰɐŋ⁴
恆產	hɐŋ⁴tsʰaːn²
恆等	hɐŋ⁴tɐŋ²
恆等式	hɐŋ⁴tɐŋ²sɪk⁷
恆言	hɐŋ⁴jiːn⁴
恆量	hɐŋ⁴lœːŋ⁶
恆齒	hɐŋ⁴tsʰiː²
恇	hɔːŋ¹
恉	tsiː²
恌	tʰiːu¹
恍	fɔːŋ²
恍如夢境	fɔːŋ²jyː⁴mʊŋ⁶kɪŋ²
恍如隔世	fɔːŋ²jyː⁴kaːk⁸sɐi³
恍恍惚惚	fɔːŋ²fɔːŋ²fɐt⁷fɐt⁷
恍惚	fɔːŋ²fɐt⁷
恍然大悟	fɔːŋ²jiːn⁴taːi⁶ŋ⁶
恍若	fɔːŋ²jœːk⁹
恐	hʊŋ²
恐嚇	hʊŋ²haːk⁸
恐嚇信	hʊŋ²haːk⁸sɵn³
恐嚇性	hʊŋ²haːk⁸sɪŋ³
恐嚇罪	hʊŋ²haːk⁸tsɵy⁶
恐怕	hʊŋ²pʰaː³
恐怖	hʊŋ²pou³
恐怖主義	hʊŋ²pou³tsyː²jiː⁶
恐怖分子	hʊŋ²pou³fɐn⁶tsiː²
恐怖片	hʊŋ²pou³pʰiːn²
恐怖症	hʊŋ²pou³tsɪŋ³
恐怖電影	hʊŋ²pou³tiːn⁶jɪŋ²
恐惧	hʊŋ²kɵy⁶
恐慌	hʊŋ²fɔːŋ¹
恐懼	hʊŋ²kɵy⁶
恐懼感	hʊŋ²kɵy⁶kɐm²
恐水病	hʊŋ²sɵy²pɪŋ⁶
恐龍	hʊŋ²lʊŋ⁴
恐龍蛋	hʊŋ²lʊŋ⁴taːn⁶
恐龍骨	hʊŋ²lʊŋ⁴kwɐt⁷
恓	sɐi¹
恔	haːu⁶
恕	syː³
恕不	syː³pɐt⁷
恕不奉陪	syː³pɐt⁷fʊŋ⁶pʰuːi⁴
恕罪	syː³tsɵy⁶
恙	jœːŋ⁶
恚	wɐi⁶
恛	wuːi⁴
恝	aːt⁸
恝	kaːt⁷
恝	kaːt⁸
恟	hʊŋ¹
恠	kwaːi³
恢	fuːi¹
恢復	fuːi¹fʊk⁹
恣	tsʰiː³
恣	tsiː¹
恣	tsiː³
恤	sɵt⁷
恤衫	sɵt⁷saːm¹
恤金	sɵt⁷kɐm¹
恥	tsʰiː²
恥辱	tsʰiː²jʊk⁹
恥骨	tsʰiː²kwɐt⁷
恧	nʊk⁷
恧	nʊk⁹
恨	hɐn⁶
恨不相逢未嫁時	hɐn⁶pɐt⁷sœːŋ¹fʊŋ⁴mei⁶kaː³siː⁴
恨意	hɐn⁶jiː³
恨死	hɐn⁶sei²
恨透	hɐn⁶tʰɐu³
恨鐵不成鋼	hɐn⁶tʰiːt⁸pɐt⁷sɪŋ⁴kɔːŋ¹
恩	jɐn¹
恩人	jɐn¹jɐn⁴
恩仇	jɐn¹sɐu⁴
恩典	jɐn¹tiːn²
恩同再造	jɐn¹tʰʊŋ⁴tsɔːi³tsou⁶
恩寵	jɐn¹tsʰʊŋ²
恩將仇報	jɐn¹tsœːŋ¹sɐu⁴pou³
恩師	jɐn¹siː¹
恩怨	jɐn¹jyːn³
恩恩怨怨	jɐn¹jɐn¹jyːn³jyːn³
恩恩愛愛	jɐn¹jɐn¹ŋɔːi³ŋɔːi³
恩恩愛愛	jɐn¹jɐn¹ɔːi³ɔːi³
恩情	jɐn¹tsʰɪŋ⁴
恩惠	jɐn¹wɐi⁶
恩愛	jɐn¹ŋɔːi³
恩愛	jɐn¹ɔːi³
恩愛夫妻	jɐn¹ŋɔːi³fuː¹tsʰɐi¹
恩愛夫妻	jɐn¹ɔːi³fuː¹tsʰɐi¹
恩賜	jɐn¹tsʰiː³
恩重如山	jɐn¹tsʰʊŋ⁵jyː⁴saːn¹
恪	kʰɔːk⁸
恪守	kʰɔːk⁸sɐu²
恪守不渝	kʰɔːk⁸sɐu²pɐt⁷jyː⁴
恪遵	kʰɔːk⁸tsɵn¹
恫	tʰʊŋ¹
恫	tʊŋ⁶
恫嚇	tʊŋ⁶haːk⁸
恬	tʰiːm⁴
恬	tʰiːm⁵
恬不知恥	tʰiːm⁴pɐt⁷tsiː¹tsʰiː²
恬靜	tʰiːm⁴tsɪŋ⁶
恭	kʊŋ¹
恭候	kʊŋ¹hɐu⁶
恭候光臨	kʊŋ¹hɐu⁶kwɔːŋ¹lɐm⁴
恭候大駕	kʊŋ¹hɐu⁶taːi⁶kaː³
恭喜	kʊŋ¹hei²
恭喜發財	kʊŋ¹hei²faːt⁸tsʰɔːi⁴
