#name Islandic
#lang lsl
abbadísin	apatiːsɪn
ofangreindar	ɔːvankreintar
ofangreindra	ɔːvankreintra
ofangreindri	ɔːvankreintrɪ
ofangreindu	ɔːvankreintʏ
ofangreindum	ɔːvankreintʏm
ofangreint	ɔːvankrein̥t
ofaní	ɔːvaniː
ofanjarðar	ɔːvanjarðar
ofanverðri	ɔːvanvɛrðrɪ
ofar	ɔːvar
ofarlega	ɔːvarlɛɣa
ofaukið	ɔːvœycɪð
ofáti	ɔːvautɪ
ofbauð	ɔvpœyð
ofbeldi	ɔvpɛltɪ
ofbeldið	ɔvpɛltɪð
ofbeldinu	ɔvpɛltɪnʏ
ofbeldis	ɔvpɛltɪs
ofbeldisverk	ɔvpɛltɪsvɛr̥k
ofboð	ɔvpɔð
ofboðið	ɔvpɔðɪð
ofboðlítið	ɔpɔliːtɪð
ofboðsleg	ɔvpɔðstlɛɣ
ofboðslega	ɔvpɔðstlɛɣa
ofboðslegur	ɔvpɔðstlɛɣʏr
off	ɔf
offari	ɔfarɪ
offita	ɔfɪta
offitu	ɔfɪtʏ
offjár	ɔfjaur
offorsi	ɔfɔr̥sɪ
ofið	ɔːvɪð
ofin	ɔːvɪn
ofinn	ɔːvɪn
oflæti	ɔvlaitɪ
ofmetið	ɔvmɛtɪð
ofmælt	ɔvmail̥t
ofn	ɔpn̥
ofna	ɔpna
ofnana	ɔpnana
ofnar	ɔpnar
ofni	ɔpnɪ
ofninn	ɔpnɪn
ofninum	ɔpnɪnʏm
ofnum	ɔpnʏm
ofnunum	ɔpnɔnʏm
ofnæmi	ɔvnaimɪ
ofnæmis	ɔvnaimɪs
ofnæmisfélagið	ɔvnaimɪsfjɛːlaijɪð
ofríki	ɔvricɪ
ofsa	ɔfsa
ofsafengið	ɔfsafeiɲcɪð
ofsafengin	ɔfsafeiɲcɪn
ofsafenginni	ɔfsafeiɲcɪnɪ
ofsafengna	ɔfsafeiŋna
ofsafengnar	ɔfsafeiŋnar
ofsafengnum	ɔfsafeiŋnʏm
ofsagt	ɔfsaxt
ofsahræðsla	ɔfsar̥aiðstla
ofsahræðslu	ɔfsar̥aiðstlʏ
ofsalega	ɔfsalɛɣa
ofsalegur	ɔfsalɛɣʏr
ofsi	ɔfsɪ
ofsjónir	ɔfsjounɪr
ofskynjanir	ɔfscɪnjanɪr
ofsóknir	ɔfsouhknɪr
ofsóknum	ɔfsouhknʏm
ofsóknum	ɔfsouknʏm
ofsóttur	ɔfsouhtʏr
ofstopa	ɔfstɔpa
ofstæki	ɔfstaicɪ
ofsækja	ɔfsaica
ofsögum	ɔfsœɣʏm
oft	ɔft
oftar	ɔftar
oftast	ɔftast
oftlega	ɔftlɛɣa
oftsinnis	ɔftsɪnɪs
ofur	ɔːvʏr
ofuráherslu	ɔːvʏrauːhɛr̥stlʏ
ofurefli	ɔːvʏrɛplɪ
ofurhjólreiðar	ɔːvʏrçoulreiðar
ofurhægt	ɔːvʏrhaixt
ofurlágt	ɔːvʏrlauht
ofurliði	ɔːvʏrlɪːðɪ
ofurlitla	ɔːvʏrlɪhtla
ofurlitlu	ɔːvʏrlɪhtlʏ
ofurlítið	ɔːvʏrliːtɪð
ofurlítinn	ɔːvʏrliːtɪn
ofurmenni	ɔːvʏrmɛnɪ
ofursta	ɔːvʏr̥sta
ofursti	ɔːvʏr̥stɪ
ofurstinn	ɔːvʏr̥stɪn
ofurölvi	ɔːvʏrœlvɪ
ofvaxið	ɔvaksɪð
ofvaxið	ɔvaxsɪð
ofveiði	ɔveiðɪ
ofviða	ɔvɪða
ofvirkni	ɔvɪr̥knɪ
ofvæni	ɔvainɪ
ofþenslu	ɔfθɛnstlʏ
Og	ɔːɣ
oj	ɔij
Ok	ɔːk
OK	ouːkei
oki	ɔːcɪ
okkar	ɔhkar
Okkur	ɔhkʏr
okt	ɔxt
oktana	ɔxtana
október	ɔxtoupɛr
októberkvöld	ɔxtoupɛrkvœlt
Olga	ɔlka
Olgeirsson	ɔlkeirsɔːn
Olgeirsson	ɔlceir̥sɔːn
Olgeirsson	ɔlceirsɔːn
Olgu	ɔlkʏ
Oliver	ouːlɪvɛr
olía	ɔːlija
olían	ɔːlijan
Olís	ɔːlis
olíu	ɔːlijʏ
olíufélaganna	ɔːlijʏfjɛːlaɣana
olíufélagið	ɔːlijʏfjɛːlaijɪð
olíufélaginu	ɔːlijʏfjɛːlaijɪnʏ
olíufélagsins	ɔːlijʏfjɛːlaxsɪns
olíufélögin	ɔːlijʏfjɛːlœyjɪn
olíufélögunum	ɔːlijʏfjɛːlœɣɔnʏm
olíukápu	ɔːlijʏkauːpʏ
olíukápu	ɔːliʏkauːpʏ
olíulampa	ɔːlijʏlam̥pa
olíulampa	ɔːlijʏlampa
olíulampanum	ɔːlijʏlam̥panʏm
olíulampanum	ɔːlijʏlampanʏm
olíumálverk	ɔːlijʏmaulvɛr̥k
olíuna	ɔːlijʏna
olíunni	ɔːlijʏnɪ
olíuverð	ɔːlijʏvɛrð
olíuverði	ɔːlijʏvɛrðɪ
olíuverðs	ɔːlijʏvɛrðs
olli	ɔtlɪ
Olli	ɔlɪ
Ollu	ɔlʏ
olnbogana	ɔlpɔɣana
olnbogann	ɔlpɔɣan
olnboganum	ɔlpɔɣanʏm
olnbogar	ɔlpɔɣar
olnboginn	ɔlpɔijɪn
olnbogum	ɔlpɔɣʏm
olnbogunum	ɔlpɔɣɔnʏm
Olsen	oulsɛn
Olsson	oulsɔn
oltið	ɔl̥tɪð
Omega	ouːmɛka
oná	ɔːnau
oní	ɔːni
op	ɔːp
Opel	ouːpɛl
opið	ɔːpɪð
Opin	ɔːpɪn
opinber	ɔːpɪnpɛːr
opinbera	ɔːpɪnpɛːra
opinberaði	ɔːpɪnpɛːraðɪ
opinberan	ɔːpɪnpɛːran
opinberar	ɔːpɪnpɛːrar
opinberir	ɔːpɪnpɛːrɪr
opinberlega	ɔːpɪnpɛrlɛɣa
opinberra	ɔːpɪnpɛra
opinberrar	ɔːpɪnpɛrar
opinberri	ɔːpɪnpɛrɪ
opinbers	ɔːpɪnpɛr̥s
opinbert	ɔːpɪnpɛr̥t
opinberu	ɔːpɪnpɛːrʏ
opinberum	ɔːpɪnpɛːrʏm
opinberun	ɔːpɪnpɛːrʏn
opinmynntur	ɔːpɪnmɪn̥tʏr
opinn	ɔːpɪn
opinna	ɔːpɪna
opinni	ɔːpɪnɪ
opins	ɔːpɪns
opinskáir	ɔːpɪnskauːɪr
opinskár	ɔːpɪnskauːr
opinskátt	ɔːpɪnskauht
opinu	ɔːpɪnʏ
opna	ɔhpna
opnað	ɔhpnað
opnaðar	ɔhpnaðar
opnaði	ɔhpnaðɪ
opnaðir	ɔhpnaðɪr
opnaðist	ɔhpnaðɪst
opnaður	ɔhpnaðʏr
opnar	ɔhpnar
opnara	ɔhpnara
opnari	ɔhpnarɪ
opnast	ɔhpnast
opni	ɔhpnɪ
opnið	ɔhpnɪð
opnir	ɔhpnɪr
opnist	ɔhpnɪst
opnu	ɔhpnʏ
opnuð	ɔhpnʏð
opnuðu	ɔhpnʏðʏ
opnuðum	ɔhpnʏðʏm
opnuðust	ɔhpnʏðʏst
opnum	ɔhpnʏm
opnun	ɔhpnʏn
opnunar	ɔhpnʏnar
opnunartíma	ɔhpnʏnartiːma
opnunartími	ɔhpnʏnartiːmɪ
opnunartíminn	ɔhpnʏnartiːmɪn
opnunina	ɔhpnʏnɪna
orð	ɔrð
orða	ɔrða
orðabók	ɔrðapouːk
orðabókina	ɔrðapouːcɪna
orðabókinni	ɔrðapouːcɪnɪ
orðabækur	ɔrðapaiːkʏr
orðað	ɔrðað
orðaði	ɔrðaðɪ
orðaður	ɔrðaðʏr
orðaflaumi	ɔrðaflœyːmɪ
orðaforða	ɔrðafɔrða
orðalag	ɔrðalaːɣ
orðalagi	ɔrðalaijɪ
orðalagið	ɔrðalaijɪð
orðalaus	ɔrðalœyːs
orðanna	ɔrðana
orðar	ɔrðar
orðaskil	ɔrðascɪːl
orðaskipti	ɔrðascɪftɪ
orðaskiptin	ɔrðascɪftɪn
orðastað	ɔrðastaːð
orðatiltæki	ɔrðatɪltaicɪ
orðbragð	ɔrðpraɣð
orðbragðið	ɔrðpraɣðɪð
orðfall	ɔrðfatl̥
orðfæri	ɔrðfairɪ
orðheppinn	ɔrðhɛhpɪn
orði	ɔrðɪ
orðið	ɔrðɪð
orðin	ɔrðɪn
orðinn	ɔrðɪn
orðinu	ɔrðɪnʏ
orðlaus	ɔrðlœys
orðlengja	ɔrðleiɲca
orðnar	ɔrtnar
orðnir	ɔrtnɪr
orðrétt	ɔrðrjɛht
orðróm	ɔrðroum
orðrómi	ɔrðroumɪ
orðrómur	ɔrðroumʏr
orðrómurinn	ɔrðroumʏrɪn
orðræða	ɔrðraiða
orðræðu	ɔrðraiðʏ
orðs	ɔrðs
orðsending	ɔrðsɛntɪŋk
orðsendingar	ɔrðɛntɪŋkar
orðsendingar	ɔrðsɛntiŋkar
orðsendingu	ɔrðsɛntiŋkʏ
orðsins	ɔrðsɪns
orðspor	ɔrðspɔr
orðstír	ɔrðstir
orðu	ɔrðʏ
orðuð	ɔrðʏð
orðum	ɔrðʏm
orðunum	ɔrðɔnʏm
orðvana	ɔrðvana
orfi	ɔrvɪ
org	ɔrk
orga	ɔrka
organdi	ɔrkantɪ
organista	ɔrkanɪsta
organistans	ɔrkanɪstans
organisti	ɔrkanɪstɪ
organistinn	ɔrkanɪstɪn
organleikari	ɔrkanleiːkarɪ
orgel	ɔrkɛl
orgelið	ɔrkɛlɪð
orgelinu	ɔrkɛlɪnʏ
orgelleik	ɔrkɛleiːk
orgelleikari	ɔrkɛleiːkarɪ
orgelleikur	ɔrkɛleiːkʏr
orgelsins	ɔrkɛleiksɪns
orgelverk	ɔrkɛlvɛr̥k
orginalinn	ɔrcɪnalɪn
orka	ɔr̥ka
orkaði	ɔr̥kaðɪ
orkan	ɔr̥kan
orkar	ɔr̥kar
orku	ɔr̥kʏ
orkuðu	ɔr̥kʏðʏ
orkuframleiðslu	ɔr̥kʏframleiðstlʏ
orkufyrirtæki	ɔr̥kʏfɪːrɪrtaiːcɪ
orkufyrirtækja	ɔr̥kʏfɪːrɪrtaiːca
orkugjafa	ɔr̥kʏcaːva
orkugjöfum	ɔr̥kʏcœːvʏm
orkulindir	ɔr̥kʏlɪntɪr
orkumál	ɔr̥kʏmauːl
orkumála	ɔr̥kʏmauːla
orkumálum	ɔr̥kʏmauːlʏm
orkuna	ɔr̥kʏna
orkunnar	ɔr̥kʏnar
orkunotkun	ɔr̥kʏnɔːtkʏn
Orkustofnun	ɔr̥kʏstɔpnʏn
Orkustofnun	ɔrkʏstɔpnʏn
orkustofnunar	ɔr̥kʏstɔpnʏnar
Orkuveita	ɔr̥kʏveiːta
Orkuveita	ɔrkʏveiːta
orkuveitan	ɔr̥kʏveiːtan
orkuveitu	ɔr̥kʏveiːtʏ
orkuveitunnar	ɔr̥kʏveiːtʏnar
orkuveitunni	ɔr̥kʏveiːtʏnɪ
orkuver	ɔr̥kʏvɛr
orkuverð	ɔr̥kʏvɛrð
orlof	ɔrlɔv
orlofi	ɔrlɔvɪ
orlofsnefnd	ɔrlɔfstnɛmt
orma	ɔrma
Ormar	ɔrmar
ormarnir	ɔrmatnɪr
Ormsson	ɔrmsɔn
Ormstunga	ɔrmstuŋka
Ormstungu	ɔrmstuŋkʏ
Ormur	ɔrmʏr
ormurinn	ɔrmʏrɪn
Orra	ɔra
Orrason	ɔrasɔːn
Orri	ɔrɪ
orrusta	ɔːrʏsta
orrustan	ɔːrʏstan
orrustu	ɔːrʏstʏ
orrustunni	ɔːrʏstʏnɪ
orsaka	ɔr̥saka
orsakað	ɔr̥sakað
orsakaði	ɔr̥sakaðɪ
orsakar	ɔr̥sakar
orsakast	ɔr̥sakast
orsakir	ɔr̥sacɪr
orsök	ɔr̥sœk
orsökin	ɔr̥sœcɪn
orsökum	ɔr̥sœkʏm
ort	ɔr̥t
orti	ɔr̥tɪ
ortu	ɔr̥tʏ
Osló	ɔstlou
oss	ɔs
osta	ɔsta
osti	ɔstɪ
ostinn	ɔstɪn
ostinum	ɔstɪnʏm
ostur	ɔstʏr
otaði	ɔːtaðɪ
otar	ɔːtar
Ottesen	ɔhtɛsɛːn
Otto	ɔhtou
Ottósson	ɔhtousɔːn
Ottósson	ɔhtousɔn
Oxford	ɔksfɔrt
Oxford	ɔxsfɔrt
Oz	ɔːs
Ó	ouː
óaðfinnanleg	ouːaðfɪnanlɛɣ
óaðfinnanlega	ouːaðfɪnanlɛɣa
óaðfinnanlegur	ouːaðfɪnanlɛɣʏr
óaði	ouːaðɪ
óaðskiljanlegur	ouːaðscɪljanlɛɣʏr
óafvitandi	ouːavɪːtantɪ
óalgengt	ouːalceiŋ̊t
óalgengt	ouːalceiŋt
óákveðinn	ouːaukvɛðɪn
óánægð	ouːaunaiɣð
óánægðir	ouːaunaiɣðɪr
óánægður	ouːaunaiɣðʏr
óánægja	ouːaunaija
óánægju	ouːaunaijʏ
óáreittir	ouːauːreihtɪr
óáreittir	ouːaureihtɪr
óáreittur	ouːaureihtʏr
óátalið	ouːautalɪð
óbeðinn	ouːpɛðɪn
óbein	ouːpein
óbeina	ouːpeina
óbeint	ouːpein̥t
óbeint	ouːpeint
óbeinum	ouːpeinʏm
Óbeit	ouːpeiːt
óbeit	ouːpeit
óbilandi	ouːpɪlantɪ
óboðin	ouːpɔðɪn
óboðinn	ouːpɔðɪn
óboðna	ouːpɔðna
óbó	ouːpou
óbóta	ouːpouta
óbótaskömmum	ouːpoutaskœmʏm
óbragð	ouːpraɣð
óbreytt	ouːpreiht
óbreytta	ouːpreihta
óbreyttar	ouːpreihtar
óbreyttir	ouːpreihtɪr
óbreyttra	ouːpreihtra
óbreyttri	ouːpreihtrɪ
óbreyttu	ouːpreihtʏ
óbreyttum	ouːpreihtʏm
óbreyttur	ouːpreihtʏr
óbrotinn	ouːprɔtɪn
óbrotnir	ouːprɔhtnɪr
óbrúuð	ouːpruːʏð
óbrúuð	ouːpruʏð
óbugandi	ouːpʏɣantɪ
óburstaða	ouːpʏr̥staða
óburstaða	ouːpʏrstaða
óbyggðir	ouːpɪɣðɪr
óbyggðum	ouːpɪɣðʏm
óbærileg	ouːpairɪlɛɣ
óbærilega	ouːpairɪlɛɣa
óbærilegt	ouːpairɪlɛxt
óbærilegur	ouːpairɪlɛɣʏr
ódauðleg	ouːtœyðlɛɣ
ódauðlega	ouːtœyðlɛɣa
ódámurinn	ouːtaumʏrɪn
ódrepandi	ouːtrɛpantɪ
ódýr	ouːtir
ódýra	ouːtira
ódýran	ouːtiran
ódýrar	ouːtirar
ódýrara	ouːtirara
ódýrari	ouːtirarɪ
ódýrast	ouːtirast
ódýrasta	ouːtirasta
ódýrt	ouːtir̥t
ódýru	ouːtirʏ
ódýrum	ouːtirʏm
ódýrustu	ouːtirʏstʏ
ódæði	ouːtaiðɪ
ódæðið	ouːtaiðɪð
ódæðinu	ouːtaiðɪnʏ
ódæðisverk	ouːtaðɪsvɛr̥k
óð	ouːð
óða	ouːða
óðagot	ouːðakɔːt
óðagoti	ouːðakɔːtɪ
óðal	ouːðal
óðamála	ouːðamauːla
óðar	ouːðar
óðara	ouːðara
óðaönn	ouːðaœn
óðfluga	ouðflʏɣa
Óðinn	ouːðɪn
Óðins	ouːðɪns
Óðinsdóttir	ouːðɪnstouhtɪr
Óðinsgötu	ouːðɪnskœːtʏ
Óðinsvéum	ouːðɪnsvjɛːʏm
óðir	ouːðɪr
Óðni	ouðnɪ
óðs	ouðs
óðslega	ouðstlɛɣa
óðu	ouːðʏ
óðum	ouːðʏm
óður	ouːðʏr
óeðli	ouːɛðlɪ
óeðlileg	ouːɛðlɪlɛɣ
óeðlilega	ouːɛðlɪlɛɣa
óeðlilegt	ouːɛðlɪlɛxt
óefni	ouːɛpnɪ
óeigingjarnt	ouːeijɪncarn̥t
óeinkennisklæddir	ouːeiɲcɛnɪsklaitɪr
óeirðir	ouːeirðɪr
óeirðum	ouːeirðʏm
óendanleg	ouːɛntanlɛɣ
óendanlega	ouːɛntanlɛɣa
óendanlegar	ouːɛntanlɛɣar
óendanlegri	ouːɛntanlɛɣrɪ
óendanleika	ouːɛntanleiːka
óf	ouːv
ófarir	ouːfarɪr
ófarirnar	ouːfarɪtnar
ófá	ouːfau
ófáar	ouːfauar
Ófáir	ouːfauːɪr
ófáir	ouːfauɪr
ófáum	ouːfauʏm
ófeigi	ouːfeijɪ
ófeigs	ouːfeixs
Ófeigsfirði	ouːfeixsfɪrðɪ
Ófeigsson	ouːfeixsɔːn
ófeigur	ouːfeiɣʏr
ófeimin	ouːfeimɪn
ófeiminn	ouːfeimɪn
ófleygir	ouːfleijɪr
óformlega	ouːfɔrmlɛɣa
óformlegar	ouːfɔrmlɛɣar
óformlegum	ouːfɔrmlɛɣʏm
óforvarandis	ouːfɔrvarantɪs
ófrávíkjanleg	ouːfrauvicanlɛɣ
ófrávíkjanlega	ouːfrauvicanlɛɣa
ófremdarástand	ouːfrɛmtarauːstant
ófreskja	ouːfrɛsca
ófreskju	ouːfrɛscʏ
ófreskjuna	ouːfrɛscʏna
ófriðlega	ouːfrɪðlɛɣa
ófríð	ouːfrið
ófríður	ouːfriðʏr
ófrísk	ouːfrisk
ófrjálsri	ouːfrjaulsrɪ
ófrjóa	ouːfrjoua
ófullnægjandi	ouːfʏtl̥naijantɪ
ófús	ouːfus
ófyrirgefanleg	ouːfɪrɪrcɛvanlɛɣ
ófyrirleitni	ouːfɪrɪrleihtnɪ
ófyrirsjáanlegum	ouːfɪrɪrsjauanlɛɣʏm
ófær	ouːfair
ófærð	ouːfairð
ófærir	ouːfairɪr
ófært	ouːfair̥t
ófætt	ouːfaiht
óförum	ouːfœrʏm
ógáti	ouːkautɪ
ógeð	ouːcɛð
ógeðfelld	ouːcɛðfɛlt
ógeðfellda	ouːcɛðfɛlta
ógeðfellt	ouːcɛðfɛl̥t
ógeði	ouːcɛðɪ
ógeðið	ouːcɛðɪð
ógeðsleg	ouːcɛðstlɛɣ
ógeðslega	ouːcɛðstlɛɣra
ógeðslegt	ouːcɛðstlɛxt
ógeðslegu	ouːcɛðstlɛɣʏ
ógeðslegur	ouːcɛðstlɛɣʏr
ógerlegt	ouːcɛrlɛxt
ógerningur	ouːcɛrtniŋkʏr
ógert	ouːcɛr̥t
ógetið	ouːcɛtɪð
ógift	ouːcɪft
ógild	ouːcɪlt
ógilda	ouːcɪlta
ógilt	ouːcɪl̥t
ógjörningur	ouːcœrtniŋkʏr
óglatt	ouːklaht
ógleði	ouːklɛðɪ
ógleðin	ouːklɛðɪn
ógleymanleg	ouːkleimanlɛɣ
ógleymanlega	ouːkleimanlɛɣa
ógleymanlegar	ouːkleimanlɛɣar
ógleymanlegt	ouːkleimanlɛxt
ógleymanlegu	ouːkleimanlɛɣʏ
ógleymanlegur	ouːkleimanlɛɣʏr
ógleymdri	ouːkleimtrɪ
ógleymdu	ouːkleimtʏ
ógleymdum	ouːkleimtʏm
ógn	oukn̥
ógna	oukna
ógnað	ouknað
ógnaði	ouknaðɪ
ógnandi	ouknantɪ
ógnar	ouknar
ógnarstjórn	ouknarstjourtn̥
ógnarstórum	ouknarstouːrʏm
ógnarstórum	ouknarstour
ógni	ouknɪ
ógnin	ouknɪn
ógninni	ouknɪnɪ
ógnir	ouknɪr
ógnuðu	ouknʏðʏ
ógnum	ouknʏm
ógnun	ouknʏn
ógnvekjandi	oukn̥vɛcantɪ
ógnvænleg	oukn̥vainlɛɣ
ógnvænlegum	oukn̥vainlɛɣʏm
ógreinileg	ouːkreinɪlɛɣ
ógreinilega	ouːkreinɪlɛɣa
ógreinilegri	ouːkreinɪlɛɣrɪ
ógreinilegt	ouːkreinɪlɛxt
ógrynni	ouːkrɪnɪ
ógurleg	ouːʏrlɛɣ
ógurlega	ouːʏrlɛɣa
ógurlegan	ouːʏrlɛɣar
ógurlegt	ouːʏrlɛxt
ógurlegu	ouːʏrlɛɣʏ
ógurlegum	ouːʏrlɛɣʏm
ógurlegur	ouːʏrlɛɣʏr
ógæfa	ouːcaiva
ógæfan	ouːcaivan
ógæfu	ouːcaivʏ
ógæfusama	ouːcaivʏsaːma
ógæfusömu	ouːcaivʏsœːmʏ
ógöngum	ouːkœyŋkʏm
ógöngunum	ouːkœyŋkɔnʏm
ógöngur	ouːkœyŋkʏr
óhag	ouːhaɣ
óhagganleg	ouːhakanlɛɣ
óhagganlegur	ouːhakanlɛɣʏr
óhagræði	ouːhaɣraiðɪ
óhagstæð	ouːhaxstaið
óhagstætt	ouːhaxstaiht
óhamingjusamur	ouːhamiɲcʏsaːmʏr
óhamingjusöm	ouːhamiɲcʏsœːm
óhapp	ouːhahp
óhappa	ouːhahpa
óhappi	ouːhahpɪ
óhappið	ouːhahpɪð
óháð	ouːhauð
óháða	ouːhauða
óháðar	ouːhauðar
óháðir	ouːhauðɪr
óháðra	ouːhauðra
óháðu	ouːhauðʏ
óháðum	ouːhauðʏm
óháður	ouːhauðʏr
óhefðbundnar	ouːhɛvðpʏntnar
óhefðbundnum	ouːhɛvðpʏntnʏm
óheflað	ouːhɛplað
óheft	ouːhɛft
óheimil	ouːheimɪl
óheimilt	ouːheimɪl̥t
óhemju	ouːhɛmjʏ
óheppileg	ouːhɛhpɪlɛɣ
óheppilega	ouːhɛhpɪlɛɣa
óheppilegt	ouːhɛhpɪlɛxt
óheppin	ouːhɛhpɪn
óheppinn	ouːhɛhpɪn
óheppni	ouːhɛhpnɪ
óheppnir	ouːhɛhpnɪr
óheyrilega	ouːheirɪlɛɣa
óhikað	ouːhɪkað
óhindrað	ouːhɪntrað
óhjákvæmileg	ouːçaukvaimɪlɛɣ
óhjákvæmilega	ouːçaukvaimɪlɛɣa
óhjákvæmilegt	ouːçaukvaimɪlɛxt
óhjákvæmilegur	ouːçaukvaimɪlɛɣʏr
óhjákvæmilegur	ouːhjaukvaimɪlɛːɣʏr
óhljóð	ouːl̥jouð
óhlutdrægni	ouːl̥ʏtraiknɪ
óhlýðnast	ouːl̥iðnast
óhlýðni	ouːl̥iðnɪ
óhollt	ouːhɔl̥t
óhóflega	ouːhouvlɛɣa
óhrein	ouːr̥ein
óhreina	ouːr̥eina
óhreinar	ouːr̥einar
óhreinindi	ouːr̥einɪntɪ
óhreinindum	ouːr̥einɪntʏm
óhreinir	ouːr̥einɪr
óhreinka	ouːr̥eiŋ̊ka
óhreinka	ouːr̥eiŋka
óhreinn	ouːr̥eitn̥
óhreinu	ouːr̥einʏ
óhreinum	ouːr̥einʏm
óhress	ouːr̥ɛs
óhreyft	ouːr̥eift
óhrædd	ouːr̥ait
óhræddir	ouːr̥aitɪr
óhræddur	ouːr̥aitʏr
óhug	ouːhʏɣ
óhuggandi	ouːhʏkantɪ
óhugnanleg	ouːhʏknanlɛɣ
óhugnanlega	ouːhʏknanlɛɣa
óhugnanlegt	ouːhʏknanlɛxt
óhugnanlegu	ouːhʏknanlɛɣʏ
óhugnanlegur	ouːhʏknanlɛɣʏr
óhugsandi	ouːhʏksantɪ
óhugsandi	ouːhʏxsantɪ
óhult	ouːhʏl̥t
óhæfur	ouːhaivʏr
óhægt	ouːhaixt
óhætt	ouːhaiht
óhöpp	ouːhœhp
óhöppum	ouːhœhpʏm
ójafnvægi	ouːjapn̥vaijɪ
ójá	ouːjau
ók	ouːk
ókei	ouːkei
ókeypis	ouːceipɪs
ókeypis	ouːkeipɪs
ókleift	ouːkleift
ókomin	ouːkɔmɪn
ókominn	ouːkɔmɪn
ókomna	ouːkɔmna
ókosti	ouːkɔstɪ
óku	ouːkʏ
ókum	ouːkʏm
ókunn	ouːkʏn
ókunna	ouːkʏna
ókunnan	ouːkʏnan
ókunnar	ouːkʏnar
ókunni	ouːkʏnɪ
ókunnri	ouːkʏnrɪ
ókunnu	ouːkʏnʏ
ókunnuga	ouːkʏnʏɣa
ókunnugan	ouːkʏnʏɣan
ókunnugi	ouːkʏnʏijɪ
ókunnugir	ouːkʏnʏijɪr
ókunnugs	ouːkʏnʏxs
ókunnugt	ouːkʏnʏxt
ókunnugu	ouːkʏnʏɣʏ
ókunnugum	ouːkʏnʏɣʏm
ókunnugur	ouːkʏnʏɣʏr
ókunnum	ouːkʏnʏm
ókunnur	ouːkʏnʏr
ókurteisi	ouːkʏr̥teisɪ
ókvæða	ouːkvaiða
ókvæðisorð	ouːkvaiðɪsɔrð
ókvæðisorðum	ouːkvaiðɪsɔrðʏm
ókvæntur	ouːkvain̥tʏr
ókyrrast	ouːcɪrast
ókyrrð	ouːcɪrð
ókyrrist	ouːcɪrɪst
ól	ouːl
Óla	ouːla
Óladóttir	ouːlatouhtɪr
Ólaf	ouːlav
Ólafar	ouːlavar
Ólafi	ouːlavɪ
Ólafía	ouːlavija
Ólafs	ouːlafs
Ólafs	ouːlavs
Ólafsdóttir	ouːlafstouhtɪr
Ólafsdóttir	ouːlavstouhtɪr
Ólafsdóttur	ouːlafstouhtʏr
Ólafsdóttur	ouːlavstouhtʏr
Ólafsfirði	ouːlafsfɪrðɪ
Ólafsfirði	ouːlavsfɪrðɪ
Ólafsfirðingar	ouːlafsfɪrðiŋkar
Ólafsfjarðar	ouːlafsfjarðar
Ólafsfjarðar	ouːlavsfjarðar
Ólafsfjörð	ouːlafsfjœrð
Ólafsfjörð	ouːlavsfjœrð
Ólafsson	ouːlafsɔːn
Ólafsson	ouːlavsɔːn
Ólafssonar	ouːlafsɔːnar
Ólafssonar	ouːlavsɔːnar
Ólafssyni	ouːlafsɪːnɪ
Ólafssyni	ouːlavsɪːnɪ
Ólafsvík	ouːlafsviːk
Ólafsvík	ouːlavsviːk
Ólafsvíkur	ouːlafsviːkʏr
Ólafsvíkur	ouːlavsviːkʏr
Ólafur	ouːlavʏr
ólagi	ouːlaijɪ
Ólason	ouːlasɔːn
Ólasonar	ouːlasɔːnar
ólán	ouːlaun
óláni	ouːlaunɪ
ólesin	ouːlɛsɪn
ólestri	ouːlɛstrɪ
óleyst	ouːleist
ólétt	ouːljɛht
ólétta	ouːljɛhta
óléttar	ouːljɛhtar
ólga	oulka
ólgaði	oulkaðɪ
ólgandi	oulkantɪ
ólgu	oulkʏ
ólgusjó	oulkʏsjouː
Óli	ouːlɪ
ólifað	ouːlɪvað
ólina	ouːlɪna
ólinni	ouːlɪnɪ
ólífum	ouːlivʏm
ólífuolía	ouːlivʏɔːlija
ólífuolíu	ouːlivʏɔːlijʏ
ólífur	ouːlivʏr
ólífurnar	ouːlivʏtnar
ólík	ouːlik
ólíka	ouːlika
ólíkan	ouːlikan
ólíkar	ouːlikar
ólíkindum	ouːlicɪntʏm
ólíkir	ouːlicɪr
ólíklega	ouːliklɛɣa
ólíklega	ouːlihklɛɣa
ólíklegt	ouːliklɛxt
ólíklegt	ouːlihklɛxt
ólíklegustu	ouːliklɛɣʏstʏ
ólíklegustu	ouːlihklɛɣʏstʏ
ólíkra	ouːlikra
ólíkt	ouːlixt
ólíku	ouːlikʏ
ólíkum	ouːlikʏm
ólíkur	ouːlikʏr
ólíkustu	ouːlikʏstʏ
Ólínu	ouːlinʏ
óljós	ouːljous
óljósan	ouːljousan
óljósar	ouːljousar
óljósri	ouːljousrɪ
óljóst	ouːljoust
óljósu	ouːljousʏ
óljósum	ouːljousʏm
óljúft	ouːljuft
ólm	oulm
ólmir	oulmɪr
ólmur	oulmʏr
ólokið	ouːlɔcɪð
ólst	oulst
ólu	ouːlʏ
ólukkans	ouːlʏhkans
ólum	ouːlʏm
ólumst	ouːlʏmst
ólundarlega	ouːlʏntarlɛɣa
ólust	ouːlʏst
ólykt	ouːlɪxt
Ólympíuleika	ouːlɪmpijʏleiːka
Ólympíuleikana	ouːlɪmpijʏleiːkana
