abá	aˈba
fugás	fuˈgas
fugués	fuˈges
fulgí	fulˈxi
fulgís	fulˈxis
fulgurá	fulguˈɾa
fulgurás	fulguˈɾas
fulgurés	fulguˈɾes
fuljás	fulˈxas
fulminá	fulmiˈna
fulminás	fulmiˈnas
fulminés	fulmiˈnes
fumá	fuˈma
fumás	fuˈmas
fumés	fuˈmes
fumigá	fumiˈga
fumigás	fumiˈgas
fumigués	fumiˈges
funcioná	funsjoˈna
funcionás	funsjoˈnas
funcionés	funsjoˈnes
fundá	funˈd̪a
fundamentá	fund̪amenˈt̪a
fundamentás	fund̪amenˈt̪as
fundamentés	fund̪amenˈt̪es
fundás	funˈd̪as
fundás	funˈd̪as
fundés	funˈd̪es
fundí	funˈd̪i
fundís	funˈd̪is
fungí	funˈxi
fungís	funˈxis
funjás	funˈxas
fusilá	fusiˈla
fusilás	fusiˈlas
fusilés	fusiˈles
fusioná	fusjoˈna
fusionás	fusjoˈnas
fusionés	fusjoˈnes
fustigá	fust̪iˈga
fustigás	fust̪iˈgas
fustigués	fust̪iˈges
gafá	gaˈfa
gafás	gaˈfas
gafés	gaˈfes
gagueá	gageˈa
gagueás	gageˈas
gagueés	gageˈes
galanteá	galant̪eˈa
galanteás	galant̪eˈas
galanteés	galant̪eˈes
galardoná	galaɾd̪oˈna
galardonás	galaɾd̪oˈnas
galardonés	galaɾd̪oˈnes
galibá	galiˈba
galibás	galiˈbas
galibés	galiˈbes
gallá	gaˈʝa
gallardeá	gaʝaɾd̪eˈa
gallardeás	gaʝaɾd̪eˈas
gallardeés	gaʝaɾd̪eˈes
gallás	gaˈʝas
galleá	gaʝeˈa
galleás	gaʝeˈas
galleés	gaʝeˈes
gallés	gaˈʝes
gallofeá	gaʝofeˈa
gallofeás	gaʝofeˈas
gallofeés	gaʝofeˈes
galoneá	galoneˈa
galoneás	galoneˈas
galoneés	galoneˈes
galopá	galoˈpa
galopás	galoˈpas
galopeá	galopeˈa
galopeás	galopeˈas
galopeés	galopeˈes
galopés	galoˈpes
galuchá	galuˈʧa
galuchás	galuˈʧas
galuchés	galuˈʧes
galvanicés	galbaniˈses
galvanizá	galbaniˈsa
galvanizás	galbaniˈsas
gambeteá	gambet̪eˈa
gambeteás	gambet̪eˈas
gambeteés	gambet̪eˈes
ganá	gaˈna
ganás	gaˈnas
gañás	gaˈɲas
ganduleá	gand̪uleˈa
ganduleás	gand̪uleˈas
ganduleés	gand̪uleˈes
ganés	gaˈnes
gangrená	gangɾeˈna
gangrenás	gangɾeˈnas
gangrenés	gangɾeˈnes
gangueá	gangeˈa
gangueás	gangeˈas
gangueés	gangeˈes
gañí	gaˈɲi
gañís	gaˈɲis
ganseá	ganseˈa
ganseás	ganseˈas
ganseés	ganseˈes
garabateá	gaɾabat̪eˈa
garabateás	gaɾabat̪eˈas
garabateés	gaɾabat̪eˈes
garanticés	gaɾant̪iˈses
garantí	gaɾanˈt̪i
garantís	gaɾanˈt̪is
garantizá	gaɾant̪iˈsa
garantizás	gaɾant̪iˈsas
garapiñá	gaɾapiˈɲa
garapiñás	gaɾapiˈɲas
garapiñés	gaɾapiˈɲes
garbeá	gaɾbeˈa
garbeás	gaɾbeˈas
garbeés	gaɾbeˈes
garbillá	gaɾbiˈʝa
garbillás	gaɾbiˈʝas
garbillés	gaɾbiˈʝes
garfeá	gaɾfeˈa
garfeás	gaɾfeˈas
garfeés	gaɾfeˈes
gargajeá	gaɾgaxeˈa
gargajeás	gaɾgaxeˈas
gargajeés	gaɾgaxeˈes
garganteá	gaɾgant̪eˈa
garganteás	gaɾgant̪eˈas
garganteés	gaɾgant̪eˈes
gargaricés	gaɾgaɾiˈses
gargarizá	gaɾgaɾiˈsa
gargarizás	gaɾgaɾiˈsas
garlá	gaɾˈla
garlás	gaɾˈlas
garlés	gaɾˈles
garrafiñá	garafiˈɲa
garrafiñás	garafiˈɲas
garrafiñés	garafiˈɲes
garrá	gaˈra
garrapateá	garapat̪eˈa
garrapateás	garapat̪eˈas
garrapateés	garapat̪eˈes
garrapiñá	garapiˈɲa
garrapiñás	garapiˈɲas
garrapiñés	garapiˈɲes
garrás	gaˈras
garreá	gareˈa
garreás	gareˈas
garreés	gareˈes
garrés	gaˈres
garrochá	garoˈʧa
garrochás	garoˈʧas
garrocheá	garoʧeˈa
garrocheás	garoʧeˈas
garrocheés	garoʧeˈes
garrochés	garoˈʧes
garroteá	garot̪eˈa
garroteás	garot̪eˈas
garroteés	garot̪eˈes
garuá	gaɾˈwa
garuás	gaɾˈwas
garués	gaɾˈwes
garzoneá	gaɾsoneˈa
garzoneás	gaɾsoneˈas
garzoneés	gaɾsoneˈes
gaseá	gaseˈa
gaseás	gaseˈas
gaseés	gaseˈes
gasificá	gasifiˈka
gasificás	gasifiˈkas
gasifiqués	gasifiˈkes
gastá	gasˈt̪a
gastás	gasˈt̪as
gastés	gasˈt̪es
gateá	gat̪eˈa
gateás	gat̪eˈas
gateés	gat̪eˈes
gavillá	gabiˈʝa
gavillás	gabiˈʝas
gavillés	gabiˈʝes
gayá	gaˈʝa
gayás	gaˈʝas
gayés	gaˈʝes
gazmiá	gasmiˈa
gazmiás	gasmiˈas
gazmiés	gasˈmjes
gelatinicés	xelat̪iniˈses
gelatinizá	xelat̪iniˈsa
gelatinizás	xelat̪iniˈsas
gelificá	xelifiˈka
gelificás	xelifiˈkas
gelifiqués	xelifiˈkes
gemí	xeˈmi
geminá	xemiˈna
geminás	xemiˈnas
geminés	xemiˈnes
gemiqueá	xemikeˈa
gemiqueás	xemikeˈas
gemiqueés	xemikeˈes
gemís	xeˈmis
generá	xeneˈɾa
generalicés	xeneɾaliˈses
generalizá	xeneɾaliˈsa
generalizás	xeneɾaliˈsas
generás	xeneˈɾas
generés	xeneˈɾes
germanicés	xeɾmaniˈses
germanizá	xeɾmaniˈsa
germanizás	xeɾmaniˈsas
germiná	xeɾmiˈna
germinás	xeɾmiˈnas
germinés	xeɾmiˈnes
gestá	xesˈt̪a
gestás	xesˈt̪as
gesteá	xest̪eˈa
gesteás	xest̪eˈas
gesteés	xest̪eˈes
gestés	xesˈt̪es
gesticulá	xest̪ikuˈla
gesticulás	xest̪ikuˈlas
gesticulés	xest̪ikuˈles
gestioná	xest̪joˈna
gestionás	xest̪joˈnas
gestionés	xest̪joˈnes
gibá	xiˈba
gibás	xiˈbas
gibés	xiˈbes
gimás	xiˈmas
gimoteá	ximot̪eˈa
gimoteás	ximot̪eˈas
gimoteés	ximot̪eˈes
girá	xiˈɾa
girás	xiˈɾas
girés	xiˈɾes
gitaneá	xit̪aneˈa
gitaneás	xit̪aneˈas
gitaneés	xit̪aneˈes
glaseá	glaseˈa
glaseás	glaseˈas
glaseés	glaseˈes
globalicés	globaliˈses
globalizá	globaliˈsa
globalizás	globaliˈsas
gloriá	gloɾiˈa
gloriás	gloɾiˈas
gloriés	gloˈɾjes
glorificá	gloɾifiˈka
glorificás	gloɾifiˈkas
glorifiqués	gloɾifiˈkes
glosá	gloˈsa
glosás	gloˈsas
glosés	gloˈses
glotoneá	glot̪oneˈa
glotoneás	glot̪oneˈas
glotoneés	glot̪oneˈes
glugluteá	gluglut̪eˈa
glugluteás	gluglut̪eˈas
glugluteés	gluglut̪eˈes
goberná	gobeɾˈna
gobernás	gobeɾˈnas
gobernés	gobeɾˈnes
gocés	goˈses
gofrá	goˈfɾa
gofrás	goˈfɾas
gofrés	goˈfɾes
goleá	goleˈa
goleás	goleˈas
goleés	goleˈes
golfeá	golfeˈa
golfeás	golfeˈas
golfeés	golfeˈes
goloseá	goloseˈa
goloseás	goloseˈas
goloseés	goloseˈes
golosiná	golosiˈna
golosinás	golosiˈnas
golosineá	golosineˈa
golosineás	golosineˈas
golosineés	golosineˈes
golosinés	golosiˈnes
golpeá	golpeˈa
golpeás	golpeˈas
golpeés	golpeˈes
golpeteá	golpet̪eˈa
golpeteás	golpet̪eˈas
golpeteés	golpet̪eˈes
gorgojá	goɾgoˈxa
gorgojás	goɾgoˈxas
gorgojeá	goɾgoxeˈa
gorgojeás	goɾgoxeˈas
gorgojeés	goɾgoxeˈes
gorgojés	goɾgoˈxes
gorgoriteá	goɾgoɾit̪eˈa
gorgoriteás	goɾgoɾit̪eˈas
gorgoriteés	goɾgoɾit̪eˈes
gorgoteá	goɾgot̪eˈa
gorgoteás	goɾgot̪eˈas
gorgoteés	goɾgot̪eˈes
gorjeá	goɾxeˈa
gorjeás	goɾxeˈas
gorjeés	goɾxeˈes
gorreá	goreˈa
gorreás	goreˈas
gorreés	goreˈes
gorroneá	goroneˈa
gorroneás	goroneˈas
gorroneés	goroneˈes
goteá	got̪eˈa
goteás	got̪eˈas
goteés	got̪eˈes
gozá	goˈsa
gozás	goˈsas
grabá	gɾaˈba
grabás	gɾaˈbas
grabés	gɾaˈbes
gracejá	gɾaseˈxa
gracejás	gɾaseˈxas
gracejés	gɾaseˈxes
gradá	gɾaˈd̪a
gradás	gɾaˈd̪as
gradés	gɾaˈd̪es
graduá	gɾaˈd̪wa
graduás	gɾaˈd̪was
gradués	gɾaˈd̪wes
grajeá	gɾaxeˈa
grajeás	gɾaxeˈas
grajeés	gɾaxeˈes
graná	gɾaˈna
granás	gɾaˈnas
graneá	gɾaneˈa
graneás	gɾaneˈas
graneés	gɾaneˈes
granés	gɾaˈnes
granicés	gɾaniˈses
granizá	gɾaniˈsa
granizás	gɾaniˈsas
granjeá	gɾanxeˈa
granjeás	gɾanxeˈas
granjeés	gɾanxeˈes
granulá	gɾanuˈla
granulás	gɾanuˈlas
granulés	gɾanuˈles
grapá	gɾaˈpa
grapás	gɾaˈpas
grapés	gɾaˈpes
gratá	gɾaˈt̪a
gratás	gɾaˈt̪as
gratés	gɾaˈt̪es
gratificá	gɾat̪ifiˈka
gratificás	gɾat̪ifiˈkas
gratifiqués	gɾat̪ifiˈkes
gratiná	gɾat̪iˈna
gratinás	gɾat̪iˈnas
gratinés	gɾat̪iˈnes
gravá	gɾaˈba
gravás	gɾaˈbas
gravés	gɾaˈbes
gravitá	gɾabiˈt̪a
gravitás	gɾabiˈt̪as
gravités	gɾabiˈt̪es
grazná	gɾasˈna
graznás	gɾasˈnas
graznés	gɾasˈnes
grecicés	gɾesiˈses
grecizá	gɾesiˈsa
grecizás	gɾesiˈsas
grietá	gɾjeˈt̪a
grietás	gɾjeˈt̪as
grietés	gɾjeˈt̪es
grillá	gɾiˈʝa
grillás	gɾiˈʝas
grillés	gɾiˈʝes
gritá	gɾiˈt̪a
gritás	gɾiˈt̪as
grités	gɾiˈt̪es
gruí	gɾwi
gruís	gɾwis
grujás	gɾuˈxas
grují	gɾuˈxi
grujís	gɾuˈxis
gruñás	gɾuˈɲas
gruñí	gɾuˈɲi
gruñís	gɾuˈɲis
gruyás	gɾuˈʝas
guachapeá	gwaʧapeˈa
guachapeás	gwaʧapeˈas
guachapeés	gwaʧapeˈes
guadañá	gwad̪aˈɲa
guadañás	gwad̪aˈɲas
guadañés	gwad̪aˈɲes
gualdrapeá	gwald̪ɾapeˈa
gualdrapeás	gwald̪ɾapeˈas
gualdrapeés	gwald̪ɾapeˈes
guanteá	gwant̪eˈa
guanteás	gwant̪eˈas
guanteés	gwant̪eˈes
guapeá	gwapeˈa
guapeás	gwapeˈas
guapeés	gwapeˈes
guardá	gwaɾˈd̪a
guardás	gwaɾˈd̪as
guardés	gwaɾˈd̪es
guarecé	gwaɾeˈse
guarecés	gwaɾeˈses
guarezcás	gwaɾesˈkas
guarnás	gwaɾˈnas
guarnecé	gwaɾneˈse
guarnecés	gwaɾneˈses
guarnezcás	gwaɾnesˈkas
guarnicioná	gwaɾnisjoˈna
guarnicionás	gwaɾnisjoˈnas
guarnicionés	gwaɾnisjoˈnes
guarní	gwaɾˈni
guarnís	gwaɾˈnis
guaseá	gwaseˈa
guaseás	gwaseˈas
guaseés	gwaseˈes
guateá	gwat̪eˈa
guateás	gwat̪eˈas
guateés	gwat̪eˈes
guerreá	gereˈa
guerreás	gereˈas
guerreés	gereˈes
guerrilleá	geriʝeˈa
guerrilleás	geriʝeˈas
guerrilleés	geriʝeˈes
guiá	giˈa
guiás	giˈas
guiés	gjes
guillá	giˈʝa
guillás	giˈʝas
guillés	giˈʝes
guillotiná	giʝot̪iˈna
guillotinás	giʝot̪iˈnas
guillotinés	giʝot̪iˈnes
guiñá	giˈɲa
guiñás	giˈɲas
guinchá	ginˈʧa
guinchás	ginˈʧas
guinchés	ginˈʧes
guindá	ginˈd̪a
guindás	ginˈd̪as
guindés	ginˈd̪es
guiñés	giˈɲes
guipá	giˈpa
guipás	giˈpas
guipés	giˈpes
guisá	giˈsa
guisás	giˈsas
guisés	giˈses
guitá	giˈt̪a
guitás	giˈt̪as
guités	giˈt̪es
guitoneá	git̪oneˈa
guitoneás	git̪oneˈas
guitoneés	git̪oneˈes
gulusmeá	gulusmeˈa
gulusmeás	gulusmeˈas
gulusmeés	gulusmeˈes
gusaneá	gusaneˈa
gusaneás	gusaneˈas
gusaneés	gusaneˈes
gustá	gusˈt̪a
gustás	gusˈt̪as
gustés	gusˈt̪es
habés	aˈbes
habés	aˈbes
habilitá	abiliˈt̪a
habilitás	abiliˈt̪as
habilités	abiliˈt̪es
habitá	abiˈt̪a
habitás	abiˈt̪as
habités	abiˈt̪es
habituá	abiˈt̪wa
habituás	abiˈt̪was
habitués	abiˈt̪wes
hablá	aˈbla
hablás	aˈblas
hablés	aˈbles
hacé	aˈse
hacendá	asenˈd̪a
hacendás	asenˈd̪as
hacendés	asenˈd̪es
hacés	aˈses
hachá	aˈʧa
hachás	aˈʧas
hacheá	aʧeˈa
hacheás	aʧeˈas
hacheés	aʧeˈes
hachés	aˈʧes
haciná	asiˈna
hacinás	asiˈnas
hacinés	asiˈnes
hagás	aˈgas
halagá	alaˈga
halagás	alaˈgas
halagués	alaˈges
halá	aˈla
halás	aˈlas
halés	aˈles
hallá	aˈʝa
hallás	aˈʝas
hallés	aˈʝes
halogená	aloxeˈna
halogenás	aloxeˈnas
halogenés	aloxeˈnes
hamaqueá	amakeˈa
hamaqueás	amakeˈas
hamaqueés	amakeˈes
hambreá	ambɾeˈa
hambreás	ambɾeˈas
hambreés	ambɾeˈes
handicapá	and̪ikaˈpa
handicapás	and̪ikaˈpas
handicapés	and̪ikaˈpes
haraganeá	aɾaganeˈa
haraganeás	aɾaganeˈas
haraganeés	aɾaganeˈes
harmonicés	aɾmoniˈses
harmonizá	aɾmoniˈsa
harmonizás	aɾmoniˈsas
haroneá	aɾoneˈa
haroneás	aɾoneˈas
haroneés	aɾoneˈes
hartá	aɾˈt̪a
hartás	aɾˈt̪as
hartés	aɾˈt̪es
hastiá	ast̪iˈa
hastiás	ast̪iˈas
hastiés	asˈt̪jes
hateá	at̪eˈa
hateás	at̪eˈas
hateés	at̪eˈes
hayás	aˈʝas
hayás	aˈʝas
hebraicés	ebɾajˈses
hebraizá	ebɾajˈsa
hebraizás	ebɾajˈsas
hechicés	eʧiˈses
hechizá	eʧiˈsa
hechizás	eʧiˈsas
hedás	eˈd̪as
hedé	eˈd̪e
hedés	eˈd̪es
helá	eˈla
helás	eˈlas
helenicés	eleniˈses
helenizá	eleniˈsa
helenizás	eleniˈsas
helés	eˈles
henchí	enˈʧi
henchís	enˈʧis
hendás	enˈd̪as
hendás	enˈd̪as
hendé	enˈd̪e
hendés	enˈd̪es
hendí	enˈd̪i
hendís	enˈd̪is
henificá	enifiˈka
henificás	enifiˈkas
henifiqués	enifiˈkes
heñí	eˈɲi
heñís	eˈɲis
herbá	eɾˈba
herbajá	eɾbaˈxa
herbajás	eɾbaˈxas
herbajés	eɾbaˈxes
herbás	eɾˈbas
herbecé	eɾbeˈse
herbecés	eɾbeˈses
herbés	eɾˈbes
herbezcás	eɾbesˈkas
herboricés	eɾboɾiˈses
herborizá	eɾboɾiˈsa
herborizás	eɾboɾiˈsas
heredá	eɾeˈd̪a
heredás	eɾeˈd̪as
heredés	eɾeˈd̪es
herí	eˈɾi
herís	eˈɾis
hermaná	eɾmaˈna
hermanás	eɾmaˈnas
hermanés	eɾmaˈnes
hermeticés	eɾmet̪iˈses
hermetizá	eɾmet̪iˈsa
hermetizás	eɾmet̪iˈsas
hermoseá	eɾmoseˈa
hermoseás	eɾmoseˈas
hermoseés	eɾmoseˈes
herniá	eɾniˈa
herniás	eɾniˈas
herniés	eɾˈnjes
herrá	eˈra
herrás	eˈras
herrés	eˈres
herreteá	eret̪eˈa
herreteás	eret̪eˈas
herreteés	eret̪eˈes
herrumbrá	erumˈbɾa
herrumbrás	erumˈbɾas
herrumbrés	erumˈbɾes
herví	eɾˈbi
hervís	eɾˈbis
hiberná	ibeɾˈna
hibernás	ibeɾˈnas
hibernés	ibeɾˈnes
hibridá	ibɾiˈd̪a
hibridás	ibɾiˈd̪as
hibridés	ibɾiˈd̪es
hibridicés	ibɾid̪iˈses
hibridizá	ibɾid̪iˈsa
hibridizás	ibɾid̪iˈsas
hidratá	id̪ɾaˈt̪a
hidratás	id̪ɾaˈt̪as
hidratés	id̪ɾaˈt̪es
hidrogená	id̪ɾoxeˈna
hidrogenás	id̪ɾoxeˈnas
hidrogenés	id̪ɾoxeˈnes
hidrolicés	id̪ɾoliˈses
hidrolizá	id̪ɾoliˈsa
hidrolizás	id̪ɾoliˈsas
higienicés	ixjeniˈses
higienizá	ixjeniˈsa
higienizás	ixjeniˈsas
hilá	iˈla
hilás	iˈlas
hilés	iˈles
hilvaná	ilbaˈna
hilvanás	ilbaˈnas
hilvanés	ilbaˈnes
himplá	imˈpla
himplás	imˈplas
himplés	imˈples
hiñás	iˈɲas
hincá	inˈka
hincás	inˈkas
hinchá	inˈʧa
hinchás	inˈʧas
hinchás	inˈʧas
hinchés	inˈʧes
hinqués	inˈkes
hipá	iˈpa
hipás	iˈpas
hipertrofiá	ipeɾt̪ɾofiˈa
hipertrofiás	ipeɾt̪ɾofiˈas
hipertrofiés	ipeɾt̪ɾoˈfjes
hipés	iˈpes
hipnoticés	ipnot̪iˈses
hipnotizá	ipnot̪iˈsa
hipnotizás	ipnot̪iˈsas
hipotecá	ipot̪eˈka
hipotecás	ipot̪eˈkas
hipotequés	ipot̪eˈkes
hirás	iˈɾas
hirvás	iɾˈbas
hisopá	isoˈpa
hisopás	isoˈpas
hisopeá	isopeˈa
hisopeás	isopeˈas
hisopeés	isopeˈes
hisopés	isoˈpes
hispanicés	ispaniˈses
hispanizá	ispaniˈsa
hispanizás	ispaniˈsas
historiá	ist̪oɾiˈa
historiás	ist̪oɾiˈas
historiés	ist̪oˈɾjes
hitá	iˈt̪a
hitás	iˈt̪as
hités	iˈt̪es
hocés	oˈses
hocicá	osiˈka
hocicás	osiˈkas
hociqués	osiˈkes
hojaldrá	oxalˈd̪ɾa
hojaldrás	oxalˈd̪ɾas
hojaldrés	oxalˈd̪ɾes
hojeá	oxeˈa
hojeás	oxeˈas
hojeés	oxeˈes
holgá	olˈga
holgás	olˈgas
holgazaneá	olgasaneˈa
holgazaneás	olgasaneˈas
holgazaneés	olgasaneˈes
holgués	olˈges
hollá	oˈʝa
hollás	oˈʝas
hollés	oˈʝes
hombreá	ombɾeˈa
hombreás	ombɾeˈas
hombreés	ombɾeˈes
homenajeá	omenaxeˈa
homenajeás	omenaxeˈas
homenajeés	omenaxeˈes
homogeneicés	omoxenejˈses
homogeneizá	omoxenejˈsa
homogeneizás	omoxenejˈsas
homologá	omoloˈga
homologás	omoloˈgas
homologués	omoloˈges
hondeá	ond̪eˈa
hondeás	ond̪eˈas
hondeés	ond̪eˈes
honestá	onesˈt̪a
honestás	onesˈt̪as
honestés	onesˈt̪es
honorá	onoˈɾa
honorás	onoˈɾas
honorés	onoˈɾes
honrá	onˈra
honrás	onˈras
honrés	onˈres
hopeá	opeˈa
hopeás	opeˈas
hopeés	opeˈes
horadá	oɾaˈd̪a
horadás	oɾaˈd̪as
horadés	oɾaˈd̪es
hormigoná	oɾmigoˈna
hormigonás	oɾmigoˈnas
hormigonés	oɾmigoˈnes
hormigueá	oɾmigeˈa
hormigueás	oɾmigeˈas
hormigueés	oɾmigeˈes
hornagueá	oɾnageˈa
hornagueás	oɾnageˈas
hornagueés	oɾnageˈes
horneá	oɾneˈa
horneás	oɾneˈas
horneés	oɾneˈes
horrá	oˈra
horrás	oˈras
horrés	oˈres
horripilá	oripiˈla
horripilás	oripiˈlas
horripilés	oripiˈles
horroricés	oroɾiˈses
horrorizá	oroɾiˈsa
horrorizás	oroɾiˈsas
hospedá	ospeˈd̪a
hospedás	ospeˈd̪as
hospedés	ospeˈd̪es
hospitalicés	ospit̪aliˈses
hospitalizá	ospit̪aliˈsa
hospitalizás	ospit̪aliˈsas
hostigá	ost̪iˈga
hostigás	ost̪iˈgas
hostigués	ost̪iˈges
hostilicés	ost̪iliˈses
hostilizá	ost̪iliˈsa
hostilizás	ost̪iliˈsas
hozá	oˈsa
hozás	oˈsas
hucheá	uʧeˈa
hucheás	uʧeˈas
hucheés	uʧeˈes
huevá	weˈba
huevás	weˈbas
huevés	weˈbes
huí	wi
huís	wis
humaná	umaˈna
humanás	umaˈnas
humanés	umaˈnes
humanicés	umaniˈses
humanizá	umaniˈsa
humanizás	umaniˈsas
humeá	umeˈa
humeás	umeˈas
humectá	umekˈt̪a
humectás	umekˈt̪as
humectés	umekˈt̪es
humedecé	umed̪eˈse
humedecés	umed̪eˈses
humedezcás	umed̪esˈkas
humeés	umeˈes
humillá	umiˈʝa
humillás	umiˈʝas
humillés	umiˈʝes
hundás	unˈd̪as
hundí	unˈd̪i
hundís	unˈd̪is
hurgá	uɾˈga
hurgás	uɾˈgas
hurgoneá	uɾgoneˈa
hurgoneás	uɾgoneˈas
hurgoneés	uɾgoneˈes
hurgués	uɾˈges
hurgueteá	uɾget̪eˈa
hurgueteás	uɾget̪eˈas
hurgueteés	uɾget̪eˈes
hurone??	uˈɾone
huroneás	uɾoneˈas
huroneés	uɾoneˈes
hurtá	uɾˈt̪a
hurtás	uɾˈt̪as
hurtés	uɾˈt̪es
husmeá	usmeˈa
husmeás	usmeˈas
husmeés	usmeˈes
huyás	uˈʝas
icés	iˈses
ideá	id̪eˈa
idealicés	id̪ealiˈses
idealizá	id̪ealiˈsa
idealizás	id̪ealiˈsas
ideás	id̪eˈas
ideés	id̪eˈes
identificá	id̪ent̪ifiˈka
identificás	id̪ent̪ifiˈkas
identifiqués	id̪ent̪ifiˈkes
ideologicés	id̪eoloxiˈses
ideologizá	id̪eoloxiˈsa
ideologizás	id̪eoloxiˈsas
idioticés	id̪jot̪iˈses
idiotizá	id̪jot̪iˈsa
idiotizás	id̪jot̪iˈsas
idolatrá	id̪olaˈt̪ɾa
idolatrás	id̪olaˈt̪ɾas
idolatrés	id̪olaˈt̪ɾes
ignifugá	ignifuˈga
ignifugás	ignifuˈgas
ignifugués	ignifuˈges
ignorá	ignoˈɾa
ignorás	ignoˈɾas
ignorés	ignoˈɾes
igualá	igwaˈla
igualás	igwaˈlas
igualés	igwaˈles
í	i
ijadeá	ixad̪eˈa
ijadeás	ixad̪eˈas
ijadeés	ixad̪eˈes
ilegalicés	ilegaliˈses
ilegalizá	ilegaliˈsa
ilegalizás	ilegaliˈsas
ilegitimá	ilexit̪iˈma
ilegitimás	ilexit̪iˈmas
ilegitimés	ilexit̪iˈmes
iluminá	ilumiˈna
iluminás	ilumiˈnas
iluminés	ilumiˈnes
ilusioná	ilusjoˈna
ilusionás	ilusjoˈnas
ilusionés	ilusjoˈnes
ilustrá	ilusˈt̪ɾa
ilustrás	ilusˈt̪ɾas
ilustrés	ilusˈt̪ɾes
imaginá	imaxiˈna
imaginás	imaxiˈnas
imaginés	imaxiˈnes
imaná	imaˈna
imanás	imaˈnas
imanés	imaˈnes
imantá	imanˈt̪a
imantás	imanˈt̪as
imantés	imanˈt̪es
imbricá	imbɾiˈka
imbricás	imbɾiˈkas
imbriqués	imbɾiˈkes
imbuí	imˈbwi
imbuís	imˈbwis
imbuyás	imbuˈʝas
imitá	imiˈt̪a
imitás	imiˈt̪as
imités	imiˈt̪es
impacientá	impasjenˈt̪a
impacientás	impasjenˈt̪as
impacientés	impasjenˈt̪es
impactá	impakˈt̪a
impactás	impakˈt̪as
impactés	impakˈt̪es
impartás	impaɾˈt̪as
impartí	impaɾˈt̪i
impartís	impaɾˈt̪is
impedí	impeˈd̪i
impedís	impeˈd̪is
impelás	impeˈlas
impelé	impeˈle
impelés	impeˈles
impendás	impenˈd̪as
impendé	impenˈd̪e
impendés	impenˈd̪es
imperá	impeˈɾa
imperás	impeˈɾas
imperés	impeˈɾes
impermeabilicés	impeɾmeabiliˈses
impermeabilizá	impeɾmeabiliˈsa
impermeabilizás	impeɾmeabiliˈsas
impersonalicés	impeɾsonaliˈses
impersonalizá	impeɾsonaliˈsa
impersonalizás	impeɾsonaliˈsas
impetrá	impeˈt̪ɾa
impetrás	impeˈt̪ɾas
impetrés	impeˈt̪ɾes
impidás	impiˈd̪as
implantá	implanˈt̪a
implantás	implanˈt̪as
implantés	implanˈt̪es
implementá	implemenˈt̪a
implementás	implemenˈt̪as
implementés	implemenˈt̪es
implicá	impliˈka
implicás	impliˈkas
impliqués	impliˈkes
implorá	imploˈɾa
implorás	imploˈɾas
implorés	imploˈɾes
imponé	impoˈne
imponés	impoˈnes
impongás	imponˈgas
importá	impoɾˈt̪a
importás	impoɾˈt̪as
importés	impoɾˈt̪es
importuná	impoɾt̪uˈna
importunás	impoɾt̪uˈnas
importunés	impoɾt̪uˈnes
imposibilitá	imposibiliˈt̪a
imposibilitás	imposibiliˈt̪as
imposibilités	imposibiliˈt̪es
impostá	imposˈt̪a
impostás	imposˈt̪as
impostés	imposˈt̪es
imprecá	impɾeˈka
imprecás	impɾeˈkas
impregná	impɾegˈna
impregnás	impɾegˈnas
impregnés	impɾegˈnes
imprequés	impɾeˈkes
impresioná	impɾesjoˈna
impresionás	impɾesjoˈnas
impresionés	impɾesjoˈnes
imprimá	impɾiˈma
imprimás	impɾiˈmas
imprimás	impɾiˈmas
imprimés	impɾiˈmes
imprimí	impɾiˈmi
imprimís	impɾiˈmis
improbá	impɾoˈba
improbás	impɾoˈbas
improbés	impɾoˈbes
improvisá	impɾobiˈsa
improvisás	impɾobiˈsas
improvisés	impɾobiˈses
impugná	impugˈna
impugnás	impugˈnas
impugnés	impugˈnes
impulsá	impulˈsa
impulsás	impulˈsas
impulsés	impulˈses
impurificá	impuɾifiˈka
impurificás	impuɾifiˈkas
impurifiqués	impuɾifiˈkes
imputá	impuˈt̪a
imputás	impuˈt̪as
imputés	impuˈt̪es
inactivá	inakt̪iˈba
inactivás	inakt̪iˈbas
inactivés	inakt̪iˈbes
inaugurá	inawguˈɾa
inaugurás	inawguˈɾas
inaugurés	inawguˈɾes
incapacitá	inkapasiˈt̪a
incapacitás	inkapasiˈt̪as
incapacités	inkapasiˈt̪es
incardiná	inkaɾd̪iˈna
incardinás	inkaɾd̪iˈnas
incardinés	inkaɾd̪iˈnes
incautá	inkawˈt̪a
incautás	inkawˈt̪as
incautés	inkawˈt̪es
incendiá	insend̪iˈa
incendiás	insend̪iˈas
incendiés	insenˈd̪jes
incensá	insenˈsa
incensás	insenˈsas
incensés	insenˈses
incentivá	insent̪iˈba
incentivás	insent̪iˈbas
incentivés	insent̪iˈbes
incidás	insiˈd̪as
incidí	insiˈd̪i
incidís	insiˈd̪is
incinerá	insineˈɾa
incinerás	insineˈɾas
incinerés	insineˈɾes
incitá	insiˈt̪a
incitás	insiˈt̪as
incités	insiˈt̪es
incliná	inkliˈna
inclinás	inkliˈnas
inclinés	inkliˈnes
incluí	inkˈlwi
incluís	inkˈlwis
incluyás	inkluˈʝas
incoá	inkoˈa
incoás	inkoˈas
incoés	inkoˈes
incominiqués	inkominiˈkes
