#name German-Hoch
#lang deu-hoch
A	ʔaː
Intransitiven	ʔɪntʁanzitiːvən
intransitiven	ʔɪntʁanzitiːvən
intransitiver	ʔɪntʁanzitiːvɐ
intransitives	ʔɪntʁanzitiːvəs
intravenös	ʔɪntʁaveˈnøːs
intrazellular	ʔɪntʁaʦɛluˈlaːɐ
intrazellulare	ʔɪntʁaʦɛluˈlaːʁə
intrazellularem	ʔɪntʁaʦɛluˈlaːʁəm
intrazellularen	ʔɪntʁaʦɛluˈlaːʁən
intrazellularer	ʔɪntʁaʦɛluˈlaːʁɐ
intrazellulares	ʔɪntʁaʦɛluˈlaːʁəs
Intrigant	ʔɪntʁiˈɡant
intrigant	ʔɪntʁiˈɡant
intrigante	ʔɪntʁiˈɡantə
intrigantem	ʔɪntʁiˈɡantəm
intriganten	ʔɪntʁiˈɡantən
intriganter	ʔɪntʁiˈɡantɐ
intrigantere	ʔɪntʁiˈɡantəʁə
intriganterem	ʔɪntʁiˈɡantəʁəm
intriganteren	ʔɪntʁiˈɡantəʁən
intriganterer	ʔɪntʁiˈɡantəʁɐ
intriganteres	ʔɪntʁiˈɡantəʁəs
intrigantes	ʔɪntʁiˈɡantəs
intrigantest	ʔɪntʁiˈɡantəst
intriganteste	ʔɪntʁiˈɡantəstə
intrigantestem	ʔɪntʁiˈɡantəstəm
intrigantesten	ʔɪntʁiˈɡantəstən
intrigantester	ʔɪntʁiˈɡantəstɐ
intrigantestes	ʔɪntʁiˈɡantəstəs
intrigantst	ʔɪntʁiˈɡanʦt
intrigantste	ʔɪntʁiˈɡanʦtə
intrigantstem	ʔɪntʁiˈɡanʦtəm
intrigantsten	ʔɪntʁiˈɡanʦtən
intrigantster	ʔɪntʁiˈɡanʦtɐ
intrigantstes	ʔɪntʁiˈɡanʦtəs
Intrige	ʔɪnˈtʁiːɡə
intrigiere	ʔɪntʁiˈɡiːʁə
intrigieren	ʔɪntʁiˈɡiːʁən
intrigierend	ʔɪntʁiˈɡiːʁənt
intrigierest	ʔɪntʁiˈɡiːʁəst
intrigieret	ʔɪntʁiˈɡiːʁət
intrigierst	ʔɪntʁiˈɡiːɐst
intrigiert	ʔɪntʁiˈɡiːɐt
intrigierte	ʔɪntʁiˈɡiːɐtə
intrigierten	ʔɪntʁiˈɡiːɐtən
intrigiertest	ʔɪntʁiˈɡiːɐtəst
intrigiertet	ʔɪntʁiˈɡiːɐtət
Intrinsicfactor	ʔɪnˈtʁɪnsɪkˌfɛktɐ
Introduktion	ʔɪntʁodʊkˈʦjoːn
Introduktionen	ʔɪntʁodʊkˈʦjoːnən
introduziere	ʔɪntʁoduˈʦiːʁə
introduzieren	ʔɪntʁoduˈʦiːʁən
introduzierend	ʔɪntʁoduˈʦiːʁənt
introduzierest	ʔɪntʁoduˈʦiːʁəst
introduzieret	ʔɪntʁoduˈʦiːʁət
introduzierst	ʔɪntʁoduˈʦiːɐst
introduziert	ʔɪntʁoduˈʦiːɐt
introduzierte	ʔɪntʁoduˈʦiːɐtə
introduzierten	ʔɪntʁoduˈʦiːɐtən
introduziertest	ʔɪntʁoduˈʦiːɐtəst
introduziertet	ʔɪntʁoduˈʦiːɐtət
introflektiv	ʔɪntʁoflɛkˈtiːf
Introitus	ʔɪnˈtʁoːitʊs
Introspektion	ʔɪntʁospɛkˈʦjoːn
Introspektionen	ʔɪntʁospɛkˈʦjoːnən
Introversion	ʔɪntʁovɛɐˈzjoːn
Introversionen	ʔɪntʁovɛɐˈzjoːnən
introvertiert	ʔɪntʁovɛɐˈtiːɐt
Intruktion	ʔɪntʁʊkˈʦjoːn
Intrusion	ʔɪntʁuˈzjoːn
intrusiv	ʔɪntʁuˈziːf
intruzieren	ʔɪntʁuˈʦiːʁən
Intuition	ʔɪntuiˈʦjoːn
Intuitionen	ʔɪntuiˈʦjoːnən
Intuitionismus	ʔɪntuitsjoˈnɪsmʊs
intuitiv	ʔɪntuiˈtiːf
intuitive	ʔɪntuiˈtiːvə
intuitivem	ʔɪntuiˈtiːvəm
intuitiven	ʔɪntuiˈtiːvən
intuitiver	ʔɪntuiˈtiːvɐ
intuitives	ʔɪntuiˈtiːvəs
intus	ʔɪntʊs
Inulin	ʔinuˈliːn
Inundation	ʔɪnʔʊndaˈʦjoːn
Inundationen	ʔɪnʔʊndaˈʦjoːnən
invalid	ʔɪnvaˈliːt
invalide	ʔɪnvaˈliːdə
invalidem	ʔɪnvaˈliːdəm
invaliden	ʔɪnvaˈliːdən
invalider	ʔɪnvaˈliːdɐ
invalides	ʔɪnvaˈliːdəs
invalidiere	ʔɪnvaliˈdiːʁə
invalidieren	ʔɪnvaliˈdiːʁən
invalidierend	ʔɪnvaliˈdiːʁənt
invalidierest	ʔɪnvaliˈdiːʁəst
invalidieret	ʔɪnvaliˈdiːʁət
invalidierst	ʔɪnvaliˈdiːɐst
invalidiert	ʔɪnvaliˈdiːɐt
invalidierte	ʔɪnvaliˈdiːɐtə
invalidierten	ʔɪnvaliˈdiːɐtən
invalidiertest	ʔɪnvaliˈdiːɐtəst
invalidiertet	ʔɪnvaliˈdiːɐtət
invalidisiere	ʔɪnvalidiˈziːʁə
invalidisieren	ʔɪnvalidiˈziːʁən
invalidisierend	ʔɪnvalidiˈziːʁənt
invalidisierest	ʔɪnvalidiˈziːʁəst
invalidisieret	ʔɪnvalidiˈziːʁət
invalidisierst	ʔɪnvalidiˈziːɐst
invalidisiert	ʔɪnvalidiˈziːɐt
invalidisierte	ʔɪnvalidiˈziːɐtə
invalidisierten	ʔɪnvalidiˈziːɐtən
invalidisiertest	ʔɪnvalidiˈziːɐtəst
invalidisiertet	ʔɪnvalidiˈziːɐtət
Invalidität	ʔɪnvalidiˈtɛːt
Invar	ʔɪnˈvaːɐ
Invarianz	ʔɪnvaʁjanʦ
Invasion	ʔɪnvaˈzjoːn
Invasionen	ʔɪnvaˈzjoːnən
Invasor	ʔɪnvaˈzoːɐ
Invektive	ʔɪnvɛkˈtiːvə
Invektiven	ʔɪnvɛkˈtiːvən
Inventar	ʔɪnvɛnˈtaːɐ
Inventare	ʔɪnvɛnˈtaːʁə
Inventaren	ʔɪnvɛnˈtaːʁən
Inventares	ʔɪnvɛnˈtaːʁəs
Inventarisation	ʔɪnvɛntaʁizaˈʦjoːn
inventarisiere	ʔɪnvɛntaʁiˈziːʁə
inventarisieren	ʔɪnvɛntaʁiˈziːʁən
inventarisierend	ʔɪnvɛntaʁiˈziːʁənt
inventarisierest	ʔɪnvɛntaʁiˈziːʁəst
inventarisieret	ʔɪnvɛntaʁiˈziːʁət
inventarisierst	ʔɪnvɛntaʁiˈziːɐst
inventarisiert	ʔɪnvɛntaʁiˈziːɐt
inventarisierte	ʔɪnvɛntaʁiˈziːɐtə
inventarisierten	ʔɪnvɛntaʁiˈziːɐtən
inventarisiertest	ʔɪnvɛntaʁiˈziːɐtəst
inventarisiertet	ʔɪnvɛntaʁiˈziːɐtət
Inventars	ʔɪnvɛnˈtaːɐs
Invention	ʔɪnvɛnˈʦjoːn
Inventionen	ʔɪnvɛnˈʦjoːnən
Inventur	ʔɪnvɛnˈtuːɐ
Inventuren	ʔɪnvɛnˈtuːʁən
invers	ʔɪnˈvɛɐs
inverse	ʔɪnˈvɛɐzə
inversem	ʔɪnˈvɛɐzəm
inversen	ʔɪnˈvɛɐzən
inverser	ʔɪnˈvɛɐzɐ
inverses	ʔɪnˈvɛɐzəs
Inversion	ʔɪnvɛɐˈzjoːn
Inversionen	ʔɪnvɛɐˈzjoːnən
Invertase	ʔɪnvɛɐˈtaːzə
Invertebrat	ʔɪnvɛɐtəˈbʁaːt
Invertebraten	ʔɪnvɛɐtəˈbʁaːtən
Inverter	ʔɪnˈvɛɐtɐ
invertiere	ʔɪnvɛɐˈtiːʁə
invertieren	ʔɪnvɛɐˈtiːʁən
invertierend	ʔɪnvɛɐˈtiːʁənt
invertierest	ʔɪnvɛɐˈtiːʁəst
invertieret	ʔɪnvɛɐˈtiːʁət
invertierst	ʔɪnvɛɐˈtiːɐst
invertiert	ʔɪnvɛɐˈtiːɐt
invertierte	ʔɪnvɛɐˈtiːɐtə
invertiertem	ʔɪnvɛɐˈtiːɐtəm
invertierten	ʔɪnvɛɐˈtiːɐtən
invertierter	ʔɪnvɛɐˈtiːɐtɐ
invertiertes	ʔɪnvɛɐˈtiːɐtəs
invertiertest	ʔɪnvɛɐˈtiːɐtəst
invertiertet	ʔɪnvɛɐˈtiːɐtət
Invertin	ʔɪnvɛɐˈtiːn
investiere	ʔɪnvɛsˈtiːʁə
investieren	ʔɪnvɛsˈtiːʁən
investierend	ʔɪnvɛsˈtiːʁənt
investierest	ʔɪnvɛsˈtiːʁəst
investieret	ʔɪnvɛsˈtiːʁət
investierst	ʔɪnvɛsˈtiːɐst
investiert	ʔɪnvɛsˈtiːɐt
investierte	ʔɪnvɛsˈtiːɐtə
investierten	ʔɪnvɛsˈtiːɐtən
investiertest	ʔɪnvɛsˈtiːɐtəst
investiertet	ʔɪnvɛsˈtiːɐtət
Investierung	ʔɪnvɛsˈtiːʁʊŋ
Investierungen	ʔɪnvɛsˈtiːʁʊŋən
Investigation	ʔɪnvɛstiɡaˈʦjoːn
investigativ	ʔɪnvɛstiɡaˈtiːf
Investition	ʔɪnvɛstiˈʦjoːn
Investitionen	ʔɪnvɛstiˈʦjoːnən
Investitur	ʔɪnvɛstiˈtuːɐ
Investment	ʔɪnˈvɛstmɛnt
Investments	ʔɪnˈvɛstmɛnʦ
Investor	ʔɪnˈvɛstoːɐ
Investoren	ʔɪnvɛsˈtoːʁən
invitieren	ʔɪnviˈtiːʁən
Invokation	ʔɪnvokaˈʦjoːn
Invokationen	ʔɪnvokaˈʦjoːnən
Involution	ʔɪnvoluˈʦjoːn
Involutionen	ʔɪnvoluˈʦjoːnən
involviere	ʔɪnvɔlˈviːʁə
involvieren	ʔɪnvɔlˈviːʁən
involvierend	ʔɪnvɔlˈviːʁənt
involvierest	ʔɪnvɔlˈviːʁəst
involvieret	ʔɪnvɔlˈviːʁət
involvierst	ʔɪnvɔlˈviːɐst
involviert	ʔɪnvɔlˈviːɐt
involvierte	ʔɪnvɔlˈviːɐtə
involvierten	ʔɪnvɔlˈviːɐtən
involviertest	ʔɪnvɔlˈviːɐtəst
involviertet	ʔɪnvɔlˈviːɐtət
inwärts	ʔɪnvɛɐʦ
inwiefern	ʔɪnviˈfɛɐn
inwieweit	ʔɪnviˈvaɪt
Inzest	ʔɪnˈʦɛst
Inzeste	ʔɪnˈʦɛstə
Inzesten	ʔɪnˈʦɛstən
Inzestes	ʔɪnˈʦɛstəs
Inzests	ʔɪnˈʦɛsʦ
inzestuös	ʔɪnʦɛsˈtɥøːs
Inzidenz	ʔɪnʦiˈdɛnʦ
Inzidenzien	ʔɪnʦiˈdɛnʦjən
inzipient	ʔɪnʦiˈpjɛnt
inzwischen	ʔɪnˈʦvɪʃən
Ion	joːn
Ionen	ʔiˈoːnən
Ionier	joːnjɐ
Ionisation	ʔiːonizaˈʦjoːn
ionisch	ʔiˈoːnɪʃ
ionisiere	ʔioniˈziːʁə
ionisieren	ʔioniˈziːʁən
ionisierend	ʔioniˈziːʁənt
ionisierest	ʔioniˈziːʁəst
ionisieret	ʔioniˈziːʁət
ionisierst	ʔioniˈziːɐst
ionisiert	ʔioniˈziːɐt
ionisierte	ʔioniˈziːɐtə
ionisierten	ʔioniˈziːɐtən
ionisiertest	ʔioniˈziːɐtəst
ionisiertet	ʔioniˈziːɐtət
Ionophorese	ʔionofoˈʁeːzə
Ionophoresen	ʔionofoˈʁeːzən
Ionosphäre	ʔionoˈsfɛːʁə
Ions	joːns
Iontophorese	ʔiːɔntofoˈʁeːzə
Iontophoresen	ʔiːɔntofoˈʁeːzən
Iota	joːtaː
Iphikrates	ʔiˈfiːkʁatɛs
Ipsitilla	ʔɪpsiˈtɪlaː
Irad	ʔiˈʁaːt
Irak	ʔiˈʁaːk
Irakerin	ʔiˈʁaːkəʁɪn
Iraklion	ʔiˈʁaːkliɔn
Iran	ʔiˈʁaːn
Iranerin	ʔiˈʁaːnəʁɪn
Irbis	ʔɪɐbɪs
Irbit	ʔɪɐˈbiːt
irden	ʔɪɐdən
irdisch	ʔɪɐdɪʃ
irdische	ʔɪɐdɪʃə
irdischem	ʔɪɐdɪʃəm
irdischen	ʔɪɐdɪʃən
irdischer	ʔɪɐdɪʃɐ
irdisches	ʔɪɐdɪʃəs
Ire	ʔiːʁə
Iren	ʔɪʁən
Irena	ʔiˈʁeːnaː
Irenäus	ʔiʁeˈnɛːʊs
Irene	ʔiˈʁeːnə
irgend	ʔɪɐɡənt
irgendein	ʔɪɐɡəntˈʔaɪn
irgendeinmal	ʔɪɐɡəntˌʔaɪnmaːl
irgendwann	ʔɪɐɡəntˈvan
irgendwas	ʔɪɐɡəntˈvas
irgendwelche	ʔɪɐɡəntˈvɛlçə
irgendwie	ʔɪɐɡəntˈviː
irgendwo	ʔɪɐɡəntˈvoː
irgendwoher	ʔɪɐɡəntvoˈheːɐ
irgendwohin	ʔɪɐɡəntvoˈhɪn
Irian	ʔiˈʁiːaːn
Iridium	ʔiˈʁiːdjʊm
Irin	ʔiːʁɪn
Irina	ʔiˈʁiːnaː
Iringa	ʔiˈʁɪŋɡaː
Iris	ʔiːʁɪs
irisch	ʔiːʁɪʃ
irische	ʔiːʁɪʃə
irischem	ʔiːʁɪʃəm
irischen	ʔiːʁɪsçən
irischer	ʔiːʁɪʃɐ
irisches	ʔiːʁɪʃəs
irisieren	ʔiʁiˈziːʁən
Irland	ʔɪɐlant
Irma	ʔɪɐmaː
Irmela	ʔɪɐˈmeːlaː
Irmgard	ʔɪɐmɡaɐt
Irmhild	ʔɪɐmhɪlt
Irminone	ʔɪɐmiˈnoːnə
Irminsul	ʔɪɐmɪnzuːl
Irmtraud	ʔɪɐmtʁaʊt
Irmtraut	ʔɪɐmtʁaʊt
Irokese	ʔiʁoˈkeːzə
Irokesen	ʔiʁoˈkeːzən
Iron	ʔiˈʁoːn
Ironie	ʔiʁoˈniː
Ironien	ʔiʁoˈniːən
Ironiker	ʔɪˈʁoːnikɐ
Ironikern	ʔiˈʁoːnɪkɐn
Ironikers	ʔiˈʁoːnɪkɐs
ironisch	ʔiˈʁoːnɪʃ
ironische	ʔiˈʁoːnɪʃə
ironischem	ʔiˈʁoːnɪʃəm
ironischen	ʔiˈʁoːnɪʃən
ironischer	ʔiˈʁoːnɪʃɐ
ironischere	ʔiˈʁoːnɪʃəʁə
ironischerem	ʔiˈʁoːnɪʃəʁəm
ironischeren	ʔiˈʁoːnɪʃəʁən
ironischerer	ʔiˈʁoːnɪʃəʁɐ
ironischeres	ʔiˈʁoːnɪʃəʁəs
ironisches	ʔiˈʁoːnɪʃəs
ironischst	ʔiˈʁoːnɪʃst
ironischste	ʔiˈʁoːnɪʃstə
ironischstem	ʔiˈʁoːnɪʃstəm
ironischsten	ʔiˈʁoːnɪʃstən
ironischster	ʔiˈʁoːnɪʃstɐ
ironischstes	ʔiˈʁoːnɪʃstəs
ironisiere	ʔiʁoniˈziːʁə
ironisieren	ʔiʁoniˈziːʁən
ironisierend	ʔiʁoniˈziːʁənt
ironisierest	ʔiʁoniˈziːʁəst
ironisieret	ʔiʁoniˈziːʁət
ironisierst	ʔiʁoniˈziːɐst
ironisiert	ʔiʁoniˈziːɐt
ironisierte	ʔiʁoniˈziːɐtə
ironisierten	ʔiʁoniˈziːɐtən
ironisiertest	ʔiʁoniˈziːɐtəst
ironisiertet	ʔiʁoniˈziːɐtət
Irr	ʔɪɐ
Irradiation	ʔɪʁadjaˈʦjoːn
irrational	ʔɪʁatsjonaːl
irrationale	ʔɪʁatsjonaːlə
irrationalem	ʔɪʁatsjonaːləm
irrationalen	ʔɪʁatsjonaːlən
irrationaler	ʔɪʁatsjonaːlɐ
irrationalere	ʔɪʁatsjonaːləʁə
irrationalerem	ʔɪʁatsjonaːləʁəm
irrationaleren	ʔɪʁatsjonaːləʁən
irrationalerer	ʔɪʁatsjonaːləʁɐ
irrationaleres	ʔɪʁatsjonaːləʁəs
irrationales	ʔɪʁatsjonaːləs
Irrationalismus	ʔɪʁatsjonaˈlɪsmʊs
irrationalistisch	ʔɪʁatsjonaˈlɪstɪʃ
irrationalst	ʔɪʁatsjonaːlst
irrationalste	ʔɪʁatsjonaːlstə
irrationalstem	ʔɪʁatsjonaːlstəm
irrationalsten	ʔɪʁatsjonaːlstən
irrationalster	ʔɪʁatsjonaːlstɐ
irrationalstes	ʔɪʁatsjonaːlstəs
Irre	ʔɪʁə
irre	ʔɪʁə
irreal	ʔɪʁeaːl
irreale	ʔɪʁeaːlə
irrealem	ʔɪʁeaːləm
irrealen	ʔɪʁeˈʔaːlən
irrealer	ʔɪʁeaːlɐ
irreales	ʔɪʁeaːləs
Irrealis	ʔɪʁeˈʔaːlɪs
Irrealität	ʔɪʁeaːliˈtɛːt
irregulär	ʔɪʁeɡulɛːɐ
Irreguläre	ʔɪʁeɡuˈlɛːʁə
Irregularität	ʔɪʁeɡulaʁiˈtɛːt
irrelevant	ʔɪʁelevant
irrelevante	ʔɪʁelevantə
irrelevantem	ʔɪʁelevantəm
irrelevanten	ʔɪʁelevantən
irrelevanter	ʔɪʁelevantɐ
irrelevantes	ʔɪʁelevantəs
Irrelevanz	ʔɪʁelevanʦ
Irrelevanzen	ʔɪʁelevanʦən
irreligiös	ʔɪʁeliɡjøːs
Irreligiosität	ʔɪʁeliɡjoziˈtɛːt
irremache	ʔɪʁəˌmaxə
irremachen	ʔɪʁəˌmaxən
irremachend	ʔɪʁəˌmaxənt
irremachest	ʔɪʁəˌmaxəst
irremachet	ʔɪʁəˌmaxət
irremachst	ʔɪʁəˌmaxst
irremacht	ʔɪʁəˌmaxt
irremachte	ʔɪʁəˌmaxtə
irremachten	ʔɪʁəˌmaxtən
irremachtest	ʔɪʁəˌmaxtəst
irremachtet	ʔɪʁəˌmaxtət
Irren	ʔɪʁən
irren	ʔɪʁən
irreparabel	ʔɪʁepaʁaːbəl
irreparable	ʔɪʁepaʁaːblə
irreparablem	ʔɪʁepaʁaːbləm
irreparablen	ʔɪʁepaʁaːblən
irreparabler	ʔɪʁepaʁaːblɐ
irreparables	ʔɪʁepaʁaːbləs
Irrer	ʔɪʁɐ
Irres	ʔɪʁəs
Irresein	ʔɪʁəˌzaɪn
irresein	ʔɪʁəˌzaɪn
Irreseins	ʔɪʁəˌzaɪns
irreversibel	ʔɪʁevɛɐziːbəl
irreversible	ʔɪʁevɛɐziːblə
irreversiblem	ʔɪʁevɛɐziːbləm
irreversiblen	ʔɪʁevɛɐziːblən
irreversibler	ʔɪʁevɛɐziːblɐ
irreversibles	ʔɪʁevɛɐziːbləs
Irrewerden	ʔɪʁəˌveːɐdən
irrewerden	ʔɪʁəˌveːɐdən
Irrewerdens	ʔɪʁəˌveːɐdəns
Irrfahrt	ʔɪɐˌfaːɐt
Irrfahrten	ʔɪɐˌfaːɐtən
Irrgang	ʔɪɐˌɡaŋ
Irrgange	ʔɪɐˌɡaŋə
Irrganges	ʔɪɐˌɡaŋəs
Irrgangs	ʔɪɐˌɡaŋs
Irrglaube	ʔɪɐˌɡlaʊbə
Irrglauben	ʔɪɐˌɡlaʊbən
irrgläubig	ʔɪɐˌɡlɔɪbɪç
irrig	ʔɪʁɪç
Irrigation	ʔɪʁiɡaˈʦjoːn
Irrigationen	ʔɪʁiɡaˈʦjoːnən
irrige	ʔɪʁɪɡə
irrigem	ʔɪʁɪɡəm
irrigen	ʔɪʁɪɡən
irriger	ʔɪʁɪɡɐ
irrigere	ʔɪʁɪɡəʁə
irrigerem	ʔɪʁɪɡəʁəm
irrigeren	ʔɪʁɪɡəʁən
irrigerer	ʔɪʁɪɡəʁɐ
irrigeres	ʔɪʁɪɡəʁəs
irrigerweise	ˌʔɪʁiɡɐˈvaɪzə
irriges	ʔɪʁɪɡəs
irrigst	ʔɪʁɪçst
irrigste	ʔɪʁɪçstə
irrigstem	ʔɪʁɪçstəm
irrigsten	ʔɪʁɪçstən
irrigster	ʔɪʁɪçstɐ
irrigstes	ʔɪʁɪçstəs
irritabel	ʔɪʁiˈtaːbəl
irritabelst	ʔɪʁiˈtaːbəlst
irritabelste	ʔɪʁiˈtaːbəlstə
irritabelstem	ʔɪʁiˈtaːbəlstəm
irritabelsten	ʔɪʁiˈtaːbəlstən
irritabelster	ʔɪʁiˈtaːbəlstɐ
irritabelstes	ʔɪʁiˈtaːbəlstəs
Irritabilität	ʔɪʁitabiliˈtɛːt
irritable	ʔɪʁiˈtaːblə
irritablem	ʔɪʁiˈtaːbləm
irritablen	ʔɪʁiˈtaːblən
irritabler	ʔɪʁiˈtaːblɐ
irritables	ʔɪʁiˈtaːbləs
Irritation	ʔɪʁitaˈʦjoːn
Irritationen	ʔɪʁitaˈʦjoːnən
irritiere	ʔɪʁiˈtiːʁə
irritieren	ʔɪʁiˈtiːʁən
irritierend	ʔɪʁiˈtiːʁənt
irritierest	ʔɪʁiˈtiːʁəst
irritieret	ʔɪʁiˈtiːʁət
irritierst	ʔɪʁiˈtiːɐst
irritiert	ʔɪʁiˈtiːɐt
irritierte	ʔɪʁiˈtiːɐtə
irritierten	ʔɪʁiˈtiːɐtən
irritiertest	ʔɪʁiˈtiːɐtəst
irritiertet	ʔɪʁiˈtiːɐtət
Irrläufer	ʔɪɐˌlɔɪfɐ
Irrlehre	ʔɪɐˌleːʁə
Irrlehren	ʔɪɐˌleːʁən
Irrlicht	ʔɪɐlɪçt
Irrlichte	ʔɪɐlɪçtə
Irrlichter	ʔɪɐlɪçtɐ
Irrlichtern	ʔɪɐlɪçtɐn
Irrlichtes	ʔɪɐlɪçtəs
Irrlichts	ʔɪɐlɪçʦ
Irrsal	ʔɪɐzaːl
Irrsale	ʔɪɐzaːlə
Irrsalen	ʔɪɐzaːlən
Irrsales	ʔɪɐzaːləs
Irrsals	ʔɪɐzaːls
Irrsinn	ʔɪɐˌzɪn
Irrsinne	ʔɪɐˌzɪnə
Irrsinnes	ʔɪɐˌzɪnəs
Irrsinns	ʔɪɐˌzɪns
Irrtum	ʔɪɐtuːm
Irrtume	ʔɪɐtuːmə
Irrtumes	ʔɪɐtuːməs
irrtümlicherweise	ʔɪɐtyːmlɪçɐˌvaɪzə
Irrtums	ʔɪɐtuːms
Irrung	ʔɪʁʊŋ
Irrungen	ʔɪʁʊŋən
Irrweg	ʔɪɐˌveːk
Irrwege	ʔɪɐˌveːɡə
Irrwegen	ʔɪɐˌveːɡən
Irrweges	ʔɪɐˌveːɡəs
Irrwegs	ʔɪɐˌveːks
Irrwisch	ʔɪɐvɪʃ
Irrwische	ʔɪɐvɪʃə
Irrwischen	ʔɪɐvɪʃən
Irrwisches	ʔɪɐvɪʃəs
Irrwischs	ʔɪɐvɪʃs
irrwitzig	ʔɪɐˌvɪʦɪç
irrwitzige	ʔɪɐˌvɪʦɪɡə
irrwitzigem	ʔɪɐˌvɪʦɪɡəm
irrwitzigen	ʔɪɐˌvɪʦɪɡən
irrwitziger	ʔɪɐˌvɪʦɪɡɐ
irrwitzigere	ʔɪɐˌvɪʦɪɡəʁə
irrwitzigerem	ʔɪɐˌvɪʦɪɡəʁəm
irrwitzigeren	ʔɪɐˌvɪʦɪɡəʁən
irrwitzigerer	ʔɪɐˌvɪʦɪɡəʁɐ
irrwitzigeres	ʔɪɐˌvɪʦɪɡəʁəs
irrwitziges	ʔɪɐˌvɪʦɪɡəs
irrwitzigst	ʔɪɐˌvɪʦɪçst
irrwitzigste	ʔɪɐˌvɪʦɪçstə
irrwitzigstem	ʔɪɐˌvɪʦɪçstəm
irrwitzigsten	ʔɪɐˌvɪʦɪçstən
irrwitzigster	ʔɪɐˌvɪʦɪçstɐ
irrwitzigstes	ʔɪɐˌvɪʦɪçstəs
Isa	ʔiːzaː
Isaak	ʔiːzaak
Isabel	ʔizaˈbɛl
Isabella	ʔizaˈbɛlaː
isabellfarbig	ʔizaˈbɛlˌfaɐbɪç
Isallobare	ʔizaloˈbaːʁə
Isanomale	ʔizanoˈmaːlə
Isar	ʔiːzaɐ
Isatin	ʔizaˈtiːn
Isaurier	ʔiˈzaʊʁiɐ
Ischariot	ʔiˈʃaːʁiɔt
Ische	ʔɪʃə
Ischias	ʔɪʃjas
Ischtar	ʔɪʃtaɐ
Isegrim	ʔiːzəɡʁɪm
Iserlohn	ʔizɐˈloːn
Isfahan	ʔɪsfaˈhaːn
Isidor	ʔiːzidoːɐ
Isiro	ʔisiˈʁoː
Isis	ʔiːzɪs
Iskander	ʔɪsˈkandɐ
Islam	ʔɪsˈlaːm
Islamabad	ʔɪslamaˈbaːt
Islamist	ʔɪslaˈmɪst
islamitisch	ʔɪslaˈmiːtɪʃ
Islams	ʔɪsˈlaːms
Island	ʔiːslant
Isländer	ʔiːslɛndɐ
Isländerin	ʔiːslɛndəʁɪn
isländisch	ʔiːslɛndɪʃ
Islands	ʔiːslanʦ
Islem	ʔɪslɛm
Ismail	ʔɪsmail
Ismet	ʔɪsmɛt
Isobare	ʔizoˈbaːʁə
Isochore	ʔizoˈkoːʁə
isochron	ʔizoˈkʁoːn
Isogamie	ʔizoɡaˈmiː
Isogone	ʔizoˈɡoːnə
Isogyre	ʔizoˈɡyːʁə
Isohyete	ʔizohyˈʔeːtə
Isohyeten	ʔizohyˈʔeːtən
Isohypse	ʔizoˈhʏpsə
Isohypsen	ʔizoˈhʏpsən
Isokephalie	ʔiːzokefaˈliː
Isokline	ʔizoˈkliːnə
Isokrates	ʔiˈzoːkʁatɛs
Isolani	ʔizoˈlaːniː
Isolation	ʔizolaˈʦjoːn
Isolationen	ʔizolaˈʦjoːnən
Isolationismus	ʔizolatsjoˈnɪsmʊs
Isolator	ʔizoˈlaːtoːɐ
Isolatoren	ʔizolaˈtoːʁən
Isolators	ʔizoˈlaːtoːɐs
Isolde	ʔiˈzɔldə
Isoleuzin	ʔizolɔɪˈʦiːn
Isolierband	ʔizoˈliːɐˌbant
isoliere	ʔizoˈliːʁə
isolieren	ʔizoˈliːʁən
isolierend	ʔizoˈliːʁənt
isolierest	ʔizoˈliːʁəst
isolieret	ʔizoˈliːʁət
Isoliermaterial	ʔizoˈliːɐmateˌʁjaːl
Isolierschicht	ʔizoˈliːɐˌʃɪçt
isolierst	ʔizoˈliːɐst
Isolierstation	ʔizoˈliːɐʃtaˌʦjoːn
Isolierstoff	ʔizoˈliːɐˌʃtɔf
isoliert	ʔizoˈliːɐt
isolierte	ʔizoˈliːɐtə
isolierten	ʔizoˈliːɐtən
isoliertest	ʔizoˈliːɐtəst
isoliertet	ʔizoˈliːɐtət
Isolierung	ʔizoˈliːʁʊŋ
isomer	ʔizoˈmeːɐ
Isomerie	ʔizomeˈʁiː
isomorph	ʔizoˈmɔɐf
isomorphe	ʔizoˈmɔɐfə
isomorphem	ʔizoˈmɔɐfəm
isomorphen	ʔizoˈmɔɐfən
isomorpher	ʔizoˈmɔɐfɐ
isomorphes	ʔizoˈmɔɐfəs
Isomorphie	ʔizomɔɐˈfiː
Isomorphismus	ʔizomɔɐˈfɪsmʊs
Isonephe	ʔizoˈneːfə
Isonephen	ʔizoˈneːfən
Isonitril	ʔizoniˈtʁiːl
Isooktan	ʔizoʔɔkˈtaːn
Isopache	ʔizoˈpaxə
Isopachen	ʔizoˈpaxən
Isophane	ʔizoˈfaːnə
Isoplethe	ʔizoˈpleːtə
Isoplethen	ʔizoˈpleːtən
Isopren	ʔizoˈpʁeːn
isoster	ʔizoˈsteːɐ
Isosterie	ʔizosteˈʁiː
Isotherme	ʔizoˈtɛɐmə
Isotop	ʔizoˈtoːp
Isotopie	ʔizotoˈpiː
isotrop	ʔizoˈtʁoːp
Isotropie	ʔizotʁoˈpiː
Israel	ʔɪsʁaeːl
