àbac	ˈaβək
edom_technology_corporation_limitated	ˈeðomtegˈnoloʒikorpoˈɾejʃonlimiˈtejtət
edp	ˈɛˈðeˈpe
edualdo	eˈðwalðo
eduarda	eˈðwarðə
eduard_flo	əðuˈarˈflo
eduard_fontserè	əðuˈarˈfɔnsəɾɛ
eduard_maristany	əðuˈarməɾisˈtaɲ
eduard_marquina	əðuˈarmərˈkinə
eduardo_conde	eðuˈarðoˈkonde
eduardo	eˈðwarðo
eduard_toda	əðuˈarˈtoðə
eduard_toldrà	əðuˈartulˈðɾa
eduard_torroja	əðuˈartoˈroxə
eduard_tubau	əðuˈartuˈβauw
educació_del_museu_nacional_de_ciencies_naturals	əðukəsiˈoðəlmuˈzɛuwnəsiuˈnalðəsiˈɛnsiəznətuˈɾals
educational_development_corporation	eðuˈkaʃonəlðeβeˈlobməŋkorpoˈɾejʃon
education_management_corporation	əðuˈkɛʃomˈmanaʤməŋkorpoˈɾejʃon
edurne	eˈðurne
edwards_lifesciences_corporation	ˈɛdwərzˈlajfsajənskorpoˈɾejʃon
edwin	ˈeðgwin
eeb	ɛɛˈβe
efebo	eˈfeβo
efg_eurobank_ergasias	ˈɛˈefəˈʒɛeuwɾoˈβaŋkerɣaˈsjas
efigenia	efiˈxenjə
efigenio	efiˈxenjo
efreín	efɾeˈin
efrén	eˈfɾen
efrig	ˈɛfɾik
efta	ˈɛftə
efunds_corporation	ˈefunskorpoˈɾejʃon
egain_communications_corporation	ˈeˈɣajŋkomuniˈkejʃonskorpoˈɾejʃon
eganagoldpfeil	eˈɣanaˈɣɔltˈfɛjl
ega	ˈɛɣə
egara	eˈɣaɾa
egas	ˈeɣəs
egberto	eɣˈβerto
egda	ˈegdə
egeo	eˈxeo
egeria	eˈxeɾjə
egerique	exeˈɾike
egidia	eˈxiðjə
egidio	eˈxiðjo
egio	ˈexjo
egipcíaques	əʒipˈsiəkəs
egipte	əˈʒiptə
egisto	eˈxisto
egle	ˈeɣle
egl_incorporated	ˈɛˈʒeˈeləjŋkorpoˈɾejtət
egnatia_bank	əgˈnatiəˈβaŋk
eguilaz	eɣiˈlaθ
egyptair	eʒipˈter
ehf	ˈɛˈaˈkefə
ehime_bank	əˈxajmˈβaŋk
éibar	ˈejβar
eicofet	əjkuˈfɛt
eider	əjˈðe
eidos	ˈejðos
eifler	ejˈfleɾ
eighteenth_bank	ɛjˈtinθˈbaŋk
eijo	ˈejxo
eilers_&_kirf	ˈɛjlərzaŋˈkirf
eintore	ejnˈtoɾe
eira	ˈejɾə
eireos	ejˈɾeos
eiro	ˈejɾo
eiru	ˈejɾu
eisai_corporation	ejˈsajkorpoˈɾejʃon
eisenmann	ˈajzəmmən
eitan	əjˈtan
eivissa	əjˈβisə
eixample	əˈʃamplə
eixau	əˈʃauw
eiximenis	əʃiˈmɛnis
eiximeno	ejɣsiˈmeno
ejidos	eˈxiðos
ejimeno	exiˈmeno
ejio	ˈexjo
ekamat	ekaˈmat
ekman_iberica	ˈegmaniˈβeɾika
eladia	eˈlaðjə
eladio	eˈlaðjo
eladi	əˈlaði
elaís	eləˈis
elal	eˈlal
elamex	ələˈmɛks
elan_corporation	ˈelaŋkorpoˈɾejʃon
elan_microelectronics_corporation	ˈeˈlammikɾoelekˈtɾɔnikskorpoˈɾejʃon
ela	ˈɛlə
elàstic_berger	əˈlastigbərˈʒe
el_baell	əlβəˈeʎ
elbaile	elˈβajle
el_balconet_cafè_internet	əlβəlkuˈnɛkkəˈfɛjntərnɛt
elba	ˈelβə
elbassan	əlβəˈsan
el_bassí	əlβəˈsi
el_bastareny	əlβəstəˈɾɛɲ
el_besòs	əlβəˈzɔs
elbio	ˈelβjo
elbit_systems	ˈɛlβitˈsistems
elbit_vision_systems_limited	ˈɛlβidˈbizionˈsistemzˈlimitet
elbo	ˈelβo
el_bruc	əlˈβɾuk
el_brugent	əlβɾuˈʒen
el_brull	əlˈβɾuʎ
el_cabrerès	əlkəβɾəˈɾɛs
el_cadí	əlkəˈði
el_caire	əlˈkajɾə
el_canaletes	əlkənəˈlɛtəs
el_cardener	əlkərðəˈne
el_carnaval	əlkərnəˈβal
el_carro_del_sol_ediciones	elˈkaroðelˈsoleðiˈθjones
el_casalet	əlkəzəˈlɛt
el_castellar	əlkəstəˈʎa
el_castell	əlkəsˈteʎ
el_castellot	əlkəstəˈʎɔt
el_castillo	elkasˈtiʎo
el_catllaràs	əlkəʎʎəˈɾas
el_catllar	əlkəʎˈʎa
el_catllar_de_gaià	əlkəʎˈʎaðəɣəˈja
el_cavallot_de_pedralbes	əlkəβəˈʎɔddəpəˈðɾalβəs
el_centre	əlˈsentɾə
el_cercavins	əlˈsɛrkəˈβins
el_cinca	əlˈsiŋkə
elcira	əlˈziɾə
el_clot	əlˈklɔt
el_cogul	əlkuˈɣul
el_cogulló	əlkuɣuˈʎo
elcom_international	ˈɛlkominterˈnaʃonəl
el_congost	əlkuŋˈgost
el_corredor	əlkurəˈðo
el_corte_inglés	elˈkortejŋˈgles
elcoso	elˈkoso
el_daró	əlðəˈɾo
elder-beerman_stores_corporation	ˈɛlðərˈβirmənəsˈtoɾskorpoˈɾejʃon
el_drac_del_parc	əlˈdɾagdəlˈpark
elduque	elˈðuke
elea	əˈleə
eleazar	eleəˈsaɾ
elecnor	ˈelegnor
elecsan	ˈelekˈsan
electrabel	elektɾaˈβel
electra	eˈlektɾə
eléctrica_del_ebro	eˈlektɾikaðeˈleβɾo
electric_fuel_corporation	eˈlɛktɾikfuˈɛlkorpoˈɾejʃon
electricidade_de_portugal	elektɾisiˈðaðeðeportuˈɣal
electricidad	elektɾisiˈðað
electricitat	ələktɾisiˈtat
electricité_de_france	elektɾisiˈteðeˈfɾans
electrocomponents	əlɛktɾukumpuˈnens
electrodomèstics_taurus	ələktɾuðuˈmɛstiksˈtauwɾus
electroglas	elektɾoˈɣlas
electroless_hard_coat	elektɾoˈlesˈxarˈkouwt
electrolux	elektɾoˈluks
electromontajes_montoliu	elektɾomonˈtaxezmuntuˈliuw
electrónica_recreativa_aplicada	elekˈtɾonikarekɾeaˈtiβaapliˈkaða
electronic_arts	ələkˈtɾɔniˈkars
electrónica_y_control	elekˈtɾonikajkonˈtɾol
electronic_clearing_house	elekˈtɾɔnikˈkliɾiŋˈxauws
electronic_data_systems_corporation	elekˈtɾɔnigˈdatəˈsistemskorpoˈɾejʃon
electronic_flux_corporation	elekˈtɾɔnikˈflukskorpoˈɾejʃon
electronics_boutique_holdings_corporation	elekˈtɾɔnigzβuˈtikˈxɔlðiŋskorpoˈɾejʃon
electronics_for_imaging	elekˈtɾɔniksˈfoɾiˈmaʒiŋ
electro_rent_corporation	eˈlektɾoˈrentkorpoˈɾejʃon
electro_scientific_industries	eˈlektɾosienˈtifikinˈdustɾis
electro-sensors	əlɛktɾusənˈsos
electrosistemas_bach	elektɾosisˈtemazˈβak
elegado	eleˈɣaðo
elejaga	eleˈxaɣə
elementis	ələˈmentis
elena	əˈlɛnə
elenio	eˈlenjo
elenpunt	ələmˈpun
eleodora	eleoˈðoɾə
eleodoro	eleoˈðoɾo
eleonora	eleoˈnoɾə
eleonor	eleoˈnoɾ
elephant	ˈelefən
elettrogen	ələˈtɾɔʒən
eleuterio	elewˈteɾjo
elfa	ˈɛlfə
el_far	əlˈfar
el_far_d'empordà	əlˈfarðəmpurˈða
el_flamisell	əlfləmiˈzeʎ
el_fluvià	əlfluβiˈa
el_foro_club	elˈfoɾoˈklup
el_francolí	əlfɾəŋkuˈli
el_freser	əlfɾəˈze
el_gaià	əlɣəˈja
el_gaitero	əlɣəjˈteɾu
el_gall_del_fanalet	əlˈɣaʎðəlfənəˈlɛt
elgarbay	elˈɣarβəj
elgart	əlˈɣart
el_ges	əlˈʒes
el_grupet_música_tradicional	əlɣɾuˈpɛmˈmuzikətɾəðisiuˈnal
el_gurri	əlˈɣuri
eliana	eˈljanə
eliane	eˈljane
elia	ˈeljə
elías	eˈliəs
eliazar	eljəˈsaɾ
eliaz	eˈljas
elicia	eˈlisjə
elies_ortíz	əˈliəzorˈtiθ
elies_pagès	əˈliəspəˈʒɛs
elies	əˈliəs
eliezer	eljeˈseɾ
eligio	eˈlixjo
eli_lilly_&_corporation	ˈɛliˈliʎiaŋkorpoˈɾejʃon
elinda	eˈlində
elín	eˈlin
elio	ˈeljo
elior	əliˈo
eli	ˈɛli
elisabet	əlizəˈβɛt
elisabets	əlizəˈβɛʦ
elisa_communications	əˈlizəkomuniˈkejʃons
elisandro	eliˈsandɾo
elisard_sala	əliˈzarˈsalə
elisa	əˈlizə
elisea	əliˈzɛə
elisenda_de_pinós	əliˈzɛndəðəpiˈnos
elisenda	əliˈzendə
eliseo_avedillo	eliˈseoaβeˈðiʎo
eliseo	eliˈseo
eliseu_maifren	əliˈzɛuwməjˈfɾen
elisi	əˈlizi
elis_manomàtic	ˈɛlizmənuˈmatik
elis	ˈelis
elite	eˈlite
elitegroup_computer_systems_corporation	elitˈɣɾupkomˈpjutərˈsistemskorpoˈɾejʃon
elite_information_group_incorporated	ˈelitejmforˈmɛjʃoŋˈgɾupiŋkorpoˈɾejtət
élite_mobel	ˈeliteˈmoβel
elite_semiconductor_memory_technology	eˈlitsemikonˈduktorˈmɛmoɾitegˈnoloʒi
elizabeth_arden	eˈlisaβeˈtarðen
elizabeth	eˈlisəβeð
elkano	elˈkano
elkcorporation	ˈɛlkkorpoˈɾejʃon
elkem	ˈɛlkəm
el_ladrillo_rojo_botiga	ellaˈðɾiʎoˈroxoβuˈtiɣə
ellams_duplicator	ˈɛʎəmzðupliˈkejtor
ellerine_holdings	ˈɛləɾinˈxɔlðiŋs
elling	ˈeliŋ
el·lipse	əˈlipsə
el_llantiol	əʎʎəntiˈɔl
el_llierca	əʎʎiˈerkə
el_lloar	əʎʎuˈa
el_llobregat	əʎʎuβɾəˈɣat
el_llobregós	əʎʎuβɾəˈɣos
el_lluçanès	əʎʎusəˈnɛs
el_manol	əlməˈnɔl
el_mariner	əlməɾiˈne
el_mas_blanc	əlˈmazˈβlaŋ
el_masnou	əlməzˈnɔuw
el_masrocs	əlmərˈrɔks
el_masroig	əlmərˈrɔʧ
el_matarranya	əlmətəˈraɲə
el_mèder	əlˈmɛðər
elmena	elˈmenə
el_merdàs	əlmərˈðas
el_mergançol	əlmərɣənˈsɔl
elmer	elˈmeɾ
elmer's_restaurants	ˈɛlmərzrəstəuwˈɾans
elmeva	əlˈmɛβə
el_milà	əlmiˈla
elmira_savings_bank	elˈmiɾaˈsejβiŋzˈβaŋk
elmir	elˈmiɾ
el_moianès	əlmujəˈnɛs
el_moixer	əlmuˈʃe
el_molar	əlmuˈla
el_montgròs	əlmoŋˈgɾɔs
el_montmell	əlmomˈmeʎ
elmo	ˈelmo
el_morell	əlmuˈɾeʎ
el_mundo	ˈelˈmundo
el_mundo_deportivo	əlˈmundoðeporˈtiβo
el_nàstic	əlˈnastik
eloísa	eloˈisə
elonga	əˈlɔŋgə
eloquent	əluˈken
elorga	əˈlɔrɣə
eloyalty_corporation	eˈlojaltikorpoˈɾejʃon
eloy	eˈloj
el_país	ˈelpaˈis
el_palau_d'anglesola	əlpəˈlauwðəŋgləˈzɔlə
el_palau_sant_jordi	əlpəˈlauwˈsaɲˈʒɔrði
el_papiol	əlpəpiˈɔl
el_paso_corporation	ˈelˈpasokorpoˈɾejʃon
el_paso_electric_corporation	ˈelˈpasoeˈlɛktɾikkorpoˈɾejʃon
el_pati_d'internet	əlˈpatiðintərˈnɛt
el_pedró	əlpəˈðɾo
el_pení	əlpəˈni
el_perelló	əlpəɾəˈʎo
el_periódico	əlpeˈɾjoðiko
el_petit_món	əlpəˈtimˈmon
el_pinell_de_brai	əlpiˈnelðəˈβɾaj
el_pinell_de_bray	əlpiˈnelðəˈβɾaj
el_pla_del_penedès	əlˈplaðəlpənəˈðɛs
el_pla_de_santa_maria	əlˈplaðəˈsantəməˈɾiə
el_poal	əlpuˈal
elpon	ˈelpon
el_pont_d'armentera	əlˈpɔndərmənˈteɾə
el_pont_de_bar	əlˈpɔndəˈβar
el_pont_de_suert	əlˈpɔndəsuˈɛrt
el_pont_de_vilomara	əlˈpɔndəβiluˈmaɾə
el_pont_de_vilomara_i_rocafort	əlˈpɔndəβiluˈmaɾəjˈrɔkəˈfɔrt
el_port	əlˈpɔrt
el_port_de_la_selva	əlˈpɔrdələˈsɛlβə
el_port_olímpic	əlˈpɔrtuˈlimpik
elprado	elˈpɾaðo
el_prat_de_llobregat	əlˈpɾaddəʎuβɾəˈɣat
elpuente	elˈpwente
el_puigmal	əlpuʤˈmal
el_puigpedrós	əlpuʧpəˈðɾos
el_punt_de_gràcia	əlˈpundəˈɣɾasiə
el_reguer	əlrəˈɣe
el_remei	əlrəˈmɛj
el_revardit	əlrəβərˈðit
el_rialb	əlriˈalp
el_ricardell	əlrikərˈðeʎ
el_ridaura	əlriˈðauwɾə
el_rigard	əlriˈɣart
el_rimal	əlriˈmal
el_ripoll	əlriˈpoʎ
el_riqüerna	əlriˈkwɛrnə
el_rissec	əlriˈsɛk
el_ritort	əlriˈtɔrt
elron_electronic_industries	ˈelronelekˈtɾɔnikinˈdustɾis
el_rourell	əlrouwˈɾeʎ
el_safareig	əlsəfəˈɾɛʧ
els_alamús	əlzələˈmus
el_salí	əlsəˈli
els_aligots	əlzəliˈɣɔʦ
el_salvador	əlsəlβəˈðo
elsa	ˈelsə
els_arcs	əlˈzarks
els_bessons	əlzβəˈsons
els_cloterons	əlsklutəˈɾons
el_segre	əlˈseɣɾə
els_encantats	əlzəŋkənˈtaʦ
elser	əlˈse
el_ser	əlˈser
els_garidells	əlzɣəɾiˈðeʎs
els_guiamets	əlzɣiəˈmɛʦ
els_hostalets_de_pierola	əlzustəˈlɛʣðəpiəˈɾɔlə
el_sió	əlsiˈo
elsira	elˈsiɾə
els_monjos	əlzˈmɔɲʒus
els_motllats	əlzmuʎˈʎaʦ
els_munts	əlzˈmuns
el_sobirà_de_santa_creu	əlsuβiˈɾaðəˈsantəˈkɾɛuw
el_soleràs	əlsuləˈɾas
els_omellons	əlzuməˈʎons
els_omells_de_na_gaia	əlzuˈmeʎzðənəˈɣajə
els_pallaresos	əlspəʎəˈɾɛzus
els_plans_de_sió	əlsˈplanzðəsiˈo
els_plans	əlsˈplans
els_prats_de_rei	əlsˈpɾaʣðəˈrej
els_quatre_gats	əlsˈkwatɾəˈɣaʦ
els_torms	əlsˈtorms
els_tossals	əlstuˈsals
els_traginers	əlstɾəʒiˈnes
el_sueño_del_coco_louco	ˈelˈsweɲoðelˈkokoˈlouwko
els_vilars	əlzβiˈlas
els_xulius	əlʃuˈliuws
el_taga	əlˈtaɣə
eltanal	əltəˈnal
elta	ˈɛltə
el_teatre_més_petit	əlteˈatɾəˈmespəˈtit
eltek	ˈeltek
el_ter	əlˈter
el_terri	əlˈtɛri
el_tibidabo	əltiβiˈðaβu
el_tiburón	ˈeltiβuˈɾon
eltoro	elˈtoɾo
el_tossal	əltuˈsal
eluney	eˈlunej
elval_hellenic_aluminum_industry	ˈɛlβələˈlɛnikaluˈminiuwminˈdustɾi
elva	ˈɛlβə
el_vendrell	əlβənˈdɾeʎ
elvenea	elβeˈneə
elvia	ˈelβjə
el_vilar	əlβiˈla
el_vilosell	əlβiluˈzeʎ
elvina	əlˈβinə
elvio	ˈelβjo
elvira	əlˈβiɾə
elvis	ˈelβis
elvis_presley	ˈɛlβisˈpɾezlej
emaga	eˈmaɣə
emancipació	əmənsipəsiˈo
emanuela	eməˈnwelə
emanuel	eməˈnwel
emap	eˈmap
ema	ˈemə
emazabel	eməsəˈβel
embade	emˈbaðe
embalajes_barrio	embaˈlaxezˈβarjo
embalajes_y_suministros	embaˈlaxesisumiˈnistɾos
embalo	emˈbalo
embarcadero_technologies	embarkəˈðeɾotegˈnoloʒis
embarda	emˈbarðə
embit	əmˈbit
embobes	emˈboβes
embotelladora_andina	əmbutəʎəˈðoɾənˈdinə
embotits_espinasa	əmbuˈtidzəspiˈnazə
embotits_lleidatans	əmbuˈtiʣʎəjðəˈtans
embraer_empresa_brasileiras_de_aeronautica	embɾaˈeɾ#emˈpɾesəβɾəsiˈlejɾəzðeaeɾoˈnauwtika
embrex	ˈembɾeks
emc_corporation	ˈɛˈeməˈsekorpoˈɾejʃon
emc_insurance_group	ˈɛˈeməˈseˈinsuɾənzˈɣɾup
emco_limited	ˈemkoˈlimitet
emcore_corporation	ˈɛmkɔrkorpoˈɾejʃon
emcor_group_incorporated	ˈɛmkɔrˈɣɾupiŋkorpoˈɾejtət
emc_products_&_services	ˈɛˈeməˈseˈpɾɔðugzanˈsɛrβisis
emde	ˈemde
emelia	eˈmeljə
emelina	emeˈlinə
emelinda	emeˈlində
emella	əˈmeʎə
emenón	emeˈnon
emera	əˈmeɾə
emerge_interactive	ˈɛmərʤinteɾəkˈtif
emèrita_augusta	əˈmɛɾitəuwˈɣustə
emerson_electric_corporation	ˈɛmərsoneˈlɛktɾikkorpoˈɾejʃon
emetiro	emeˈtiɾo
emetrio	eˈmetɾjo
emf_technologies_corporation	ˈɛˈeməˈefətegˈnoloʒiskorpoˈɾejʃon
emigrant	əmiˈɣɾan
emi_group	ˈɛmiˈɣɾup
emiliana	əmiliˈanə
emiliano	emiˈljano
emilián	emiˈljan
emilia	əˈmiliə
emili_mira	əˈmiliˈmiɾə
emilio	eˈmiljo
emili	əˈmili
emili_roca	əˈmiliˈrɔkə
emili_vendrell	əˈmiliβənˈdɾeʎ
emili_vilanova	əˈmiliβiləˈnɔβə
emillen	əmiˈʎɛn
emill	əˈmiʎ
emilse	eˈmilse
emirats_àrabs_units	əmiˈɾadˈzaɾəbzuˈniʦ
emir	eˈmiɾ
emisan	emiˈsan
emisphere_technologies	emisˈfertegˈnoloʒis
emmis_communications_corporation	ˈɛmiskomuniˈkejʃonskorpoˈɾejʃon
emna	ˈemnə
emonet	əmuˈnɛt
emo	ˈemo
empecinado	empeθiˈnaðo
emperanza	empeˈɾansə
emperatriz	empeɾəˈtɾis
empez	emˈpes
empire_corporation	emˈpajrkorpoˈɾejʃon
empordà	əmpurˈða
empresa_casas	əmˈpɾɛzəˈkazəs
empresa	əmˈpɾɛsə
empresa_de_treball_temporal	əmˈpɾɛzəðətɾəˈβaʎtəmpuˈɾal
empresa_electrica_colbun_machicura	emˈpɾesaeˈlektɾikakolˈbummaʧiˈkuɾa
empresa_nacional_de_electricidad	emˈpɾesanaθjoˈnalðelektɾiθiˈðaθ
empresa_nacional_de_telecomunicaciones	emˈpɾesanaθjoˈnalðetelekomunikaˈθjones
empresa_nacional_hidroeléctrica_ribagorzana	emˈpɾesanaθjonaliðɾoeˈlektɾikariβaɣorˈθana
empresa_sagalès	əmˈpɾɛzəsəɣəˈlɛs
empresas_almacenes_paris	empɾesasalmaˈθenesˈpaɾis
empresas_cmpc	emˈpɾesasˈseˈeməˈpeˈse
empresas_iansa	emˈpɾesasˈjansa
empúries	əmˈpuɾiəs
ems-chemie_holding	ˈɛˈeməˈesəˈʧɛmiˈxɔlðiŋ
emsesa	emˈsesə
ems_technologies	ˈɛˈeməˈesətegˈnoloʒis
emtec	emˈtek
emte_sistemas	ˈemtesisˈtemas
emulex_corporation	ˈemulekskorpoˈɾejʃon
enagás	enaˈɣas
enamorados	enəmoˈɾaðos
enamorats	ənəmuˈɾaʦ
enara	əˈnaɾə
enatcar	ənəkˈkar
enbridge	əmˈbɾiʧ
encana_corporation	eŋˈkanakorpoˈɾejʃon
encants	əŋˈkans
encarnación	eŋkərnəˈsjon
encarnació	əŋkərnəsiˈo
encarna	əŋˈkarnə
ence	ˈense
encefalopatia_espongiforme_bovina	əŋsəfəlupəˈtiəspuɲʒiˈforməβuˈβinə
encesa	ənˈsɛzə
encias	ˈensjəs
encina	enˈsinə
encisa	ənˈzizə
encke	ˈeŋke
enclusa	əŋˈkluzə
encontra	əŋˈkontɾə
encore_medical_corporation	ˈeŋkorˈmɛðikəlkorpoˈɾejʃon
encore_wire_corporation	ˈeŋkorˈwajrkorpoˈɾejʃon
encuny	əŋˈkuɲ
endemol	əndəˈmɔl
endesa	ənˈdɛzə
endesa	enˈdesa
endesa_gas	əŋˈdɛzəˈɣas
endocardial_solutions	endoˈkarðialsoˈluʃons
endocare	endoˈker
endologix_inc	endoˈlɔʒigˈziŋ
endo_pharmaceuticals_holdings	ˈendofarmaˈsɛuwtikəlzˈxɔlðiŋs
endwave_corporation	ɛnˈwejfkorpoˈɾejʃon
endymion_corporation	ˈɛndimioŋkorpoˈɾejʃon
enea	eˈneə
eneas	eˈneəs
enebra	eˈneβɾə
enechar	eneˈʧaɾ
enedina	ənəˈðinə
eneida	eˈnejðə
enel	əˈnɛl
eneme	eˈneme
enento	eˈnento
enerflex_systems	ˈɛnərˈflɛkˈsistems
energen_corporation	ˈɛnərʒəŋkorpoˈɾejʃon
energètica_d'instal·lacions_sanitàries	ənərˈʒɛtikəðinstələsiˈonssəniˈtaɾiəs
energia	ənərˈʒiə
energizer	enerˈʒajzər
energizer_holdings	enerˈʒajzərˈxɔlðiŋs
energy_africa	ˈenerʒiˈafɾikə
energy_developments	ˈenerʒiðeβeˈlobməns
energy_east_corporation	ˈenerʒiˈistkorpoˈɾejʃon
energysouth	ˈenerʒiˈsauwθ
energy_west	ˈenerʒiˈwest
enerir	eneˈɾiɾ
enersis	əˈnɛrsis
eneserve_corporation	ənəˈsɛrfkorpoˈɾejʃon
eneyén	eneˈjen
engel_general_developers	əɲˈʒɛlˈʒeneɾəlðeβeˈlopəɾs
engelhard_corporation	ˈɛnʒəlˈxarkorpoˈɾejʃon
engias	ˈeŋxjəs
engineered_support_systems	enˈʤiniɾitsuˈpɔrˈsistems
engineering_design_team	eŋʤiˈneɾiŋdiˈzajnˈtim
enginyer_deulofeu	əɲʒiˈɲeˈðeuwluˈfɛuw
enginyer_moncunill	əɲʒiˈɲemoŋkuˈniʎ
englada	əŋˈglaðə
engli	ˈeŋgli
engracia	eŋˈgɾasjə
engranajes_especiales	eŋgɾaˈnaxesespeˈθjales
engreñat	eŋgɾeˈɲað
engroñat	eŋgɾoˈɲað
enguiu	əŋˈgiuw
enher	ˈener
eni	ˈɛni
enid	ˈɛnit
enix_corporation	ˈɛnikskorpoˈɾejʃon
enjaime	eŋˈxajme
enjanes	eŋˈxanes
enjo	ˈeŋxo
enllaç	əɲˈʎas
enmanuel	emməˈnwel
enplas_corporation	ˈemplaskorpoˈɾejʃon
en_pointe_technologies	ˈemˈpojntegˈnoloʒis
enrica	enˈrikə
enric_bargés	ənˈrigbərˈʒes
enric_borràs	ənˈrigbuˈras
enric_casanovas	ənˈrikˈkazəˈnɔβəs
enric_clarasó	ənˈrikkləɾəˈzo
enric_giménez	ənˈrikxiˈmeneθ
enric_granados	ənˈriggɾaˈnaðos
enric_morera	ənˈrigmuˈɾeɾə
enrico	enˈriko
enric_parellada	ənˈrikpəɾəˈʎaðə
enric	ənˈrik
enric_prat_de_la_riba	ənˈrikˈpɾaddələˈriβə
enric_sanchis	ənˈrikˈsaɲʧis
enrique_ballus	enˈrikeˈβaʎus
enrique_cirici	enˈrikesiˈɾisi
enrique	enˈrike
enriqueta	enriˈketə
enron_corporation	enˈroŋkorpoˈɾejʃon
ensco_international_incorporated	ˈenskointerˈnaʃonəliŋkorpoˈɾejtət
ensenyança	ənsəˈɲansə
ensign_resource_service_group	ənˈsajnrəˈsursˈsɛrβizˈɣɾup
enso_española	ˈɛnsoespaˈɲɔla
entegris	enˈteɣɾis
entença	ənˈtɛnsə
ente_publicidad	ˈentepuβliθiˈðaθ
entercom_communications_corporation	ˈɛntərkɔmkomuniˈkejʃonskorpoˈɾejʃon
entergy_corporation	ˈɛntərʒikorpoˈɾejʃon
enterpre	enˈterpɾe
enterprise_integration_technologies_corporation	ˈenterpɾajzintəˈɣɾɛjʃontegˈnoloʒiskorpoˈɾejʃon
entidad_colaboradora_de_la_administración	entiˈðaθkolaβoɾaˈðoɾaðeladministɾaˈθjon
entie_commercial_bank	ˈentjekoˈmɛrʃəlˈβaŋk
entifi	enˈtifi
entitat_autònoma_de_difusió_cultural	əntiˈtatəuwˈtɔnuməðəðifuziˈokultuˈɾal
entitat_autònoma_de_jocs_i_apostes	əntiˈtatəuwˈtɔnuməðəˈʒɔgzjəˈpɔstəs
entitat_cultural_i_esportiva	əntiˈtatkultuˈɾaljəspurˈtiβə
entitat_poliesportiva_i_cultural	əntiˈtatpuliəspurˈtiβəjkultuˈɾal
entor	enˈtoɾ
entraigas	enˈtɾajɣəs
entraigues	ənˈtɾajɣəs
entralgo	enˈtɾalɣo
entraygues	enˈtɾajɣes
entrealgo	entɾeˈalɣo
entrecanales	ˈentɾekaˈnales
entremed	entɾeˈmet
entretenimiento_y_limpieza	entɾeteniˈmjentojlimˈpjeθə
entropin	enˈtɾopin
entrust	enˈtɾust
envasos	əmˈbazus
envestra	əmˈbestɾə
envirogen	əmbiˈɾɔʒən
envisat	əmbiˈzat
envoy_communications_group	ˈembojkomuniˈkejʃonzˈɣɾup
enzo_biochem	ˈenzoβioˈkem
enzon_pharmaceuticals	ˈenˈzomfarmaˈsɛuwtikəls
eog_resources_incorporated	ˈeogˈʒereˈsouwrziŋkorpoˈɾejtət
eoi	ˈɛoj
eolidacis	eoliˈðasis
eolo_hinchables	eˈɔloiŋˈʧables
eon_communications_corporation	ˈeoŋkomuniˈkejʃonskorpoˈɾejʃon
eon_labs	ˈeonˈlaps
epa	ˈepa
epcos	ˈepkos
ep_escuela_fp_santísima_trinidad	ˈeˈpeesˈkweləˈeˈfeˈpesanˈtisimatɾiniˈðat
epic	ˈepik
epicor_software_corporation	ˈepikorˈsɔfɣwərkorpoˈɾejʃon
epicuro	epiˈkuɾo
epidor	əpiˈðo
epifania	epiˈfanjə
epifanía	epifəˈniə
epifanio	epiˈfanjo
epimmune	epiˈmiuwn
epiq_systems	ˈepikˈsistems
epir	əˈpir
epise	eˈpise
epistar_corporation	episˈtarkorpoˈɾejʃon
ep_la_salle_barceloneta	ˈɛˈpeləˈsaʎeβərsəluˈnɛtə
eplicsa	əˈpliksə
eplus	ˈɛˈplus
ep_medsystems_incorporated	ˈeˈpemɛtˈsistemziŋkorpoˈɾejtət
epoch_biosciences	ˈepogbioˈsajənsəs
epo	ˈɛpu
epresence	ˈɛˈpɾɛzəns
epson	ˈepson
epson_ibérica	ˈepsoniˈβeɾika
equacat	ekwaˈkat
equador	əkwəˈðo
equifax	ekiˈfaks
equilibrance	eˈkiliβɾans
equilibrium	ekiˈliβɾiuwm
equinix	ekiˈniks
equipament_el_sortidor	əkipəˈmenəlsurtiˈðo
equipament_socio-cultural_can_massallera	əkipəˈmensɔsiukultuˈɾalˈkamməsəˈʎeɾə
equip_d'assessorament_psicopedagògic	əˈkibdəsəsuɾəˈmensikupəðəˈɣɔʒik
equitable_bank	ekiˈtejβəlˈβaŋk
equitable_pci_bank	ekiˈtejβəlˈpeˈseˈiˈβaŋk
equitable_resources	ekiˈtejβəlreˈsouwrs
equitació_pedralbes	əkitəsiˈopəˈðɾalβəs
equitex	ekiˈteks
equity	ˈɛkiti
equity_marketing	ˈekitiˈmarketiŋ
equity_office_properties_trust	ˈɛkitiˈɔfisˈpɾɔpərtisˈtɾust
equity_oil_company	ˈɛkitiˈɔjlˈkompəni
equity_residential	ˈɛˈkitirəsiˈðɛɲʃəl
era_artiga_de_lin	ˈeɾərˈtiɣəðəˈlin
eramis	eˈɾamis
era_pica	ˈeɾəˈpikə
erardo	eˈɾarðo
erasme_de_janer	əˈɾazməðəʒəˈne
erasmo	eˈɾazmo
erasmus	eˈɾazmus
erato	eˈɾato
erbas	ˈerβəs
erberto	erˈβerto
ercaldo	erˈkalðo
ercilia	erˈsiljə
ercilla	erˈθiʎa
