#name Spanish
#lang spa
abad	aˈβað
pasión	paˈsjon
pasional	pasjoˈnal
pasionales	pasjoˈnales
pasionaria	pasjoˈnaɾja
pasiones	paˈsjones
pasita	paˈsita
pasito	paˈsito
pasiva	paˈsiβa
pasividad	pasiβiˈðað
pasivo	paˈsiβo
pasivos	paˈsiβos
pasma	ˈpazma
pasmo	ˈpazmo
pasmosa	pazˈmosa
paso	ˈpaso
pasó	paˈso
pasodoble	pasoˈðoβle
pasodobles	pasoˈðoβles
pasos	ˈpasos
pasota	paˈsota
pasotismo	pasoˈtizmo
pasquines	pasˈkines
pasta	ˈpasta
pastan	ˈpastan
pastando	pasˈtando
pastas	ˈpastas
pastel	pasˈtel
pasteleo	pasteˈleo
pastelería	pasteleˈɾia
pastelero	pasteˈleɾo
pasteles	pasˈteles
pastelito	pasteˈlito
pastiche	pasˈtiʧe
pastiches	pasˈtiʧes
pastilla	pasˈtiʎa
pastillas	pasˈtiʎas
pastillero	pastiˈʎeɾo
pastilleros	pastiˈʎeɾos
pastillita	pastiˈʎita
pastillitas	pastiˈʎitas
pasto	ˈpasto
pastón	pasˈton
pastor	pasˈtoɾ
pastora	pasˈtoɾa
pastoral	pastoˈɾal
pastores	pasˈtoɾes
pastoril	pastoˈɾil
pastos	ˈpastos
pastrana	pasˈtɾana
pastueño	pasˈtweɲo
pata	ˈpata
patacones	pataˈkones
patada	paˈtaða
patadas	paˈtaðas
pataditas	pataˈðitas
patadón	pataˈðon
patagón	pataˈɣon
patagones	pataˈɣones
pataleando	pataleˈando
patalear	pataleˈaɾ
pataleen	pataˈleen
pataleo	pataˈleo
pataleta	pataˈleta
pataletas	pataˈletas
patán	paˈtan
patanegra	pataˈneɣɾa
patanes	paˈtanes
patas	ˈpatas
patata	paˈtata
patatas	paˈtatas
patatero	pataˈteɾo
pateando	pateˈando
patear	pateˈaɾ
patena	paˈtena
patenta	paˈtenta
patentable	patenˈtaβle
patentado	patenˈtaðo
patentados	patenˈtaðos
patentar	patenˈtaɾ
patentarse	patenˈtaɾse
patente	paˈtente
patentes	paˈtentes
patera	paˈteɾa
pateras	paˈteɾas
paterna	paˈteɾna
paternal	pateɾˈnal
paternalismo	pateɾnaˈlizmo
paternalista	pateɾnaˈlista
paternidad	pateɾniˈðað
paterno	paˈteɾno
paternos	paˈteɾnos
pates	ˈpates
patética	paˈtetika
patéticamente	paˈtetikaˈmente
patéticas	paˈtetikas
patético	paˈtetiko
patéticos	paˈtetikos
patetismo	pateˈtizmo
patidifuso	patiðiˈfuso
patilla	paˈtiʎa
patillas	paˈtiʎas
patilludo	patiˈʎuðo
patín	paˈtin
pátina	ˈpatina
patinador	patinaˈðoɾ
patinaje	patiˈnaxe
patinan	paˈtinan
patinar	patiˈnaɾ
patinazo	patiˈnaθo
patines	paˈtines
patineta	patiˈneta
patinete	patiˈnete
patinetes	patiˈnetes
patio	ˈpatjo
patio_de_butacas	ˈpatjoðeβuˈtakas
patios	ˈpatjos
patitas	paˈtitas
patito	paˈtito
pato	ˈpato
patochadas	patoˈʧaðas
patógeno	paˈtoxeno
patógenos	paˈtoxenos
patología	patoloˈxia
patologías	patoloˈxias
patológica	patoˈloxika
patológico	patoˈloxiko
patos	ˈpatos
patoso	paˈtoso
patraña	paˈtɾaɲa
patrañas	paˈtɾaɲas
patria	ˈpatɾja
patriarca	paˈtɾjaɾka
patriarcal	patɾjaɾˈkal
patriarcas	paˈtɾjaɾkas
patrias	ˈpatɾjas
patricia	paˈtɾiθja
patricios	paˈtɾiθjos
patrimonial	patɾimoˈnjal
patrimoniales	patɾimoˈnjales
patrimonio	patɾiˈmonjo
patrimonios	patɾiˈmonjos
patrio	ˈpatɾjo
patrios	ˈpatɾjos
patriota	paˈtɾjota
patriotas	paˈtɾjotas
patriotero	patɾjoˈteɾo
patrioteros	patɾjoˈteɾos
patriótica	paˈtɾjotika
patrióticas	paˈtɾjotikas
patriótico	paˈtɾjotiko
patrióticos	paˈtɾjotikos
patriotismo	patɾjoˈtizmo
patrocina	patɾoˈθina
patrocinada	patɾoθiˈnaða
patrocinado	patɾoθiˈnaðo
patrocinador	patɾoθinaˈðoɾ
patrocinadora	patɾoθinaˈðoɾa
patrocinadoras	patɾoθinaˈðoɾas
patrocinadores	patɾoθinaˈðoɾes
patrocinados	patɾoθiˈnaðos
patrocinar	patɾoθiˈnaɾ
patrocinio	patɾoˈθinjo
patrocinios	patɾoˈθinjos
patrón	paˈtɾon
patrona	paˈtɾona
patronal	patɾoˈnal
patronales	patɾoˈnales
patronato	patɾoˈnato
patronatos	patɾoˈnatos
patroneado	patɾoneˈaðo
patrones	paˈtɾones
patrono	paˈtɾono
patronos	paˈtɾonos
patrulla	paˈtɾuʎa
patrullaban	patɾuˈʎaβan
patrullan	paˈtɾuʎan
patrullando	patɾuˈʎando
patrullar	patɾuˈʎaɾ
patrullas	paˈtɾuʎas
patrullera	patɾuˈʎeɾa
patrulleras	patɾuˈʎeɾas
paula	ˈpawla
paulatina	pawlaˈtina
paulatinamente	pawlaˈtinaˈmente
paulatino	pawlaˈtino
paulina	pawˈlina
paulino	pawˈlino
paulista	pawˈlista
paulo	ˈpawlo
paupérrima	pawˈperima
paupérrimo	pawˈperimo
paupérrimos	pawˈperimos
pausa	ˈpawsa
pausada	pawˈsaða
pausadamente	pawˈsaðaˈmente
pausado	pawˈsaðo
pausas	ˈpawsas
pauta	ˈpawta
pautas	ˈpawtas
pava	ˈpaβa
pavadas	paˈβaðas
pavimentación	paβimentaˈθjon
pavimentada	paβimenˈtaða
pavimentado	paβimenˈtaðo
pavimento	paβiˈmento
pavo	ˈpaβo
pavón	paˈβon
pavor	paˈβoɾ
pavorosa	paβoˈɾosa
pavoroso	paβoˈɾoso
pavos	ˈpaβos
pax	ˈpaɣs
paya	ˈpaʤa
payasa	paˈʤasa
payasada	paʤaˈsaða
payasadas	paʤaˈsaðas
payasete	paʤaˈsete
payasito	paʤaˈsito
payaso	paˈʤaso
payasos	paˈʤasos
payés	paˈʤes
payeses	paˈʤeses
payo	ˈpaʤo
payos	ˈpaʤos
paz	ˈpaθ
pazo	ˈpaθo
pbx	ˈpɾajβajtˈbɾaɲʧeksˈʧejɲʧ
pc	ˈpeɾsonalkomˈpjuteɾ
pd.	posˈdata
pda	ˈasistemˈpeɾsonalˈðixital
.pdf	ˈpoɾtaβolˈðokumemˈfoɾmað
pe	peˈɾu
peaje	peˈaxe
peajes	peˈaxes
peatón	peaˈton
peatonal	peatoˈnal
peatonales	peatoˈnales
peatones	peaˈtones
pebetero	peβeˈteɾo
peca	ˈpeka
pecado	peˈkaðo
pecador	pekaˈðoɾ
pecadora	pekaˈðoɾa
pecadores	pekaˈðoɾes
pecados	peˈkaðos
pecando	peˈkando
pecar	peˈkaɾ
pecas	ˈpekas
pecera	peˈθeɾa
peces	ˈpeθes
pechera	peˈʧeɾa
pecho	ˈpeʧo
pechos	ˈpeʧos
pecó	peˈko
pécora	ˈpekoɾa
pectoral	pektoˈɾal
pectorales	pektoˈɾales
pecuaria	peˈkwaɾja
pecuarias	peˈkwaɾjas
peculiar	pekuˈljaɾ
peculiares	pekuˈljaɾes
peculiaridad	pekuljaɾiˈðað
peculiaridades	pekuljaɾiˈðaðes
pedagogía	peðaɣoˈxia
pedagógica	peðaˈɣoxika
pedagógico	peðaˈɣoxiko
pedagógicos	peðaˈɣoxikos
pedagogo	peðaˈɣoɣo
pedal	peˈðal
pedalada	peðaˈlaða
pedaladas	peðaˈlaðas
pedaleando	peðaleˈando
pedalear	peðaleˈaɾ
pedaleo	peðaˈleo
pedales	peˈðales
pedanía	peðaˈnia
pedante	peˈðante
pedantería	peðanteˈɾia
pedantes	peˈðantes
pedazo	peˈðaθo
pedazos	peˈðaθos
pederasta	peðeˈɾasta
pederastas	peðeˈɾastas
pederastia	peðeˈɾastja
pedestal	peðesˈtal
pedestre	peˈðestɾe
pedí	peˈði
pedía	peˈðia
pedían	peˈðian
pediatra	peˈðjatɾa
pediatras	peˈðjatɾas
pediatría	peðjaˈtɾia
pedid	peˈðið
pedida	peˈðiða
pedido	peˈðiðo
pedidos	peˈðiðos
pedigree	peðiˈɣɾi
pedigrí	peðiˈɣɾi
pedimos	peˈðimos
pedir	peˈðiɾ
pedirá	peðiˈɾa
pedirán	peðiˈɾan
pediré	peðiˈɾe
pediremos	peðiˈɾemos
pediría	peðiˈɾia
pedirían	peðiˈɾian
pedirla	peˈðiɾla
pedirle	peˈðiɾle
pedirles	peˈðiɾles
pedirlo	peˈðiɾlo
pedirme	peˈðiɾme
pedirnos	peˈðiɾnos
pedirte	peˈðiɾte
pedo	ˈpeðo
pedofilia	peðoˈfilja
pedófilo	peˈðofilo
pedófilos	peˈðofilos
pedorra	peˈðora
pedorras	peˈðoras
pedorro	peˈðoro
pedorros	peˈðoros
pedos	ˈpeðos
pedrada	peˈðɾaða
pedradas	peˈðɾaðas
pedregoso	peðɾeˈɣoso
pedrería	peðɾeˈɾia
pedrosa	peˈðɾosa
pedroso	peˈðɾoso
peer	peˈeɾ
peer-to-peer	piɾtuˈpiɾ
pega	ˈpeɣa
pegaba	peˈɣaβa
pegaban	peˈɣaβan
pegabas	peˈɣaβas
pegada	peˈɣaða
pegadas	peˈɣaðas
pegadiza	peɣaˈðiθa
pegadizos	peɣaˈðiθos
pegado	peˈɣaðo
pegadores	peɣaˈðoɾes
pegados	peˈɣaðos
pegajosa	peɣaˈxosa
pegajoso	peɣaˈxoso
pegamento	peɣaˈmento
pegamos	peˈɣamos
pegan	ˈpeɣan
pegando	peˈɣando
pegándoles	peˈɣandoles
pegándose	peˈɣandose
pegar	peˈɣaɾ
pegara	peˈɣaɾa
pegaría	peɣaˈɾia
pegarías	peɣaˈɾias
pegarle	peˈɣaɾle
pegarles	peˈɣaɾles
pegarlo	peˈɣaɾlo
pegarme	peˈɣaɾme
pegaron	peˈɣaɾon
pegarse	peˈɣaɾse
pegarte	peˈɣaɾte
pegas	ˈpeɣas
pegatina	peɣaˈtina
pegatinas	peɣaˈtinas
pego	ˈpeɣo
pegó	peˈɣo
pegote	peˈɣote
pegue	ˈpeɣe
pegué	peˈɣe
peguen	ˈpeɣen
pegues	ˈpeɣes
peina	ˈpejna
peinada	pejˈnaða
peinado	pejˈnaðo
peinados	pejˈnaðos
peinarse	pejˈnaɾse
peine	ˈpejne
peines	ˈpejnes
peineta	pejˈneta
peinó	pejˈno
pela	ˈpela
pelada	peˈlaða
pelado	peˈlaðo
pelados	peˈlaðos
pelagatos	pelaˈɣatos
pelaje	peˈlaxe
pelajes	peˈlaxes
pelan	ˈpelan
pelandusca	pelanˈduska
pelaos	peˈlaos
pelar	peˈlaɾ
pelas	ˈpelas
peldaño	pelˈdaɲo
peldaños	pelˈdaɲos
pelé	peˈle
pelea	peˈlea
peleaba	peleˈaβa
peleaban	peleˈaβan
peleado	peleˈaðo
peleados	peleˈaðos
peleamos	peleˈamos
pelean	peˈlean
peleando	peleˈando
peleándose	peleˈandose
pelear	peleˈaɾ
peleará	peleaˈɾa
pelearán	peleaˈɾan
pelearon	peleˈaɾon
pelearse	peleˈaɾse
peleas	peˈleas
peleen	peˈleen
pelele	peˈlele
peleles	peˈleles
peleo	peˈleo
peleó	peleˈo
peleón	peleˈon
peletería	peleteˈɾia
peli	ˈpeli
peliaguda	peljaˈɣuða
peliagudo	peljaˈɣuðo
pelicanos	peliˈkanos
pelícanos	peˈlikanos
película	peˈlikula
películas	peˈlikulas
peliculitas	pelikuˈlitas
peligra	peˈliɣɾa
peligrar	peliˈɣɾaɾ
peligro	peˈliɣɾo
peligró	peliˈɣɾo
peligros	peˈliɣɾos
peligrosa	peliˈɣɾosa
peligrosamente	peliˈɣɾosaˈmente
peligrosas	peliˈɣɾosas
peligrosidad	peliɣɾosiˈðað
peligrosísimo	peliɣɾoˈsisimo
peligroso	peliˈɣɾoso
peligrosos	peliˈɣɾosos
pelillas	peˈliʎas
pelillos	peˈliʎos
pelín	peˈlin
pelirroja	peliˈroxa
pelis	ˈpelis
pellejo	peˈʎexo
pellejudo	peʎeˈxuðo
pellizco	peˈʎiθko
pelma	ˈpelma
pelo	ˈpelo
pelos	ˈpelos
pelota	peˈlota
pelotari	peloˈtaɾi
pelotas	peˈlotas
pelotazo	peloˈtaθo
pelotazos	peloˈtaθos
pelotear	peloteˈaɾ
peloteo	peloˈteo
peloteos	peloˈteos
pelotero	peloˈteɾo
peloteros	peloˈteɾos
pelotillas	peloˈtiʎas
pelotilleros	pelotiˈʎeɾos
pelotita	peloˈtita
pelotón	peloˈton
pelotudo	peloˈtuðo
pelotudos	peloˈtuðos
peluca	peˈluka
pelucas	peˈlukas
peluche	peˈluʧe
peluda	peˈluða
peludo	peˈluðo
peludos	peˈluðos
peluquera	peluˈkeɾa
peluquería	pelukeˈɾia
peluquero	peluˈkeɾo
pélvica	ˈpelβika
pelvis	ˈpelβis
pena	ˈpena
peña	ˈpeɲa
penacho	peˈnaʧo
penado	peˈnaðo
penados	peˈnaðos
penal	peˈnal
penales	peˈnales
penalice	penaˈliθe
penalidades	penaliˈðaðes
penalista	penaˈlista
penaliza	penaˈliθa
penalización	penaliθaˈθjon
penalizaciones	penaliθaˈθjones
penalizado	penaliˈθaðo
penalizados	penaliˈθaðos
penalizar	penaliˈθaɾ
penalmente	peˈnalˈmente
penalti	peˈnalti
penaltis	peˈnaltis
penalty	peˈnalti
penando	peˈnando
penas	ˈpenas
peñas	ˈpeɲas
peñazo	peˈɲaθo
pende	ˈpende
pendejadas	pendeˈxaðas
pendejo	penˈdexo
pendejos	penˈdexos
pendenciero	pendenˈθjeɾo
pendiente	penˈdjente
pendientes	penˈdjentes
pendón	penˈdon
pendona	penˈdona
péndulo	ˈpendulo
pene	ˈpene
penes	ˈpenes
penetra	peˈnetɾa
penetración	penetɾaˈθjon
penetraciones	penetɾaˈθjones
penetrada	peneˈtɾaða
penetrado	peneˈtɾaðo
penetran	peˈnetɾan
penetrante	peneˈtɾante
penetrar	peneˈtɾaɾ
penetraremos	penetɾaˈɾemos
penetraron	peneˈtɾaɾon
penetró	peneˈtɾo
peneuvista	penewˈβista
peneuvistas	penewˈβistas
penicilina	peniθiˈlina
península	peˈninsula
peninsular	peninsuˈlaɾ
peninsulares	peninsuˈlaɾes
peniques	peˈnikes
peñíscola	peˈɲiskola
peñistas	peˈɲistas
penita	peˈnita
penitencia	peniˈtenθja
penitencial	penitenˈθjal
penitenciaria	penitenˈθjaɾja
penitenciarias	penitenˈθjaɾjas
penitenciario	penitenˈθjaɾjo
penitenciarios	penitenˈθjaɾjos
penitencias	peniˈtenθjas
penitente	peniˈtente
peñón	peˈɲon
penosa	peˈnosa
penosas	peˈnosas
penoso	peˈnoso
penosos	peˈnosos
pensaba	penˈsaβa
pensabais	penˈsaβajs
pensábamos	penˈsaβamos
pensaban	penˈsaβan
pensabas	penˈsaβas
pensad	penˈsað
pensada	penˈsaða
pensadas	penˈsaðas
pensadlo	penˈsaðlo
pensado	penˈsaðo
pensador	pensaˈðoɾ
pensadora	pensaˈðoɾa
pensadores	pensaˈðoɾes
pensados	penˈsaðos
pensáis	penˈsajs
pensamiento	pensaˈmjento
pensamientos	pensaˈmjentos
pensamos	penˈsamos
pensando	penˈsando
pensándolo	penˈsandolo
pensante	penˈsante
pensantes	penˈsantes
pensar	penˈsaɾ
pensara	penˈsaɾa
pensará	pensaˈɾa
pensarais	penˈsaɾajs
pensáramos	penˈsaɾamos
pensaran	penˈsaɾan
pensarán	pensaˈɾan
pensaras	penˈsaɾas
pensarás	pensaˈɾas
pensaré	pensaˈɾe
pensaremos	pensaˈɾemos
pensaría	pensaˈɾia
pensarían	pensaˈɾian
pensarías	pensaˈɾias
pensarlas	penˈsaɾlas
pensarlo	penˈsaɾlo
pensaron	penˈsaɾon
pensarse	penˈsaɾse
pensárselo	penˈsaɾselo
pensase	penˈsase
pensasen	penˈsasen
pensativo	pensaˈtiβo
pensé	penˈse
pensemos	penˈsemos
pensión	penˈsjon
pensionados	pensjoˈnaðos
pensiones	penˈsjones
pensionista	pensjoˈnista
pensionistas	pensjoˈnistas
pensó	penˈso
pentacampeón	pentakampeˈon
pentágono	penˈtaɣono
pentagrama	pentaˈɣɾama
pentagramas	pentaˈɣɾamas
pentatlón	pentaˈtlon
pentecostés	pentekosˈtes
penúltima	peˈnultima
penúltimo	peˈnultimo
penumbra	peˈnumbɾa
penumbras	peˈnumbɾas
penuria	peˈnuɾja
penurias	peˈnuɾjas
peo	ˈpeo
peón	peˈon
peonadas	peoˈnaðas
peonaje	peoˈnaxe
peones	peˈones
peor	peˈoɾ
peores	peˈoɾes
pepa	ˈpepa
pepera	peˈpeɾa
pepero	peˈpeɾo
peperos	peˈpeɾos
pepes	ˈpepes
pepinazo	pepiˈnaθo
pepinazos	pepiˈnaθos
pepinillos	pepiˈniʎos
pepino	peˈpino
pepinos	peˈpinos
pepita	peˈpita
pepito	peˈpito
péptica	ˈpeptika
peque	ˈpeke
pequeña	peˈkeɲa
pequeñas	peˈkeɲas
pequeñez	pekeˈɲeθ
pequeñita	pekeˈɲita
pequeñito	pekeˈɲito
pequeñitos	pekeˈɲitos
pequeño	peˈkeɲo
pequeños	peˈkeɲos
peques	ˈpekes
per	peˈɾu
pera	ˈpeɾa
perales	peˈɾales
peras	ˈpeɾas
percal	peɾˈkal
percance	peɾˈkanθe
percances	peɾˈkanθes
per_cápita	peɾˈkapita
percatado	peɾkaˈtaðo
percataron	peɾkaˈtaɾon
percatarse	peɾkaˈtaɾse
percató	peɾkaˈto
percebe	peɾˈθeβe
percebes	peɾˈθeβes
percentil	peɾθenˈtil
percepción	peɾθepˈθjon
percepciones	peɾθepˈθjones
perceptible	peɾθepˈtiβle
perceptibles	peɾθepˈtiβles
perceptores	peɾθepˈtoɾes
perchas	ˈpeɾʧas
perciba	peɾˈθiβa
perciban	peɾˈθiβan
percibe	peɾˈθiβe
perciben	peɾˈθiβen
percibía	peɾθiˈβia
percibida	peɾθiˈβiða
percibidas	peɾθiˈβiðas
percibido	peɾθiˈβiðo
percibidos	peɾθiˈβiðos
percibiendo	peɾθiˈβjendo
percibieron	peɾθiˈβjeɾon
percibimos	peɾθiˈβimos
percibió	peɾθiˈβjo
percibir	peɾθiˈβiɾ
percibirá	peɾθiβiˈɾa
percibirán	peɾθiβiˈɾan
percibiría	peɾθiβiˈɾia
percibo	peɾˈθiβo
percusión	peɾkuˈsjon
percusiones	peɾkuˈsjones
percusionista	peɾkusjoˈnista
percusionistas	peɾkusjoˈnistas
perdáis	peɾˈðajs
perdamos	peɾˈðamos
perdedor	peɾðeˈðoɾ
perdedora	peɾðeˈðoɾa
perdedores	peɾðeˈðoɾes
perdéis	peɾˈðejs
perdemos	peɾˈðemos
perder	peɾˈðeɾ
perderá	peɾðeˈɾa
perderán	peɾðeˈɾan
perderé	peɾðeˈɾe
perderemos	peɾðeˈɾemos
perdería	peɾðeˈɾia
perderían	peɾðeˈɾian
perderla	peɾˈðeɾla
perderlo	peɾˈðeɾlo
perderme	peɾˈðeɾme
perdernos	peɾˈðeɾnos
perderse	peɾˈðeɾse
perderte	peɾˈðeɾte
perdí	peɾˈði
perdía	peɾˈðia
perdíamos	peɾˈðiamos
perdían	peɾˈðian
perdices	peɾˈðiθes
perdición	peɾðiˈθjon
perdida	peɾˈðiða
pérdida	ˈpeɾðiða
perdidamente	peɾˈðiðaˈmente
perdidas	peɾˈðiðas
pérdidas	ˈpeɾðiðas
perdido	peɾˈðiðo
perdidos	peɾˈðiðos
perdiendo	peɾˈðjendo
perdiera	peɾˈðjeɾa
perdieran	peɾˈðjeɾan
perdieron	peɾˈðjeɾon
perdiese	peɾˈðjese
perdimos	peɾˈðimos
perdió	peɾˈðjo
perdiste	peɾˈðiste
perdisteis	peɾˈðistejs
perdiz	peɾˈðiθ
perdón	peɾˈðon
perdona	peɾˈðona
perdonable	peɾðoˈnaβle
perdonad	peɾðoˈnað
perdonado	peɾðoˈnaðo
perdóname	peɾˈðoname
perdonamos	peɾðoˈnamos
perdonan	peɾˈðonan
perdonando	peɾðoˈnando
perdonar	peɾðoˈnaɾ
perdonará	peɾðonaˈɾa
perdonaré	peɾðonaˈɾe
perdonaría	peɾðonaˈɾia
perdonarle	peɾðoˈnaɾle
perdonarme	peɾðoˈnaɾme
perdonaron	peɾðoˈnaɾon
perdonas	peɾˈðonas
perdone	peɾˈðone
perdonen	peɾˈðonen
perdones	peɾˈðones
perdono	peɾˈðono
perdonó	peɾðoˈno
perdura	peɾˈðuɾa
perdurabilidad	peɾðuɾaβiliˈðað
perdurable	peɾðuˈɾaβle
perdurables	peɾðuˈɾaβles
perdurado	peɾðuˈɾaðo
perduran	peɾˈðuɾan
perdurar	peɾðuˈɾaɾ
perdurará	peɾðuɾaˈɾa
perdure	peɾˈðuɾe
perece	peˈɾeθe
perecedero	peɾeθeˈðeɾo
perecederos	peɾeθeˈðeɾos
perecido	peɾeˈθiðo
perecieron	peɾeˈθjeɾon
pereció	peɾeˈθjo
pereda	peˈɾeða
peregrina	peɾeˈɣɾina
peregrinación	peɾeɣɾinaˈθjon
peregrinaciones	peɾeɣɾinaˈθjones
peregrinaje	peɾeɣɾiˈnaxe
peregrinando	peɾeɣɾiˈnando
peregrinar	peɾeɣɾiˈnaɾ
peregrinas	peɾeˈɣɾinas
peregrino	peɾeˈɣɾino
peregrinos	peɾeˈɣɾinos
perejil	peɾeˈxil
perenne	peˈɾenne
perennes	peˈɾennes
perestroika	peɾesˈtɾojka
pereza	peˈɾeθa
perezosa	peɾeˈθosa
perezoso	peɾeˈθoso
perezosos	peɾeˈθosos
perfección	peɾfekˈθjon
perfecciona	peɾfekˈθjona
perfeccionamiento	peɾfekθjonaˈmjento
perfeccionar	peɾfekθjoˈnaɾ
perfeccionarse	peɾfekθjoˈnaɾse
perfeccionismo	peɾfekθjoˈnizmo
perfeccionista	peɾfekθjoˈnista
perfecta	peɾˈfekta
perfectamente	peɾˈfektaˈmente
perfectas	peɾˈfektas
perfecto	peɾˈfekto
perfectos	peɾˈfektos
pérfida	ˈpeɾfiða
pérfido	ˈpeɾfiðo
perfil	peɾˈfil
perfila	peɾˈfila
perfilaba	peɾfiˈlaβa
perfilado	peɾfiˈlaðo
perfilados	peɾfiˈlaðos
perfilan	peɾˈfilan
perfilando	peɾfiˈlando
perfilar	peɾfiˈlaɾ
perfilarías	peɾfilaˈɾias
perfilarse	peɾfiˈlaɾse
perfiles	peɾˈfiles
perfiló	peɾfiˈlo
perforación	peɾfoɾaˈθjon
perforaciones	peɾfoɾaˈθjones
perforadas	peɾfoˈɾaðas
perforante	peɾfoˈɾante
perforar	peɾfoˈɾaɾ
performance	peɾfoɾmampeɾˈfoɾmans
performances	peɾfoɾmampeɾˈfoɾmans
perfumada	peɾfuˈmaða
perfumado	peɾfuˈmaðo
perfume	peɾˈfume
perfumería	peɾfumeˈɾia
perfumes	peɾˈfumes
pergamino	peɾɣaˈmino
pergeñado	peɾxeˈɲaðo
peri	ˈpeɾi
perica	peˈɾika
pericárdico	peɾiˈkaɾðiko
pericardio	peɾiˈkaɾðjo
pericarditis	peɾikaɾˈðitis
pericia	peˈɾiθja
pericial	peɾiˈθjal
periciales	peɾiˈθjales
perico	peˈɾiko
pericos	peˈɾikos
periferia	peɾiˈfeɾja
periferias	peɾiˈfeɾjas
periférica	peɾiˈfeɾika
periféricas	peɾiˈfeɾikas
periférico	peɾiˈfeɾiko
periféricos	peɾiˈfeɾikos
perifrástica	peɾiˈfɾastika
perihelio	peˈɾjeljo
perilla	peˈɾiʎa
perímetro	peˈɾimetɾo
periódica	peˈɾjoðika
periódicamente	peˈɾjoðikaˈmente
periódicas	peˈɾjoðikas
periodicidad	peɾjoðiθiˈðað
periódico	peˈɾjoðiko
periódicos	peˈɾjoðikos
periodicucho	peɾjoðiˈkuʧo
periodismo	peɾjoˈðizmo
periodista	peɾjoˈðista
periodistas	peɾjoˈðistas
periodística	peɾjoˈðistika
periodísticas	peɾjoˈðistikas
periodístico	peɾjoˈðistiko
periodísticos	peɾjoˈðistikos
periodo	peˈɾjoðo
período	peˈɾioðo
periodos	peˈɾjoðos
períodos	peˈɾioðos
peripatético	peɾipaˈtetiko
peripecia	peɾiˈpeθja
peripecias	peɾiˈpeθjas
periplo	peˈɾiplo
periplos	peˈɾiplos
periquete	peɾiˈkete
periquitos	peɾiˈkitos
perito	peˈɾito
peritoneo	peɾitoˈneo
peritonitis	peɾitoˈnitis
peritos	peˈɾitos
perjudica	peɾxuˈðika
perjudicada	peɾxuðiˈkaða
perjudicadas	peɾxuðiˈkaðas
perjudicado	peɾxuðiˈkaðo
perjudicados	peɾxuðiˈkaðos
perjudican	peɾxuˈðikan
perjudicando	peɾxuðiˈkando
perjudicar	peɾxuðiˈkaɾ
perjudicará	peɾxuðikaˈɾa
perjudicaría	peɾxuðikaˈɾia
perjudicial	peɾxuðiˈθjal
perjudiciales	peɾxuðiˈθjales
perjudicó	peɾxuðiˈko
perjudique	peɾxuˈðike
perjuicio	peɾˈxwiθjo
perjuicios	peɾˈxwiθjos
perjurio	peɾˈxuɾjo
perjuros	peɾˈxuɾos
perla	ˈpeɾla
perlado	peɾˈlaðo
perlas	ˈpeɾlas
perlita	peɾˈlita
permanece	peɾmaˈneθe
permanecen	peɾmaˈneθen
permanecer	peɾmaneˈθeɾ
permanecerá	peɾmaneθeˈɾa
permanecerán	peɾmaneθeˈɾan
permanecía	peɾmaneˈθia
permanecían	peɾmaneˈθian
permanecido	peɾmaneˈθiðo
permaneciendo	peɾmaneˈθjendo
permaneciera	peɾmaneˈθjeɾa
permanecieran	peɾmaneˈθjeɾan
permanecieron	peɾmaneˈθjeɾon
permaneció	peɾmaneˈθjo
permanencia	peɾmaˈnenθja
permanente	peɾmaˈnente
permanentemente	peɾmaˈnenteˈmente
permanentes	peɾmaˈnentes
permanezca	peɾmaˈneθka
permanezcan	peɾmaˈneθkan
permanezco	peɾmaˈneθko
permeables	peɾmeˈaβles
permisiva	peɾmiˈsiβa
permisividad	peɾmisiβiˈðað
permisivo	peɾmiˈsiβo
permisivos	peɾmiˈsiβos
permiso	peɾˈmiso
permisos	peɾˈmisos
permita	peɾˈmita
permitamos	peɾmiˈtamos
permitan	peɾˈmitan
permitas	peɾˈmitas
permite	peɾˈmite
permíteme	peɾˈmiteme
permiten	peɾˈmiten
permites	peɾˈmites
permitía	peɾmiˈtia
permitían	peɾmiˈtian
permitida	peɾmiˈtiða
permitidas	peɾmiˈtiðas
permitidme	peɾmiˈtiðme
permitido	peɾmiˈtiðo
permitidos	peɾmiˈtiðos
permitiendo	peɾmiˈtjendo
permitiera	peɾmiˈtjeɾa
permitieran	peɾmiˈtjeɾan
permitieron	peɾmiˈtjeɾon
permitiese	peɾmiˈtjese
permitimos	peɾmiˈtimos
permitió	peɾmiˈtjo
permitir	peɾmiˈtiɾ
permitirá	peɾmitiˈɾa
permitirán	peɾmitiˈɾan
permitiremos	peɾmitiˈɾemos
permitiría	peɾmitiˈɾia
permitirían	peɾmitiˈɾian
permitirle	peɾmiˈtiɾle
permitirles	peɾmiˈtiɾles
permitirlo	peɾmiˈtiɾlo
permitirme	peɾmiˈtiɾme
permitirnos	peɾmiˈtiɾnos
permitirse	peɾmiˈtiɾse
permitírselo	peɾmiˈtiɾselo
permitirte	peɾmiˈtiɾte
permitís	peɾmiˈtis
permito	peɾˈmito
pernada	peɾˈnaða
pernas	ˈpeɾnas
perniciosa	peɾniˈθjosa
pernicioso	peɾniˈθjoso
perniciosos	peɾniˈθjosos
pernoctación	peɾnoktaˈθjon
pernoctaciones	peɾnoktaˈθjones
pernoctar	peɾnokˈtaɾ
pero	ˈpeɾo
perogrullada	peɾoɣɾuˈʎaða
perón	peˈɾon
