A	ʔaː
emigrierte	ʔemiˈgʀiːʀtə
emigrierten	ʔemiˈgʀiːʀtən
emigriertest	ʔemiˈgʀiːʀtəst
emigriertet	ʔemiˈgʀiːʀtət
eminent	ʔemiˈnɛnt
eminente	ʔemiˈnɛntə
eminentem	ʔemiˈnɛntəm
eminenten	ʔemiˈnɛntən
eminenter	ʔemiˈnɛntəʀ
eminentes	ʔemiˈnɛntəs
emittiere	ʔemɪˈtiːʀə
emittieren	ʔemɪˈtiːʀən
emittierend	ʔemɪˈtiːʀənt
emittierest	ʔemɪˈtiːʀəst
emittieret	ʔemɪˈtiːʀət
emittierst	ʔemɪˈtiːʀst
emittiert	ʔemɪˈtiːʀt
emittierte	ʔemɪˈtiːʀtə
emittierten	ʔemɪˈtiːʀtən
emittiertest	ʔemɪˈtiːʀtəst
emittiertet	ʔemɪˈtiːʀtət
emotional	ʔemotsjoˈnaːl
emotionale	ʔemotsjoˈnaːlə
emotionalem	ʔemotsjoˈnaːləm
emotionalen	ʔemotsjoˈnaːlən
emotionaler	ʔemotsjoˈnaːləʀ
emotionalere	ʔemotsjoˈnaːləʀə
emotionalerem	ʔemotsjoˈnaːləʀəm
emotionaleren	ʔemotsjoˈnaːləʀən
emotionalerer	ʔemotsjoˈnaːləʀəʀ
emotionaleres	ʔemotsjoˈnaːləʀəs
emotionales	ʔemotsjoˈnaːləs
emotionalisiere	ʔemotsjonaliˈziːʀə
emotionalisieren	ʔemotsjonaliˈziːʀən
emotionalisierend	ʔemotsjonaliˈziːʀənt
emotionalisierest	ʔemotsjonaliˈziːʀəst
emotionalisieret	ʔemotsjonaliˈziːʀət
emotionalisierst	ʔemotsjonaliˈziːʀst
emotionalisiert	ʔemotsjonaliˈziːʀt
emotionalisierte	ʔemotsjonaliˈziːʀtə
emotionalisierten	ʔemotsjonaliˈziːʀtən
emotionalisiertest	ʔemotsjonaliˈziːʀtəst
emotionalisiertet	ʔemotsjonaliˈziːʀtət
emotionalst	ʔemotsjoˈnaːlst
emotionalste	ʔemotsjoˈnaːlstə
emotionalstem	ʔemotsjoˈnaːlstəm
emotionalsten	ʔemotsjoˈnaːlstən
emotionalster	ʔemotsjoˈnaːlstəʀ
emotionalstes	ʔemotsjoˈnaːlstəs
emotionell	ʔemotsjoˈnɛl
emotionelle	ʔemotsjoˈnɛlə
emotionellem	ʔemotsjoˈnɛləm
emotionellen	ʔemotsjoˈnɛlən
emotioneller	ʔemotsjoˈnɛləʀ
emotionellere	ʔemotsjoˈnɛləʀə
emotionellerem	ʔemotsjoˈnɛləʀəm
emotionelleren	ʔemotsjoˈnɛləʀən
emotionellerer	ʔemotsjoˈnɛləʀəʀ
emotionelleres	ʔemotsjoˈnɛləʀəs
emotionelles	ʔemotsjoˈnɛləs
emotionellst	ʔemotsjoˈnɛlst
emotionellste	ʔemotsjoˈnɛlstə
emotionellstem	ʔemotsjoˈnɛlstəm
emotionellsten	ʔemotsjoˈnɛlstən
emotionellster	ʔemotsjoˈnɛlstəʀ
emotionellstes	ʔemotsjoˈnɛlstəs
empfahl	ʔɛmˈp͡faːl
empfand	ʔɛmˈp͡fant
empfanden	ʔɛmˈp͡fandən
empfandest	ʔɛmˈp͡fandəst
empfandet	ʔɛmˈp͡fandət
empfandst	ʔɛmˈp͡fandst
empfange	ʔɛmˈp͡faŋə
empfangen	ʔɛmˈp͡faŋən
empfangend	ʔɛmˈp͡faŋənt
empfangende	ʔɛmˈp͡faŋəndə
empfangest	ʔɛmˈp͡faŋəst
empfanget	ʔɛmˈp͡faŋət
empfangt	ʔɛmˈp͡faŋt
empfehle	ʔɛmˈp͡feːlə
empfehlen	ʔɛmˈp͡feːlən
empfehlend	ʔɛmˈp͡feːlənt
empfehlest	ʔɛmˈp͡feːləst
empfehlet	ʔɛmˈp͡feːlət
empfehlt	ʔɛmˈp͡feːlt
empfiehlst	ʔɛmˈp͡fiːlst
empfiehlt	ʔɛmˈp͡fiːlt
empfindbar	ʔɛmˈp͡fɪntbaːʀ
empfindbare	ʔɛmˈp͡fɪntbaːʀə
empfindbarem	ʔɛmˈp͡fɪntbaːʀəm
empfindbaren	ʔɛmˈp͡fɪntbaːʀən
empfindbarer	ʔɛmˈp͡fɪntbaːʀəʀ
empfindbarere	ʔɛmˈp͡fɪntbaːʀəʀə
empfindbarerem	ʔɛmˈp͡fɪntbaːʀəʀəm
empfindbareren	ʔɛmˈp͡fɪntbaːʀəʀən
empfindbarerer	ʔɛmˈp͡fɪntbaːʀəʀəʀ
empfindbareres	ʔɛmˈp͡fɪntbaːʀəʀəs
empfindbares	ʔɛmˈp͡fɪntbaːʀəs
empfindbarst	ʔɛmˈp͡fɪntbaːʀst
empfindbarste	ʔɛmˈp͡fɪntbaːʀstə
empfindbarstem	ʔɛmˈp͡fɪntbaːʀstəm
empfindbarsten	ʔɛmˈp͡fɪntbaːʀstən
empfindbarster	ʔɛmˈp͡fɪntbaːʀstəʀ
empfindbarstes	ʔɛmˈp͡fɪntbaːʀstəs
empfinde	ʔɛmˈp͡fɪndə
empfinden	ʔɛmˈp͡fɪndən
empfindend	ʔɛmˈp͡fɪndənt
empfindest	ʔɛmˈp͡fɪndəst
empfindet	ʔɛmˈp͡fɪndət
empfindlich	ʔɛmˈp͡fɪntlɪç
empfindliche	ʔɛmˈp͡fɪntlɪçə
empfindlichem	ʔɛmˈp͡fɪntlɪçəm
empfindlichen	ʔɛmˈp͡fɪntlɪçən
empfindlicher	ʔɛmˈp͡fɪntlɪçəʀ
empfindlichere	ʔɛmˈp͡fɪntlɪçəʀə
empfindlicherem	ʔɛmˈp͡fɪntlɪçəʀəm
empfindlicheren	ʔɛmˈp͡fɪntlɪçəʀən
empfindlicherer	ʔɛmˈp͡fɪntlɪçəʀəʀ
empfindlicheres	ʔɛmˈp͡fɪntlɪçəʀəs
empfindliches	ʔɛmˈp͡fɪntlɪçəs
empfindlichst	ʔɛmˈp͡fɪntlɪçst
empfindlichste	ʔɛmˈp͡fɪntlɪçstə
empfindlichstem	ʔɛmˈp͡fɪntlɪçstəm
empfindlichsten	ʔɛmˈp͡fɪntlɪçstən
empfindlichster	ʔɛmˈp͡fɪntlɪçstəʀ
empfindlichstes	ʔɛmˈp͡fɪntlɪçstəs
empfindsam	ʔɛmˈp͡fɪntzaːm
empfindsame	ʔɛmˈp͡fɪntzaːmə
empfindsamem	ʔɛmˈp͡fɪntzaːməm
empfindsamen	ʔɛmˈp͡fɪntzaːmən
empfindsamer	ʔɛmˈp͡fɪntzaːməʀ
empfindsames	ʔɛmˈp͡fɪntzaːməs
empfing	ʔɛmˈp͡fɪŋ
empfinge	ʔɛmˈp͡fɪŋə
empfingen	ʔɛmˈp͡fɪŋən
empfingest	ʔɛmˈp͡fɪŋəst
empfinget	ʔɛmˈp͡fɪŋət
empfingst	ʔɛmˈp͡fɪŋst
empfingt	ʔɛmˈp͡fɪŋt
empfohlen	ʔɛmˈp͡foːlən
empfunden	ʔɛmˈp͡fʊndən
emphatisch	ʔɛmˈfaːtɪʃ
emphatische	ʔɛmˈfaːtɪʃə
emphatischem	ʔɛmˈfaːtɪʃəm
emphatischen	ʔɛmˈfaːtɪʃən
emphatischer	ʔɛmˈfaːtɪʃəʀ
emphatischere	ʔɛmˈfaːtɪʃəʀə
emphatischerem	ʔɛmˈfaːtɪʃəʀəm
emphatischeren	ʔɛmˈfaːtɪʃəʀən
emphatischerer	ʔɛmˈfaːtɪʃəʀəʀ
emphatischeres	ʔɛmˈfaːtɪʃəʀəs
emphatisches	ʔɛmˈfaːtɪʃəs
emphatischst	ʔɛmˈfaːtɪʃst
emphatischste	ʔɛmˈfaːtɪʃstə
emphatischstem	ʔɛmˈfaːtɪʃstəm
emphatischsten	ʔɛmˈfaːtɪʃstən
emphatischster	ʔɛmˈfaːtɪʃstəʀ
emphatischstes	ʔɛmˈfaːtɪʃstəs
empiriokritizistisch	ʔɛmˈpiːʀiokʀitiˌʦɪstɪʃ
empirisch	ʔɛmˈpiːʀɪʃ
empirische	ʔɛmˈpiːʀɪʃə
empirischem	ʔɛmˈpiːʀɪʃəm
empirischen	ʔɛmˈpiːʀɪʃən
empirischer	ʔɛmˈpiːʀɪʃəʀ
empirisches	ʔɛmˈpiːʀɪʃəs
empiristisch	ʔɛmˈpiːˌʀɪstɪʃ
empiristische	ʔɛmpiˈʀɪstɪʃə
empiristischem	ʔɛmpiˈʀɪstɪʃəm
empiristischen	ʔɛmpiˈʀɪstɪʃən
empiristischer	ʔɛmpiˈʀɪstɪʃəʀ
empiristisches	ʔɛmpiˈʀɪstɪʃəs
empor	ʔɛmˈpoːʀ
empören	ʔɛmˈpøːʀən
empörend	ʔɛmˈpøːʀənt
empört	ʔɛmˈpøːʀt
emsig	ʔɛmzɪç
emsige	ʔɛmzɪgə
emsigem	ʔɛmzɪgəm
emsigen	ʔɛmzɪgən
emsiger	ʔɛmzɪgəʀ
emsigere	ʔɛmzɪgəʀə
emsigerem	ʔɛmzɪgəʀəm
emsigeren	ʔɛmzɪgəʀən
emsigerer	ʔɛmzɪgəʀəʀ
emsigeres	ʔɛmzɪgəʀəs
emsiges	ʔɛmzɪgəs
emsigst	ʔɛmzɪçst
emsigste	ʔɛmzɪçstə
emsigstem	ʔɛmzɪçstəm
emsigsten	ʔɛmzɪçstən
emsigster	ʔɛmzɪçstəʀ
emsigstes	ʔɛmzɪçstəs
emulgiere	ʔemʊlˈgiːʀə
emulgieren	ʔemʊlˈgiːʀən
emulgierend	ʔemʊlˈgiːʀənt
emulgierest	ʔemʊlˈgiːʀəst
emulgieret	ʔemʊlˈgiːʀət
emulgierst	ʔemʊlˈgiːʀst
emulgiert	ʔemʊlˈgiːʀt
emulgierte	ʔemʊlˈgiːʀtə
emulgierten	ʔemʊlˈgiːʀtən
emulgiertest	ʔemʊlˈgiːʀtəst
emulgiertet	ʔemʊlˈgiːʀtət
endemisch	ʔɛnˈdeːmɪʃ
enden	ʔɛndən
endergon	ʔɛndɛʀˈgoːn
endgültig	ʔɛntgʏltɪç
endgültige	ʔɛntgʏltɪgə
endgültigen	ʔɛntgʏltɪgən
endigen	ʔɛndɪgən
endlich	ʔɛntlɪç
endlos	ʔɛntˌloːs
endlose	ʔɛntˌloːzə
endlosem	ʔɛntˌloːzəm
endlosen	ʔɛntˌloːzən
endloser	ʔɛntˌloːzəʀ
endloses	ʔɛntˌloːzəs
endobronchial	ʔɛndobʀɔnçiˈaːl
endogen	ʔɛndoˈgeːn
endokrin	ʔɛndoˈkʀiːn
endorheisch	ʔɛndoˈʀeːɪʃ
endotherm	ʔɛndoˈtɛʀm
endothym	ʔɛndoˈtyːm
energetisch	ʔenɛʀˈgeːtɪʃ
energetische	ʔenɛʀˈgeːtɪʃə
energetischem	ʔenɛʀˈgeːtɪʃəm
energetischen	ʔenɛʀˈgeːtɪʃən
energetischer	ʔenɛʀˈgeːtɪʃəʀ
energetisches	ʔenɛʀˈgeːtɪʃəs
energisch	ʔeˈnɛʀgɪʃ
energische	ʔeˈnɛʀgɪʃə
energischem	ʔeˈnɛʀgɪʃəm
energischen	ʔeˈnɛʀgɪʃən
energischer	ʔeˈnɛʀgɪʃəʀ
energischere	ʔeˈnɛʀgɪʃəʀə
energischerem	ʔeˈnɛʀgɪʃəʀəm
energischeren	ʔeˈnɛʀgɪʃəʀən
energischerer	ʔeˈnɛʀgɪʃəʀəʀ
energischeres	ʔeˈnɛʀgɪʃəʀəs
energisches	ʔeˈnɛʀgɪʃəs
energischst	ʔeˈnɛʀgɪʃst
energischste	ʔeˈnɛʀgɪʃstə
energischstem	ʔeˈnɛʀgɪʃstəm
energischsten	ʔeˈnɛʀgɪʃstən
energischster	ʔeˈnɛʀgɪʃstəʀ
energischstes	ʔeˈnɛʀgɪʃstəs
enerviere	ʔenɛʀˈviːʀə
enervieren	ʔenɛʀˈviːʀən
enervierend	ʔenɛʀˈviːʀənt
enervierest	ʔenɛʀˈviːʀəst
enervieret	ʔenɛʀˈviːʀət
enervierst	ʔenɛʀˈviːʀst
enerviert	ʔenɛʀˈviːʀt
enervierte	ʔenɛʀˈviːʀtə
enervierten	ʔenɛʀˈviːʀtən
enerviertest	ʔenɛʀˈviːʀtəst
enerviertet	ʔenɛʀˈviːʀtət
enfilieren	ʔɑ̃fiˈliːʀən
eng	ʔɛŋ
engagiere	ʔɑ̃gaˈʒiːʀə
engagieren	ʔɑ̃gaˈʒiːʀən
engagierend	ʔɑ̃gaˈʒiːʀənt
engagierest	ʔɑ̃gaˈʒiːʀəst
engagieret	ʔɑ̃gaˈʒiːʀət
engagierst	ʔɑ̃gaˈʒiːʀst
engagiert	ʔɑ̃gaˈʒiːʀt
engagierte	ʔɑ̃gaˈʒiːʀtə
engagierten	ʔɑ̃gaˈʒiːʀtən
engagiertest	ʔɑ̃gaˈʒiːʀtəst
engagiertet	ʔɑ̃gaˈʒiːʀtət
enganschließend	ʔeŋʔanʃliːsənt
engbefreundet	ʔɛŋbəˌfʀɔɪndət
engbefreundete	ʔɛŋbəˌfʀɔɪndətə
engbefreundetem	ʔɛŋbəˌfʀɔɪndətəm
engbefreundeten	ʔɛŋbəˌfʀɔɪndətən
engbefreundeter	ʔɛŋbəˌfʀɔɪndətəʀ
engbefreundetes	ʔɛŋbəˌfʀɔɪndətəs
enge	ʔɛŋə
engem	ʔɛŋəm
engen	ʔɛŋən
enger	ʔɛŋəʀ
engere	ʔɛŋəʀə
engerem	ʔɛŋəʀəm
engeren	ʔɛŋəʀən
engerer	ʔɛŋəʀəʀ
engeres	ʔɛŋəʀəs
enges	ʔɛŋəs
engest	ʔɛŋəst
englisch	ʔɛŋlɪʃ
englische	ʔɛŋlɪʃə
englischem	ʔɛŋlɪʃəm
englischen	ʔɛŋlɪʃən
englischer	ʔɛŋlɪʃəʀ
englisches	ʔɛŋlɪʃəs
engobieren	ʔɑ̃goˈbiːʀən
engst	ʔɛŋst
engste	ʔɛŋstə
engstem	ʔɛŋstəm
engsten	ʔɛŋstən
engster	ʔɛŋstəʀ
engstes	ʔɛŋstəs
engt	ʔɛŋt
engte	ʔɛŋtə
engten	ʔɛŋtən
engverbündet	ʔɛŋfɛʀˌbʏndət
enigmatisch	ʔenɪˈgmaːtɪʃ
enigmatische	ʔenɪˈgmaːtɪʃə
enigmatischem	ʔenɪˈgmaːtɪʃəm
enigmatischen	ʔenɪˈgmaːtɪʃən
enigmatischer	ʔenɪˈgmaːtɪʃəʀ
enigmatischere	ʔenɪˈgmaːtɪʃəʀə
enigmatischerem	ʔenɪˈgmaːtɪʃəʀəm
enigmatischeren	ʔenɪˈgmaːtɪʃəʀən
enigmatischerer	ʔenɪˈgmaːtɪʃəʀəʀ
enigmatischeres	ʔenɪˈgmaːtɪʃəʀəs
enigmatisches	ʔenɪˈgmaːtɪʃəs
enigmatischst	ʔenɪˈgmaːtɪʃst
enigmatischste	ʔenɪˈgmaːtɪʃstə
enigmatischstem	ʔenɪˈgmaːtɪʃstəm
enigmatischsten	ʔenɪˈgmaːtɪʃstən
enigmatischster	ʔenɪˈgmaːtɪʃstəʀ
enigmatischstes	ʔenɪˈgmaːtɪʃstəs
enorm	ʔeˈnɔʀm
enorme	ʔeˈnɔʀmə
enormem	ʔeˈnɔʀməm
enormen	ʔeˈnɔʀmən
enormer	ʔeˈnɔʀməʀ
enormes	ʔeˈnɔʀməs
enragiert	ʔɑ̃ʀaˈʒiːʀt
entarte	ʔɛntˈʔaːʀtə
entarten	ʔɛntˈʔaːʀtən
entartend	ʔɛntˈʔaːʀtənt
entartest	ʔɛntˈʔaːʀtəst
entartet	ʔɛntˈʔaːʀtət
entartete	ʔɛntˈʔaːʀtətə
entartetem	ʔɛntˈʔaːʀtətəm
entarteten	ʔɛntˈʔaːʀtətən
entarteter	ʔɛntˈʔaːʀtətəʀ
entartetes	ʔɛntˈʔaːʀtətəs
entartetest	ʔɛntˈʔaːʀtətəst
entartetet	ʔɛntˈʔaːʀtətət
entbehre	ʔɛntˈbeːʀə
entbehren	ʔɛntˈbeːʀən
entbehrend	ʔɛntˈbeːʀənt
entbehrest	ʔɛntˈbeːʀəst
entbehret	ʔɛntˈbeːʀət
entbehrlich	ʔɛntˈbeːʀlɪç
entbehrliche	ʔɛntˈbeːʀlɪçə
entbehrlichem	ʔɛntˈbeːʀlɪçəm
entbehrlichen	ʔɛntˈbeːʀlɪçən
entbehrlicher	ʔɛntˈbeːʀlɪçəʀ
entbehrlichere	ʔɛntˈbeːʀlɪçəʀə
entbehrlicherem	ʔɛntˈbeːʀlɪçəʀəm
entbehrlicheren	ʔɛntˈbeːʀlɪçəʀən
entbehrlicherer	ʔɛntˈbeːʀlɪçəʀəʀ
entbehrlicheres	ʔɛntˈbeːʀlɪçəʀəs
entbehrliches	ʔɛntˈbeːʀlɪçəs
entbehrlichst	ʔɛntˈbeːʀlɪçst
entbehrlichste	ʔɛntˈbeːʀlɪçstə
entbehrlichstem	ʔɛntˈbeːʀlɪçstəm
entbehrlichsten	ʔɛntˈbeːʀlɪçstən
entbehrlichster	ʔɛntˈbeːʀlɪçstəʀ
entbehrlichstes	ʔɛntˈbeːʀlɪçstəs
entbehrst	ʔɛntˈbeːʀst
entbehrt	ʔɛntˈbeːʀt
entbehrte	ʔɛntˈbeːʀtə
entbehrten	ʔɛntˈbeːʀtən
entbehrtest	ʔɛntˈbeːʀtəst
entbehrtet	ʔɛntˈbeːʀtət
entblöden	ʔɛntˈbløːdən
entblößen	ʔɛntˈbløːsən
entblößt	ʔɛntˈbløːst
entbürokratisieren	ʔɛntˌbyʀokʀatiˈziːʀən
entere	ʔɛntəʀə
entern	ʔɛntəʀn
enternd	ʔɛntəʀnt
enterst	ʔɛntəʀst
entert	ʔɛntəʀt
enterte	ʔɛntəʀtə
enterten	ʔɛntəʀtən
entertest	ʔɛntəʀtəst
entertet	ʔɛntəʀtət
entfaltbar	ʔɛntˈfaltbaːʀ
entfaltbare	ʔɛntˈfaltbaːʀə
entfaltbarem	ʔɛntˈfaltbaːʀəm
entfaltbaren	ʔɛntˈfaltbaːʀən
entfaltbarer	ʔɛntˈfaltbaːʀəʀ
entfaltbares	ʔɛntˈfaltbaːʀəs
entfalte	ʔɛntˈfaltə
entfalten	ʔɛntˈfaltən
entfaltend	ʔɛntˈfaltənt
entfaltest	ʔɛntˈfaltəst
entfaltet	ʔɛntˈfaltət
entfaltete	ʔɛntˈfaltətə
entfalteten	ʔɛntˈfaltətən
entfaltetest	ʔɛntˈfaltətəst
entfaltetet	ʔɛntˈfaltətət
entferne	ʔɛntˈfɛʀnə
entfernen	ʔɛntˈfɛʀnən
entfernend	ʔɛntˈfɛʀnənt
entfernest	ʔɛntˈfɛʀnəst
entfernet	ʔɛntˈfɛʀnət
entfernst	ʔɛntˈfɛʀnst
entfernt	ʔɛntˈfɛʀnt
entfernte	ʔɛntˈfɛʀntə
entferntem	ʔɛntˈfɛʀntəm
entfernten	ʔɛntˈfɛʀntən
entfernter	ʔɛntˈfɛʀntəʀ
entferntes	ʔɛntˈfɛʀntəs
entferntest	ʔɛntˈfɛʀntəst
entferntet	ʔɛntˈfɛʀntət
entfette	ʔɛntˈfɛtə
entfetten	ʔɛntˈfɛtən
entfettend	ʔɛntˈfɛtənt
entfettest	ʔɛntˈfɛtəst
entfettet	ʔɛntˈfɛtət
entfettete	ʔɛntˈfɛtətə
entfetteten	ʔɛntˈfɛtətən
entfettetest	ʔɛntˈfɛtətəst
entfettetet	ʔɛntˈfɛtətət
entfeuchte	ʔɛntˈfɔɪçtə
entfeuchten	ʔɛntˈfɔɪçtən
entfeuchtend	ʔɛntˈfɔɪçtənt
entfeuchtest	ʔɛntˈfɔɪçtəst
entfeuchtet	ʔɛntˈfɔɪçtət
entfeuchtete	ʔɛntˈfɔɪçtətə
entfeuchteten	ʔɛntˈfɔɪçtətən
entfeuchtetest	ʔɛntˈfɔɪçtətəst
entfeuchtetet	ʔɛntˈfɔɪçtətət
entfremden	ʔɛntˈfʀɛmdən
entgegen	ʔɛntˈgeːgən
entgegenfallen	ʔɛntˈgeːgənˌfalən
entgegenlaufe	ʔɛntˈgeːgənˌlaʊfə
entgegenlaufen	ʔɛntˈgeːgənˌlaʊfən
entgegenlaufend	ʔɛntˈgeːgənˌlaʊfənt
entgegenlaufest	ʔɛntˈgeːgənˌlaʊfəst
entgegenlaufet	ʔɛntˈgeːgənˌlaʊfət
entgegenlauft	ʔɛntˈgeːgənˌlaʊft
entgegne	ʔɛntˈgeːgnə
entgegnen	ʔɛntˈgeːgnən
entgegnend	ʔɛntˈgeːgnənt
entgegnest	ʔɛntˈgeːgnəst
entgegnet	ʔɛntˈgeːgnət
entgegnete	ʔɛntˈgeːgnətə
entgegneten	ʔɛntˈgeːgnətən
entgegnetest	ʔɛntˈgeːgnətəst
entgegnetet	ʔɛntˈgeːgnətət
entgeistert	ʔɛntˈgaɪstəʀt
enthalte	ʔɛntˈhaltə
enthalten	ʔɛntˈhaltən
enthaltend	ʔɛntˈhaltənt
enthaltest	ʔɛntˈhaltəst
enthaltet	ʔɛntˈhaltət
enthaltsam	ʔɛntˈhaltzaːm
enthaltsame	ʔɛntˈhaltzaːmə
enthaltsamem	ʔɛntˈhaltzaːməm
enthaltsamen	ʔɛntˈhaltzaːmən
enthaltsamer	ʔɛntˈhaltzaːməʀ
enthaltsamere	ʔɛntˈhaltzaːməʀə
enthaltsamerem	ʔɛntˈhaltzaːməʀəm
enthaltsameren	ʔɛntˈhaltzaːməʀən
enthaltsamerer	ʔɛntˈhaltzaːməʀəʀ
enthaltsameres	ʔɛntˈhaltzaːməʀəs
enthaltsames	ʔɛntˈhaltzaːməs
enthaltsamst	ʔɛntˈhaltzaːmst
enthaltsamste	ʔɛntˈhaltzaːmstə
enthaltsamstem	ʔɛntˈhaltzaːmstəm
enthaltsamsten	ʔɛntˈhaltzaːmstən
enthaltsamster	ʔɛntˈhaltzaːmstəʀ
enthaltsamstes	ʔɛntˈhaltzaːmstəs
entheilige	ʔɛntˈhaɪlɪgə
entheiligen	ʔɛntˈhaɪlɪgən
entheiligend	ʔɛntˈhaɪlɪgənt
entheiligest	ʔɛntˈhaɪlɪgəst
entheiliget	ʔɛntˈhaɪlɪgət
entheiligst	ʔɛntˈhaɪlɪkst
entheiligt	ʔɛntˈhaɪlɪçt
entheiligte	ʔɛntˈhaɪlɪçtə
entheiligten	ʔɛntˈhaɪlɪçtən
entheiligtest	ʔɛntˈhaɪlɪktəst
entheiligtet	ʔɛntˈhaɪlɪktət
enthemmt	ʔɛntˈhɛmt
enthusiasmieren	ʔɛntuzjasˈmiːʀən
enthusiastisch	ʔɛntuziːˈastɪʃ
enthusiastische	ʔɛntuˈzjastɪʃə
enthusiastischem	ʔɛntuˈzjastɪʃəm
enthusiastischen	ʔɛntuˈzjastɪʃən
enthusiastischer	ʔɛntuˈzjastɪʃəʀ
enthusiastischere	ʔɛntuziːˈastɪʃəʀə
enthusiastischerem	ʔɛntuziːˈastɪʃəʀəm
enthusiastischeren	ʔɛntuziːˈastɪʃəʀən
enthusiastischerer	ʔɛntuziːˈastɪʃəʀəʀ
enthusiastischeres	ʔɛntuziːˈastɪʃəʀəs
enthusiastisches	ʔɛntuˈzjastɪʃəs
enthusiastischst	ʔɛntuziːˈastɪʃst
enthusiastischste	ʔɛntuˈzjastɪʃstə
enthusiastischstem	ʔɛntuˈzjastɪʃstəm
enthusiastischsten	ʔɛntuˈzjastɪʃstən
enthusiastischster	ʔɛntuˈzjastɪʃstəʀ
enthusiastischstes	ʔɛntuˈzjastɪʃstəs
entideologisiere	ʔɛntˌʔideologiˈziːʀə
entideologisieren	ʔɛntˌʔideologiˈziːʀən
entideologisierend	ʔɛntˌʔideologiˈziːʀənt
entideologisierest	ʔɛntˌʔideologiˈziːʀəst
entideologisieret	ʔɛntˌʔideologiˈziːʀət
entideologisierst	ʔɛntˌʔideologiˈziːʀst
entideologisiert	ʔɛntˌʔideologiˈziːʀt
entideologisierte	ʔɛntˌʔideologiˈziːʀtə
entideologisierten	ʔɛntˌʔideologiˈziːʀtən
entideologisiertest	ʔɛntˌʔideologiˈziːʀtəst
entideologisiertet	ʔɛntˌʔideologiˈziːʀtət
entkleide	ʔɛntˈklaɪdə
entkleiden	ʔɛntˈklaɪdən
entkleidend	ʔɛntˈklaɪdənt
entkleidest	ʔɛntˈklaɪdəst
entkleidet	ʔɛntˈklaɪdət
entkleidete	ʔɛntˈklaɪdətə
entkleideten	ʔɛntˈklaɪdətən
entkleidetest	ʔɛntˈklaɪdətəst
entkleidetet	ʔɛntˈklaɪdətət
entkomme	ʔɛntˈkɔmə
entkommen	ʔɛntˈkɔmən
entkommend	ʔɛntˈkɔmənt
entkommest	ʔɛntˈkɔməst
entkommet	ʔɛntˈkɔmət
entkommst	ʔɛntˈkɔmst
entkommt	ʔɛntˈkɔmt
entlang	ʔɛntˈlaŋ
entlaube	ʔɛntˈlaʊbə
entlauben	ʔɛntˈlaʊbən
entlaubend	ʔɛntˈlaʊbənt
entlaubest	ʔɛntˈlaʊbəst
entlaubet	ʔɛntˈlaʊbət
entlaubst	ʔɛntˈlaʊpst
entlaubt	ʔɛntˈlaʊpt
entlaubte	ʔɛntˈlaʊptə
entlaubten	ʔɛntˈlaʊptən
entlaubtest	ʔɛntˈlaʊptəst
entlaubtet	ʔɛntˈlaʊptət
entlegen	ʔɛntˈleːgən
entlegene	ʔɛntˈleːgənə
entlegenem	ʔɛntˈleːgənəm
entlegenen	ʔɛntˈleːgənən
entlegener	ʔɛntˈleːgənəʀ
entlegenere	ʔɛntˈleːgənəʀə
entlegenerem	ʔɛntˈleːgənəʀəm
entlegeneren	ʔɛntˈleːgənəʀən
entlegenerer	ʔɛntˈleːgənəʀəʀ
entlegeneres	ʔɛntˈleːgənəʀəs
entlegenes	ʔɛntˈleːgənəs
entlegenst	ʔɛntˈleːgənst
entlegenste	ʔɛntˈleːgənstə
entlegenstem	ʔɛntˈleːgənstəm
entlegensten	ʔɛntˈleːgənstən
entlegenster	ʔɛntˈleːgənstəʀ
entlegenstes	ʔɛntˈleːgənstəs
entmagnetisiere	ʔɛntˌmagnetiˈziːʀə
entmagnetisieren	ʔɛntˌmagnetiˈziːʀən
entmagnetisierend	ʔɛntˌmagnetiˈziːʀənt
entmagnetisierest	ʔɛntˌmagnetiˈziːʀəst
entmagnetisieret	ʔɛntˌmagnetiˈziːʀət
entmagnetisierst	ʔɛntˌmagnetiˈziːʀst
entmagnetisiert	ʔɛntˌmagnetiˈziːʀt
entmagnetisierte	ʔɛntˌmagnetiˈziːʀtə
entmagnetisierten	ʔɛntˌmagnetiˈziːʀtən
entmagnetisiertest	ʔɛntˌmagnetiˈziːʀtəst
entmagnetisiertet	ʔɛntˌmagnetiˈziːʀtət
entmilitarisiere	ʔɛntmilitaʀiˈziːʀə
entmilitarisieren	ʔɛntmilitaʀiˈziːʀən
entmilitarisierend	ʔɛntmilitaʀiˈziːʀənt
entmilitarisierest	ʔɛntmilitaʀiˈziːʀəst
entmilitarisieret	ʔɛntmilitaʀiˈziːʀət
entmilitarisierst	ʔɛntmilitaʀiˈziːʀst
entmilitarisiert	ʔɛntmilitaʀiˈziːʀt
entmilitarisierte	ʔɛntmilitaʀiˈziːʀtə
entmilitarisierten	ʔɛntmilitaʀiˈziːʀtən
entmilitarisiertest	ʔɛntmilitaʀiˈziːʀtəst
entmilitarisiertet	ʔɛntmilitaʀiˈziːʀtət
entmutige	ʔɛntˈmuːtɪgə
entmutigen	ʔɛntˈmuːtɪgən
entmutigend	ʔɛntˈmuːtɪgənt
entmutigenden	ʔɛntˈmuːtɪgəndən
entmutigest	ʔɛntˈmuːtɪgəst
entmutiget	ʔɛntˈmuːtɪgət
entmutigst	ʔɛntˈmuːtɪkst
