a	ˈa
informe	imˈfoɾme
informen	imˈfoɾmen
infórmense	imˈfoɾmense
informes	imˈfoɾmes
informes_y_proyectos	imˈfoɾmesipɾoˈʤektos
informo	imˈfoɾmo
informó	imfoɾˈmo
infortec_consultores_informáticos	imfoɾˈtekkonsulˈtoɾesimfoɾˈmatikos
infortunadamente	imfoɾtuˈnaðaˈmente
infortunado	imfoɾtuˈnaðo
infortunio	imfoɾˈtunjo
infortunios	imfoɾˈtunjos
infosearch_holdings	imfoˈseɾʧˈxolðiŋs
infostrada	imfosˈtɾaða
infracción	imfɾakˈθjon
infracciones	imfɾakˈθjones
infractor	imfɾakˈtoɾ
infractores	imfɾakˈtoɾes
infracultura	imfɾakulˈtuɾa
infraestructura	imfɾaestɾukˈtuɾa
infraestructuras	imfɾaestɾukˈtuɾas
infrahumanas	imfɾawˈmanas
infrahumano	imfɾawˈmano
infran_95	ˈimfɾannoβentajˈθiŋko
infranqueable	imfɾaŋkeˈaβle
infranqueables	imfɾaŋkeˈaβles
infrarroja	imfɾaˈroxa
infrarrojo	imfɾaˈroxo
infrarrojos	imfɾaˈroxos
infravaloración	imfɾaβaloɾaˈθjon
infravalorada	imfɾaβaloˈɾaða
infravaloradas	imfɾaβaloˈɾaðas
infravalorado	imfɾaβaloˈɾaðo
infravalorar	imfɾaβaloˈɾaɾ
infravaloré	imfɾaβaloˈɾe
infrecuente	imfɾeˈkwente
infrecuentes	imfɾeˈkwentes
infringe	imˈfɾiŋxe
infringir	imfɾiŋˈxiɾ
infructuosa	imfɾukˈtwosa
infructuosamente	imfɾukˈtwosaˈmente
infructuoso	imfɾukˈtwoso
infructuosos	imfɾukˈtwosos
ínfulas	ˈimfulas
infumable	imfuˈmaβle
infumables	imfuˈmaβles
infundada	imfunˈdaða
infundadas	imfunˈdaðas
infundados	imfunˈdaðos
infundir	imfunˈdiɾ
infusión	imfuˈsjon
ing	ieneˈxe
ing_barings	ieneˈxeˈβaɾiŋs
ing_direct	ieneˈxediˈɾekð
inga	ˈiŋɡa
ingadia_sa	iŋˈɡaðjaˈesea
ingante	iŋˈɡante
ingemat	iŋxeˈmað
ingenia_multimedia	iŋˈxenjamultiˈmeðja
ingeniera	iŋxeˈnjeɾa
ingeniera_urbana	iŋxeˈnjeɾauɾˈβana
ingenieras	iŋxeˈnjeɾas
ingeniería	iŋxenjeˈɾia
ingeniería_electrica_altube	iŋxenjeˈɾiaeˈlektɾikaalˈtuβe
ingeniería_sin_fronteras	iŋxenjeˈɾiasimfɾonˈteɾas
ingeniería_y_alta_productividad	iŋxenjeˈɾiaˈʤaltapɾoðuktiβiˈðað
ingeniero	iŋxeˈnjeɾo
ingeniero_conde_de_torroja	iŋxeˈnjeɾoˈkondeðetoˈroxa
ingeniero_técnico_de_obras_públicas	iŋxeˈnjeɾoˈteɣnikoðeˈoβɾasˈpuβlikas
ingeniero_torres_quevedo	iŋxeˈnjeɾoˈtoreskeˈβeðo
ingenieros	iŋxeˈnjeɾos
ingenio	iŋˈxenjo
ingenios	iŋˈxenjos
ingeniosa	iŋxeˈnjosa
ingeniosas	iŋxeˈnjosas
ingenioso	iŋxeˈnjoso
ingenioso_hidalgo	iŋxeˈnjosoiˈðalɣo
ingeniosos	iŋxeˈnjosos
ingenito	iŋxeˈnito
ingente	iŋˈxente
ingentes	iŋˈxentes
ingenua	iŋˈxenwa
ingenuamente	iŋˈxenwaˈmente
ingenuas	iŋˈxenwas
ingenuidad	iŋxenwiˈðað
ingenuo	iŋˈxenwo
ingenuos	iŋˈxenwos
ingeo	iŋˈxeo
ingerido	iŋxeˈɾiðo
ingerir	iŋxeˈɾiɾ
ingersoll-rand_iberica_sl	iŋɡeɾˈsolɾaniˈβeɾikaˈeseˈele
ingesta	iŋˈxesta
ingestión	iŋxesˈtjon
ingla	ˈiŋɡla
inglabaga	iŋɡlaˈβaɣa
inglado	iŋˈɡlaðo
inglaterra	iŋɡlaˈtera
inglavaga	iŋɡlaˈβaɣa
ingle	ˈiŋɡle
ingles	ˈiŋɡles
inglés	iŋˈɡles
inglesa	iŋˈɡlesa
inglesas	iŋˈɡlesas
ingleses	iŋˈɡleses
inglesias	iŋˈɡlesjas
ingobernable	iŋɡoβeɾˈnaβle
ingrama	iŋˈɡɾama
ingrata	iŋˈɡɾata
ingrato	iŋˈɡɾato
ingratos	iŋˈɡɾatos
ingravidez	iŋɡɾaβiˈðeθ
ingrediente	iŋɡɾeˈðjente
ingredientes	iŋɡɾeˈðjentes
ingresa	iŋˈɡɾesa
ingresaba	iŋɡɾeˈsaβa
ingresada	iŋɡɾeˈsaða
ingresadas	iŋɡɾeˈsaðas
ingresado	iŋɡɾeˈsaðo
ingresados	iŋɡɾeˈsaðos
ingresan	iŋˈɡɾesan
ingresar	iŋɡɾeˈsaɾ
ingresará	iŋɡɾesaˈɾa
ingresaron	iŋɡɾeˈsaɾon
ingresas	iŋˈɡɾesas
ingrese	iŋˈɡɾese
ingresen	iŋˈɡɾesen
ingreso	iŋˈɡɾeso
ingresó	iŋɡɾeˈso
ingresos	iŋˈɡɾesos
ingrid	iŋˈɡɾið
inguanzo	iŋˈɡwanθo
inguinal	iŋɡiˈnal
inhabilita	inaβiˈlita
inhabilitación	inaβilitaˈθjon
inhabilitado	inaβiliˈtaðo
inhabitado	inaβiˈtaðo
inhabitual	inaβiˈtwal
inhalación	inalaˈθjon
inhalada	inaˈlaða
inhalar	inaˈlaɾ
inherente	ineˈɾente
inherentes	ineˈɾentes
inhiba	inˈiβa
inhibe	inˈiβe
inhibición	iniβiˈθjon
inhibiciones	iniβiˈθjones
inhibió	iniˈβjo
inhibirse	iniˈβiɾse
inhiesto	iˈnjesto
inhóspito	inˈospito
inhumana	inuˈmana
inhumanas	inuˈmanas
inhumanidad	inumaniˈðað
inhumano	inuˈmano
inhumanos	inuˈmanos
inibsa	iˈniβsa
inicia	iˈniθja
iniciaba	iniˈθjaβa
iniciábamos	iniˈθjaβamos
iniciaban	iniˈθjaβan
iniciación	iniθjaˈθjon
iniciada	iniˈθjaða
iniciadas	iniˈθjaðas
iniciado	iniˈθjaðo
iniciador	iniθjaˈðoɾ
iniciados	iniˈθjaðos
inicial	iniˈθjal
iniciales	iniˈθjales
inicialmente	iniˈθjalˈmente
iniciamos	iniˈθjamos
inician	iˈniθjan
iniciando	iniˈθjando
iniciar	iniˈθjaɾ
iniciara	iniˈθjaɾa
iniciará	iniθjaˈɾa
iniciaran	iniˈθjaɾan
iniciarán	iniθjaˈɾan
iniciaremos	iniθjaˈɾemos
iniciaron	iniˈθjaɾon
iniciarse	iniˈθjaɾse
iniciática	iniˈθjatika
iniciático	iniˈθjatiko
iniciativa	iniθjaˈtiβa
iniciativa_per_catalunya-verds	iniθjaˈθiβapeɾkataˈluɲaβeɾðs
iniciativas	iniθjaˈtiβas
inicie	iˈniθje
inicien	iˈniθjen
inicio	iˈniθjo
inició	iniˈθjo
inicios	iˈniθjos
iniesta	iˈnjesta
iñiesta	iˈɲjesta
iñigdez	iɲiɣˈðeθ
iñigo	iˈɲiɣo
íñigo	iˈɲiɣo
inigualable	iniɣwaˈlaβle
iñijuez	iɲiˈxweθ
inimaginable	inimaxiˈnaβle
inimaginables	inimaxiˈnaβles
inimitable	inimiˈtaβle
inimitables	inimiˈtaβles
ininteligible	ininteliˈxiβle
ininterrumpida	ininterumˈpiða
ininterrumpidamente	ininterumˈpiðaˈmente
ininterrumpidas	ininterumˈpiðas
ininterrumpido	ininterumˈpiðo
ininterrumpidos	ininterumˈpiðos
initec	iniˈtek
initial_gaviota_as	iˈnisalɣaˈβjotaaˈese
injerencia	iŋxeˈɾenθja
injerencias	iŋxeˈɾenθjas
injerto	iŋˈxeɾto
injertos	iŋˈxeɾtos
injuria	iŋˈxuɾja
injuriar	iŋxuˈɾjaɾ
injurias	iŋˈxuɾjas
injusta	iŋˈxusta
injustamente	iŋˈxustaˈmente
injustas	iŋˈxustas
injusticia	iŋxusˈtiθja
injusticias	iŋxusˈtiθjas
injustificable	iŋxustifiˈkaβle
injustificables	iŋxustifiˈkaβles
injustificada	iŋxustifiˈkaða
injustificadamente	iŋxustifiˈkaðaˈmente
injustificadas	iŋxustifiˈkaðas
injustificado	iŋxustifiˈkaðo
injustificados	iŋxustifiˈkaðos
injusto	iŋˈxusto
injustos	iŋˈxustos
inm	ˈimm
inma	ˈimma
inmaculada	immakuˈlaða
inmaculada_concepción	immakuˈlaðakonθepˈθjon
inmaculado	immakuˈlaðo
inmadura	immaˈðuɾa
inmadurez	immaðuˈɾeθ
inmaduro	immaˈðuɾo
inmaduros	immaˈðuɾos
inmamorati	immamoˈɾati
inmarcesible	immaɾθeˈsiβle
inmaterial	immateˈɾjal
inmediaciones	immeðjaˈθjones
inmediata	immeˈðjata
inmediatamente	immeˈðjataˈmente
inmediatas	immeˈðjatas
inmediatez	immeðjaˈteθ
inmediato	immeˈðjato
inmediatos	immeˈðjatos
inmejorable	immexoˈɾaβle
inmejorables	immexoˈɾaβles
inmemorial	immemoˈɾjal
inmemoriales	immemoˈɾjales
inmensa	imˈmensa
inmensamente	imˈmensaˈmente
inmensas	imˈmensas
inmensidad	immensiˈðað
inmenso	imˈmenso
inmensos	imˈmensos
inmersa	imˈmeɾsa
inmersas	imˈmeɾsas
inmersión	immeɾˈsjon
inmersiones	immeɾˈsjones
inmerso	imˈmeɾso
inmersos	imˈmeɾsos
inmeval_inversiones	immeˈβalimbeɾˈsjones
inmigra	imˈmiɣɾa
inmigración	immiɣɾaˈθjon
inmigrante	immiˈɣɾante
inmigrantes	immiˈɣɾantes
inmigrar	immiˈɣɾaɾ
inminencia	immiˈnenθja
inminente	immiˈnente
inminentes	immiˈnentes
inmiscuirse	immisˈkwiɾse
inmiscuye	immisˈkuʤe
inmisericorde	immiseɾiˈkoɾðe
inmobiliaria	immoβiˈljaɾja
inmobiliaria_anton	immoβiˈljaɾjaˈanton
inmobiliaria_campillo	immoβiˈljaɾjakamˈpiʎo
inmobiliaria_chapina_online	immoβiˈljaɾjaʧaˈpinaonˈline
inmobiliaria_colonial	immoβiˈljaɾjakoloˈnjal
inmobiliaria_del_sur	immoβiˈljaɾjaðelˈsuɾ
inmobiliaria_domus	immoβiˈljaɾjaˈðomus
inmobiliaria_garar	immoβiˈljaɾjaɣaˈɾaɾ
inmobiliaria_osuna	immoβiˈljaɾjaoˈsuna
inmobiliaria_pinedo	immoβiˈljaɾjapiˈneðo
inmobiliaria_suaseta	immoβiˈljaɾjaswaˈseta
inmobiliaria_urbis	immoβiˈljaɾjaˈuɾβis
inmobiliaria_zabálburu	immoβiˈljaɾjaθaˈβalβuɾu
inmobiliarias	immoβiˈljaɾjas
inmobiliario	immoβiˈljaɾjo
inmobiliarios	immoβiˈljaɾjos
inmolación	immolaˈθjon
inmolan	imˈmolan
inmolándose	immoˈlandose
inmolarse	immoˈlaɾse
inmolevante	immoleˈβante
inmoral	immoˈɾal
inmorales	immoˈɾales
inmoralidad	immoɾaliˈðað
inmoralidades	immoɾaliˈðaðes
inmortal	immoɾˈtal
inmortales	immoɾˈtales
inmortalidad	immoɾtaliˈðað
inmortalizada	immoɾtaliˈθaða
inmortalizado	immoɾtaliˈθaðo
inmortalizó	immoɾtaliˈθo
inmóvil	imˈmoβil
inmovilidad	immoβiliˈðað
inmovilismo	immoβiˈlizmo
inmovilista	immoβiˈlista
inmovilistas	immoβiˈlistas
inmovilización	immoβiliθaˈθjon
inmovilizado	immoβiliˈθaðo
inmovilizados	immoβiliˈθaðos
inmovilizar	immoβiliˈθaɾ
inmueble	imˈmweβle
inmuebles	imˈmweβles
inmunda	imˈmunda
inmundicia	immunˈdiθja
inmundicias	immunˈdiθjas
inmundo	imˈmundo
inmundos	imˈmundos
inmune	imˈmune
inmunes	imˈmunes
inmunidad	immuniˈðað
inmunitario	immuniˈtaɾjo
inmunodeficiencia	immunoðefiˈθjenθja
inmunológico	immunoˈloxiko
inmunotec	immunoˈtek
inmunoterapia	immunoteˈɾapja
inmuta	imˈmuta
inmutable	immuˈtaβle
inmutarse	immuˈtaɾse
inmutó	immuˈto
innata	inˈnata
innatas	inˈnatas
innato	inˈnato
innecesaria	inneθeˈsaɾja
innecesariamente	inneθeˈsaɾjaˈmente
innecesarias	inneθeˈsaɾjas
innecesario	inneθeˈsaɾjo
innecesarios	inneθeˈsaɾjos
innegable	inneˈɣaβle
innegables	inneˈɣaβles
innegociable	inneɣoˈθjaβle
innombrable	innomˈbɾaβle
innova	inˈnoβa
innovación	innoβaˈθjon
innovaciones	innoβaˈθjones
innovador	innoβaˈðoɾ
innovadora	innoβaˈðoɾa
innovadoras	innoβaˈðoɾas
innovadores	innoβaˈðoɾes
innovar	innoˈβaɾ
innovare_system	innoˈβaɾeˈsistem
innovasoft	innoβaˈsofð
innsbruck	ˈinzβɾuk
innumerables	innumeˈɾaβles
inocencia	inoˈθenθja
inocencia_sánchez	inoˈθenθjaˈsanʧeθ
inocencio	inoˈθenθjo
inocencio_fernández	inoˈθenθjofeɾˈnandeθ
inocenta	inoˈθenta
inocenta_de_mesa	inoˈθentaðeˈmesa
inocente	inoˈθente
inocentes	inoˈθentes
inocua	iˈnokwa
inocuas	iˈnokwas
inocuidad	inokwiˈðað
inoculado	inokuˈlaðo
inocuo	iˈnokwo
inodoro	inoˈðoɾo
inofensiva	inofenˈsiβa
inofensivas	inofenˈsiβas
inofensivo	inofenˈsiβo
inofensivos	inofenˈsiβos
inolvidable	inolβiˈðaβle
inolvidables	inolβiˈðaβles
inongo	iˈnoŋɡo
inoperancia	inopeˈɾanθja
inoperante	inopeˈɾante
inoperativos	inopeɾaˈtiβos
inopia	iˈnopja
inoportuna	inopoɾˈtuna
inoportunas	inopoɾˈtunas
inoportuno	inopoɾˈtuno
inox	ˈinoɣs
inoxcrom	inosˈkɾom
inoxidable	inoɣsiˈðaβle
inpayer_inversiones	impaˈʤeɾimbeɾˈsjones
inpecuarias	impeˈkwaɾjas
inpeg	imˈpeɣ
inquebrantable	iŋkeβɾanˈtaβle
inquiere	iŋˈkjeɾe
inquieta	iŋˈkjeta
inquietan	iŋˈkjetan
inquietante	iŋkjeˈtante
inquietantes	iŋkjeˈtantes
inquietar	iŋkjeˈtaɾ
inquietaron	iŋkjeˈtaɾon
inquietarse	iŋkjeˈtaɾse
inquietas	iŋˈkjetas
inquieto	iŋˈkjeto
inquietó	iŋkjeˈto
inquietos	iŋˈkjetos
inquietud	iŋkjeˈtuð
inquietudes	iŋkjeˈtuðes
inquilino	iŋkiˈlino
inquilinos	iŋkiˈlinos
inquina	iŋˈkina
inquirabe	iŋkiˈɾaβe
inquirió	iŋkiˈɾjo
inquisición	iŋkisiˈθjon
inquisidor	iŋkisiˈðoɾ
inquisidores	iŋkisiˈðoɾes
inquisitorial	iŋkisitoˈɾjal
inri	ˈinri
insa	ˈinsa
insaciable	insaˈθjaβle
insaciables	insaˈθjaβles
insalaco	insaˈlako
insalubres	insaˈluβɾes
insalud	insaˈluð
insalvable	insalˈβaβle
insalvables	insalˈβaβles
insanas	inˈsanas
insatisfacción	insatisfakˈθjon
insatisfecha	insatisˈfeʧa
insatisfecho	insatisˈfeʧo
insatisfechos	insatisˈfeʧos
insbruck	inzˈβɾuk
inscribe	insˈkɾiβe
inscriben	insˈkɾiβen
inscríbete	insˈkɾiβete
inscribió	inskɾiˈβjo
inscribir	inskɾiˈβiɾ
inscribirías	inskɾiβiˈɾias
inscribirse	inskɾiˈβiɾse
inscribirte	inskɾiˈβiɾte
inscripción	inskɾipˈθjon
inscripciones	inskɾipˈθjones
inscrita	insˈkɾita
inscritas	insˈkɾitas
inscrito	insˈkɾito
inscritos	insˈkɾitos
insecticida	insektiˈθiða
insecto	inˈsekto
insectos	inˈsektos
insee	inˈsi
insegura	inseˈɣuɾa
inseguras	inseˈɣuɾas
inseguridad	inseɣuɾiˈðað
inseguridades	inseɣuɾiˈðaðes
inseguro	inseˈɣuɾo
inseguros	inseˈɣuɾos
insensata	insenˈsata
insensateces	insensaˈteθes
insensatez	insensaˈteθ
insensato	insenˈsato
insensatos	insenˈsatos
insense	inˈsense
insensibilidad	insensiβiliˈðað
insensible	insenˈsiβle
insensibles	insenˈsiβles
inseparable	insepaˈɾaβle
inseparables	insepaˈɾaβles
inserción	inseɾˈθjon
inserso	inˈseɾso
insert_sistemas	inˈseɾðsisˈtemas
inserta	inˈseɾta
insertada	inseɾˈtaða
insertadas	inseɾˈtaðas
insertado	inseɾˈtaðo
insertados	inseɾˈtaðos
insertando	inseɾˈtando
insertar	inseɾˈtaɾ
insertará	inseɾtaˈɾa
insertaré	inseɾtaˈɾe
insertarías	inseɾtaˈɾias
insertarla	inseɾˈtaɾla
insertarlo	inseɾˈtaɾlo
inserte	inˈseɾte
inservible	inseɾˈβiβle
inservibles	inseɾˈβiβles
insico_americana	inˈsikoameɾiˈkana
insidiosa	insiˈðjosa
insigne	inˈsiɣne
insignes	inˈsiɣnes
insignia	inˈsiɣnja
insignias	inˈsiɣnjas
insignificancia	insiɣnifiˈkanθja
insignificante	insiɣnifiˈkante
insignificantes	insiɣnifiˈkantes
insinúa	insiˈnua
insinuación	insinwaˈθjon
insinuaciones	insinwaˈθjones
insinuado	insiˈnwaðo
insinúan	insiˈnuan
insinuando	insiˈnwando
insinuante	insiˈnwante
insinuar	insiˈnwaɾ
insinuó	insiˈnwo
insípida	inˈsipiða
insípido	inˈsipiðo
insista	inˈsista
insistas	inˈsistas
insiste	inˈsiste
insisten	inˈsisten
insistencia	insisˈtenθja
insistente	insisˈtente
insistentemente	insisˈtenteˈmente
insistentes	insisˈtentes
insistes	inˈsistes
insistía	insisˈtia
insistían	insisˈtian
insistido	insisˈtiðo
insistiendo	insisˈtjendo
insistieron	insisˈtjeɾon
insistimos	insisˈtimos
insistió	insisˈtjo
insistir	insisˈtiɾ
insistirá	insistiˈɾa
insisto	inˈsisto
insobornable	insoβoɾˈnaβle
insolencia	insoˈlenθja
insolente	insoˈlente
insolidaria	insoliˈðaɾja
insolidarias	insoliˈðaɾjas
insolidaridad	insoliðaɾiˈðað
insolidario	insoliˈðaɾjo
insolidarios	insoliˈðaɾjos
insólita	inˈsolita
insólitas	inˈsolitas
insólito	inˈsolito
insólitos	inˈsolitos
insoluble	insoˈluβle
insolvencia	insolˈβenθja
insolvencias	insolˈβenθjas
insolvente	insolˈβente
insomne	inˈsomne
insomnio	inˈsomnjo
insomnios	inˈsomnjos
insondable	insonˈdaβle
insondables	insonˈdaβles
insoportable	insopoɾˈtaβle
insoportablemente	insopoɾˈtaβleˈmente
insoportables	insopoɾˈtaβles
insoslayable	insozlaˈʤaβle
insospechada	insospeˈʧaða
insospechadas	insospeˈʧaðas
insospechado	insospeˈʧaðo
insospechados	insospeˈʧaðos
insostenible	insosteˈniβle
insostenibles	insosteˈniβles
inspección	inspekˈθjon
inspeccionado	inspekθjoˈnaðo
inspeccionar	inspekθjoˈnaɾ
inspeccionaron	inspekθjoˈnaɾon
inspecciones	inspekˈθjones
inspeccionó	inspekθjoˈno
inspector	inspekˈtoɾ
inspectora	inspekˈtoɾa
inspectores	inspekˈtoɾes
inspira	insˈpiɾa
inspiraba	inspiˈɾaβa
inspiración	inspiɾaˈθjon
inspirada	inspiˈɾaða
inspiradas	inspiˈɾaðas
inspirado	inspiˈɾaðo
inspirador	inspiɾaˈðoɾ
inspiradora	inspiɾaˈðoɾa
inspiradores	inspiɾaˈðoɾes
inspirados	inspiˈɾaðos
inspiran	insˈpiɾan
inspirar	inspiˈɾaɾ
inspiraron	inspiˈɾaɾon
inspiras	insˈpiɾas
inspire	insˈpiɾe
inspiro	insˈpiɾo
inspiró	inspiˈɾo
inss	ˈins
insta	ˈinsta
instaba	insˈtaβa
instado	insˈtaðo
instala	insˈtala
instalaba	instaˈlaβa
instalación	instalaˈθjon
instalaciones	instalaˈθjones
instalaciones_eléctricas_david_recio	instalaˈθjoneseˈlektɾikazðaˈβiðˈreθjo
instalaciones_eléctricas_mata_sl	instalaˈθjoneseˈlektɾikasˈmataˈeseˈele
instalaciones_por_un_tubo	instalaˈθjonespoɾˈunˈtuβo
instalada	instaˈlaða
instaladas	instaˈlaðas
instalado	instaˈlaðo
instalados	instaˈlaðos
instalan	insˈtalan
instalando	instaˈlando
instalar	instaˈlaɾ
instalará	instalaˈɾa
instalarán	instalaˈɾan
instalarla	instaˈlaɾla
instalarlas	instaˈlaɾlas
instalarlo	instaˈlaɾlo
instalaron	instaˈlaɾon
instalarse	instaˈlaɾse
instalblue	instalˈβlu
instale	insˈtale
instalen	insˈtalen
instalo	insˈtalo
instaló	instaˈlo
instan	ˈinstan
instancia	insˈtanθja
instancias	insˈtanθjas
instando	insˈtando
instantánea	instanˈtanea
instantáneamente	instanˈtaneaˈmente
instantáneas	instanˈtaneas
instantáneo	instanˈtaneo
instantáneos	instanˈtaneos
instante	insˈtante
instantes	insˈtantes
instar	insˈtaɾ
instará	instaˈɾa
instaron	insˈtaɾon
instaura	insˈtawɾa
instauración	instawɾaˈθjon
instaurada	instawˈɾaða
instaurado	instawˈɾaðo
instaurando	instawˈɾando
instaurar	instawˈɾaɾ
instaurarse	instawˈɾaɾse
instaure	insˈtawɾe
instauro	insˈtawɾo
instauró	instawˈɾo
inste	ˈinste
instel	insˈtel
instigado	instiˈɣaðo
instigador	instiɣaˈðoɾ
instigadores	instiɣaˈðoɾes
instigar	instiˈɣaɾ
instilar	instiˈlaɾ
instinción	instinˈθjon
instintivamente	instinˈtiβaˈmente
instintivo	instinˈtiβo
instinto	insˈtinto
instintos	insˈtintos
institució_cultural_del_cic	instituˈsjokultuˈɾaldelˈθik
institución	instituˈθjon
institución_cultural_el_brocense	instituˈθjoŋkultuˈɾalelβɾoˈθense
institucional	instituθjoˈnal
institucionales	instituθjoˈnales
institucionalidad	instituθjonaliˈðað
institucionalización	instituθjonaliθaˈθjon
institucionalizada	instituθjonaliˈθaða
institucionalizado	instituθjonaliˈθaðo
institucionalizar	instituθjonaliˈθaɾ
institucionalmente	instituθjoˈnalˈmente
instituciones	instituˈθjones
instituido	instiˈtwiðo
instituo_de_migraciones_y_servicios_sociales	insˈtitwoðemiɣɾaˈθjonesiseɾˈβiθjossoˈθjales
institut_català_de_la_mediterrània	instiˈtuðkataˈladelameðiteˈranja
institut_català_de_la_salut	instiˈtuðkataˈladelasaˈluð
institut_d	instiˈtuðˈðestuðisiˈleɾðens
institut_del_teatre	instiˈtuððelteˈatɾe
instituto	instiˈtuto
instituto_americano_del_petróleo	instiˈtutoameɾiˈkanoðelpeˈtɾoleo
instituto_anatómico_forense	instiˈtutoanaˈtomikofoˈɾense
instituto_andaluz_de_la_mujer	instiˈtutoandaˈluθðelamuˈxeɾ
instituto_andaluz_del_patrimonio_histórico	instiˈtutoandaˈluθðelpatɾiˈmonjoisˈtoɾiko
instituto_aragonés_de_fomento	instiˈtutoaɾaɣoˈnezðefoˈmento
instituto_catalán_de_energia	instiˈtutokataˈlandeeneɾˈxja
instituto_catalán_de_tecnología	instiˈtutokataˈlandeteɣnoloˈxia
instituto_cervantes	instiˈtutoθeɾˈβantes
instituto_de_astrofísica_de_canarias	instiˈtutoðeastɾoˈfisikaðekaˈnaɾjas
instituto_de_consejeros_de_empresas	instiˈtutoðekonseˈxeɾozðeemˈpɾesas
instituto_de_contabilidad	instiˈtutoðekontaβiliˈðað
instituto_de_contabilidad_y_auditoría_de_cuentas	instiˈtutoðekontaβiliˈðaðʤawðitoˈɾiaðeˈkwentas
instituto_de_credito_oficial	instiˈtutoðeˈkɾeðitoofiˈθjal
instituto_de_crédito_oficial	instiˈtutoðeˈkɾeðitoofiˈθjal
instituto_de_empresa	instiˈtutoðeemˈpɾesa
instituto_de_empresa_pulse	instiˈtutoðeemˈpɾesaˈpulse
instituto_de_españa	instiˈtutoðeesˈpaɲa
instituto_de_estudios_económicos	instiˈtutoðeesˈtuðjosekoˈnomikos
instituto_de_estudios_fiscales	instiˈtutoðeesˈtuðjosfisˈkales
instituto_de_estudios_norteamericanos	instiˈtutoðeesˈtuðjoznoɾteameɾiˈkanos
instituto_de_fermentaciones_industriales	instiˈtutoðefeɾmentaˈθjonesindusˈtɾjales
instituto_de_fomento_de_andalucía	instiˈtutoðefoˈmentoðeandaluˈθia
instituto_de_fomento_de_la_región_de_murcia	instiˈtutoðefoˈmentoðelareˈxjondeˈmuɾθja
instituto_de_fomento_regional	instiˈtutoðefoˈmentorexjoˈnal
instituto_de_formación_y_estudios_sociales	instiˈtutoðefoɾmaˈθjonʤesˈtuðjossoˈθjales
instituto_de_la_cinematografía_y_de_las_artes_audiovisuales	instiˈtutoðelaθinematoɣɾaˈfiajðelasˈaɾtesawðjoβiˈswales
instituto_de_la_juventud	instiˈtutoðelaxuβenˈtuð
instituto_de_la_mujer	instiˈtutoðelamuˈxeɾ
instituto_de_méxico	instiˈtutoðeˈmexiko
instituto_de_migraciones_y_servicios_sociales	instiˈtutoðemiɣɾaˈθjonesiseɾˈβiθjossoˈθjales
instituto_de_salud_carlos_iii	instiˈtutoðesaˈluðˈkaɾlosteɾˈθeɾo
instituto_de_turismo_de_españa	instiˈtutoðetuˈɾizmoðeesˈpaɲa
instituto_español_de_analistas_financieros	instiˈtutoespaˈɲoldeanaˈlistasfinanˈθjeɾos
instituto_español_de_comercio_exterior	instiˈtutoespaˈɲoldekoˈmeɾθjoesteˈɾjoɾ
instituto_español_de_gestión_y_dirección_empresarial	instiˈtutoespaˈɲoldexesˈtjoniðiɾekˈθjonempɾesaˈɾjal
instituto_español_de_oceanografía	instiˈtutoespaˈɲoldeoθeanoɣɾaˈfia
instituto_espill	instiˈtutoesˈpij
instituto_fleming	instiˈtutoˈflemin
instituto_gallego_de_promoción_económica	instiˈtutoɣaˈʎeɣoðepɾomoˈθjonekoˈnomika
instituto_geológico_y_minero_de_españa	instiˈtutoxeoˈloxikojmiˈneɾoðeesˈpaɲa
instituto_monetario_europeo	instiˈtutomoneˈtaɾjoewɾoˈpeo
instituto_nacional_de_administración_pública	instiˈtutonaθjoˈnaldeaðministɾaˈθjomˈpuβlika
instituto_nacional_de_empleo	instiˈtutonaθjoˈnaldeemˈpleo
instituto_nacional_de_estadística	instiˈtutonaθjoˈnaldeestaˈðistika
instituto_nacional_de_estadística_y_estudios_económicos	instiˈtutonaθjoˈnaldeestaˈðistikaʤesˈtuðjosekoˈnomikos
instituto_nacional_de_gestión_sanitaria	instiˈtutonaθjoˈnaldexesˈtjonsaniˈtaɾja
instituto_nacional_de_higiene_y_seguridad_en_el_trabajo	instiˈtutonaθjoˈnaldeiˈxjenejseɣuɾiˈðaðeneltɾaˈβaxo
instituto_nacional_de_industria	instiˈtutonaθjoˈnaldeinˈdustɾja
instituto_nacional_de_investigación_y_tecnología_agraria_y_alimentaria	instiˈtutonaθjoˈnaldeimbestiɣaˈθjoniteɣnoloˈxiaaˈɣɾaɾjaʤalimenˈtaɾja
instituto_nacional_de_la_salud	instiˈtutonaθjoˈnaldelasaˈluð
instituto_nacional_de_la_seguridad_social	instiˈtutonaθjoˈnaldelaseɣuɾiˈðaðsoˈθjal
instituto_nacional_de_las_artes_escénicas	instiˈtutonaθjoˈnaldelasˈaɾtesesˈθenikas
instituto_nacional_de_las_artes_escénicas_y_de_la_música	instiˈtutonaθjoˈnaldelasˈaɾtesesˈθenikasiðelaˈmusika
